Id	Key[1]	Key[2]	Key[3]	Key[4]	Key[5]	Key[6]	Key[7]	Key[8]	Key[9]	Key[10]	Key[11]	Key[12]	Key[13]	Key[14]	Key[15]	Key[16]	Key[17]	Key[18]	Key[19]	Key[20]	Key[21]	Key[22]	Key[23]	Key[24]	Key[25]	Key[26]	Key[27]	Key[28]	Key[29]	Key[30]	Key[31]	Key[32]	Key[33]	Key[34]	Key[35]	Key[36]	Key[37]	Key[38]	Key[39]	Key[40]	Key[41]	Key[42]	Key[43]	Key[44]	Key[45]	Key[46]	Key[47]	Key[48]	Key[49]	Key[50]	Key[51]	Key[52]	Key[53]	Key[54]	Key[55]	Key[56]	Key[57]	Key[58]	Key[59]	Key[60]	Key[61]	Key[62]	Key[63]	Key[64]	Key[65]	Key[66]	Key[67]	Key[68]	Key[69]	Key[70]	Key[71]	Key[72]	Key[73]	Key[74]	Key[75]	Key[76]	Key[77]	Key[78]	Key[79]	Key[80]	Key[81]	Key[82]
410701	0|Effect|FxPet2YangoffAtkBornDummy001|Dummy001|1|																																																																																	
410702	0|Effect|FxPet3YangoffAtk01Dummy001|Dummy001|1|																																																																																	
410703	0|Effect|FxPet3YangoffAtk02Dummy001|Dummy001|1|																																																																																	
410704	0|Effect|FxPet2YangoffAtk51Bone022|Bone022|1|	0|Effect|FxPet2YangoffAtk51Bone024|Bone024|1|	0|Effect|FxPet2YangoffAtk51Dummy001|Dummy001|1|																																																																															
410705	0|Effect|FxPet2YangoffAtk41Dummy001|Dummy001|1|																																																																																	
410706	0|Effect|FxPet2YangoffAtk41Dummy001|Dummy001|1|																																																																																	
410707	0|Effect|FxPet2YangoffAtk43Dummy001|Dummy001|1|																																																																																	
420701																																																																																		
420702	18|Magic|410703|0	14|Cast|42070202	35|Effect|FxPet2YangonAtk11Xiaoshi||1|	2|Effect|FxPet2YangonAtk11Chuxian||1|	2|Effect|FxPet2YangonAtk11||1|																																																																													
420703	18|Magic|410703|0	14|Cast|42070302	35|Effect|FxPet2YangonAtk11Xiaoshi||1|	2|Effect|FxPet2YangonAtk11Chuxian||1|	2|Effect|FxPet2YangonAtk11||1|																																																																													
420704	18|Magic|410703|0	14|Cast|42070402	35|Effect|FxPet2YangonAtk11Xiaoshi||1|	2|Effect|FxPet2YangonAtk11Chuxian||1|	2|Effect|FxPet2YangonAtk11||1|																																																																													
420705	18|Magic|410703|0	14|Cast|42070502	35|Effect|FxPet2YangonAtk11Xiaoshi||1|	2|Effect|FxPet2YangonAtk11Chuxian||1|	2|Effect|FxPet2YangonAtk11||1|																																																																													
420706	18|Magic|410703|0	14|Cast|42070602	35|Effect|FxPet2YangonAtk11Xiaoshi||1|	2|Effect|FxPet2YangonAtk11Chuxian||1|	2|Effect|FxPet2YangonAtk11||1|																																																																													
420707	18|Magic|410703|0	14|Cast|42070702	35|Effect|FxPet2YangonAtk11Xiaoshi||1|	2|Effect|FxPet2YangonAtk11Chuxian||1|	2|Effect|FxPet2YangonAtk11||1|																																																																													
420708	18|Magic|410703|0	14|Cast|42070802	35|Effect|FxPet2YangonAtk11Xiaoshi||1|	2|Effect|FxPet2YangonAtk11Chuxian||1|	2|Effect|FxPet2YangonAtk11||1|																																																																													
420709	18|Magic|410703|0	14|Cast|42070902	35|Effect|FxPet2YangonAtk11Xiaoshi||1|	2|Effect|FxPet2YangonAtk11Chuxian||1|	2|Effect|FxPet2YangonAtk11||1|																																																																													
420710	18|Magic|410703|0	14|Cast|42071002	35|Effect|FxPet2YangonAtk11Xiaoshi||1|	2|Effect|FxPet2YangonAtk11Chuxian||1|	2|Effect|FxPet2YangonAtk11||1|																																																																													
420711	18|Magic|410703|0	14|Cast|42071102	35|Effect|FxPet2YangonAtk11Xiaoshi||1|	2|Effect|FxPet2YangonAtk11Chuxian||1|	2|Effect|FxPet2YangonAtk11||1|																																																																													
410801	0|Effect|FxPet3YingBorn||1|																																																																																	
410802	0|Effect|FxPet3YingAtk01||1|																																																																																	
410803																																																																																		
410804	0|Effect|FxPet3YingAtk51||1|																																																																																	
410805	0|Effect|FxPet3YingAtk41||1|																																																																																	
410806	0|Effect|FxPet3YingAtk41||1|																																																																																	
410807	0|Effect|FxPet3YingAtk43||1|																																																																																	
420801																																																																																		
420802	21|Magic|410803|0	20|Cast|42080202	10|RecordTarget|0.5|100|0||	11|Move|100|0.5|1||	11|Turn|360|0.1|1	11|Effect|FxPet3YingAtk1102|Bip001|1|	27|Effect|FxPet3YingXiaoshi||1|	1|Effect|FxPet3YingAtk11||1|																																																																										
420803	21|Magic|410803|0	20|Cast|42080302	10|RecordTarget|0.5|100|0||	11|Move|100|0.5|1||	11|Turn|360|0.1|1	11|Effect|FxPet3YingAtk1102|Bip001|1|	27|Effect|FxPet3YingXiaoshi||1|	1|Effect|FxPet3YingAtk11||1|																																																																										
420804	21|Magic|410803|0	20|Cast|42080402	10|RecordTarget|0.5|100|0||	11|Move|100|0.5|1||	11|Turn|360|0.1|1	11|Effect|FxPet3YingAtk1102|Bip001|1|	27|Effect|FxPet3YingXiaoshi||1|	1|Effect|FxPet3YingAtk11||1|																																																																										
