Id	Key[1]	Key[2]	Key[3]	Key[4]	Key[5]	Key[6]	Key[7]	Key[8]	Key[9]	Key[10]	Key[11]	Key[12]	Key[13]	Key[14]	Key[15]	Key[16]	Key[17]	Key[18]	Key[19]	Key[20]	Key[21]	Key[22]	Key[23]	Key[24]	Key[25]	Key[26]	Key[27]	Key[28]	Key[29]	Key[30]	Key[31]	Key[32]	Key[33]	Key[34]	Key[35]	Key[36]	Key[37]	Key[38]	Key[39]	Key[40]	Key[41]	Key[42]	Key[43]	Key[44]	Key[45]	Key[46]	Key[47]	Key[48]	Key[49]	Key[50]	Key[51]	Key[52]	Key[53]	Key[54]	Key[55]	Key[56]	Key[57]	Key[58]	Key[59]	Key[60]	Key[61]	Key[62]	Key[63]	Key[64]	Key[65]	Key[66]	Key[67]	Key[68]	Key[69]	Key[70]	Key[71]	Key[72]	Key[73]	Key[74]	Key[75]	Key[76]	Key[77]	Key[78]	Key[79]	Key[80]	Key[81]	Key[82]
120301	6|Effect|FxR3NinesAtk01||1|	0|Effect|FxR3NinesAtk01HuanL|Bip001LForeTwist1|1|	0|Effect|FxR3NinesAtk01HuanWp|WeaponCaseEx1|1|	6|Cast|12030104																																																																														
120302	6|Effect|FxR3NinesAtk02||1|	0|Effect|FxR3NinesAtk02HuanR|Bip001RForeTwist1|1|	0|Effect|FxR3NinesAtk02HuanWp|WeaponCaseEx1|1|	6|Cast|12030204																																																																														
120303	6|Effect|FxR3NinesAtk03||1|	0|Effect|FxR3NinesAtk03HuanR|Bip001RForeTwist1|1|	0|Effect|FxR3NinesAtk03HuanWp|WeaponCaseEx1|1|	6|Cast|12030304|12030305	7|Cast|12030306																																																																													
120304	7|Effect|FxR3NinesAtk04||1|	0|Effect|FxR3NinesAtk04HuanL|Bip001LForeTwist1|1|	0|Effect|FxR3NinesAtk04HuanWp|WeaponCaseEx1|1|	7|Cast|12030404|12030405	8|Cast|12030406																																																																													
120305	8|Effect|FxR3NinesAtk05||1|	0|Effect|FxR3NinesAtk05HuanL|Bip001LForeTwist1|1|	0|Effect|FxR3NinesAtk05HuanR|Bip001RForeTwist1|1|	0|Effect|FxR3NinesAtk05HuanWp|WeaponCaseEx1|1|	8|Cast|12030505|12030506	9|Cast|12030507																																																																												
120306	5|Effect|FxR3NinesAtk06||1|	5|Cast|12030602|12030605	0|Effect|FxR3NinesAtk06HuanR|Bip001RForeTwist1|1|	0|Effect|FxR3NinesAtk06HuanWp|WeaponCaseEx1|1|																																																																														
120307	6|Effect|FxR3NinesAtk07||1|	0|Effect|FxR3NinesAtk07HuanL|Bip001LForeTwist1|1|	0|Effect|FxR3NinesAtk07HuanR|Bip001RForeTwist1|1|	0|Effect|FxR3NinesAtk07HuanWp|WeaponCaseEx1|1|	6|Cast|12030705	6|Shake|3|0.41|-1|15|0.35|1																																																																												
120308	5|Effect|FxR3NinesAtk08Xuli|Bip001RForeTwist1|1|	16|Effect|FxR3NinesAtk08||1|	0|Effect|FxR3NinesAtk08Huan|Bip001RForeTwist1|1|	0|Effect|FxR3NinesAtk08HuanWp|WeaponCaseEx1|1|	16|Cast|12030805	17|Cast|12030806	18|Cast|12030807	15|Magic|120398|3																																																																										
120309	0|Magic|120330|0																																																																																	
120310	0|Magic|120331|0																																																																																	
120311	0|Magic|120333|0	7|Magic|120332|0																																																																																
120312	0|Magic|120334|0																																																																																	
120313	0|Magic|120335|0																																																																																	
120314	0|Magic|120336|0																																																																																	
120315	0|Magic|120337|0																																																																																	
120316	0|Magic|120338|0																																																																																	
120317	0|Magic|120339|0																																																																																	
120318	4|Magic|120366|0	7|Effect|FxR3NinesAtk44||1|	7|Effect|FxR3NinesAtk44Dilie||1|	0|Effect|FxR3NinesAtk44HuanL|Bip001RForeTwist1|1|	0|Effect|FxR3NinesAtk44HuanWp|WeaponCaseEx1|1|	7|Cast|12031806	8|Cast|12031807	9|Cast|12031808	0|Move|-8|0.3|||																																																																									
120319	0|Effect|FxR3NinesAtkQte01||1|	8|Cast|12031902	18|Cast|12031903	20|Cast|12031904	22|Cast|12031905	24|Cast|12031906	26|Cast|12031907	28|Cast|12031908	30|Cast|12031909	32|Cast|12031910	34|Cast|12031911	36|Cast|12031912	38|Cast|12031913	40|Cast|12031914	42|Cast|12031915	44|Cast|12031916	46|Cast|12031917	1|Cast|12031918	60|Cast|12031919																																																															
120320	12|Magic|120347|0	6|Magic|120350|0	9|Magic|100094|0	0|Effect|FxR3NinesMove1||1|																																																																														
120321	12|Magic|120347|0	6|Magic|120350|0	9|Magic|100094|0	0|Effect|FxR3NinesMove2||1|																																																																														
120322	2|Effect|FxR3NinesAtk5101||1|	8|Cast|12032202																																																																																
120323	0|Effect|FxR3NinesWin||1|																																																																																	
120324	0|Effect|FxR3NinesWin||1|																																																																																	
120325																																																																																		
120326	5|Effect|FxR3NinesBorn||1|																																																																																	
120327	7|Effect|FxR3NinesAtk44||1|	7|Effect|FxR3NinesAtk44Dilie||1|	0|Effect|FxR3NinesAtk44HuanL|Bip001RForeTwist1|1|	0|Effect|FxR3NinesAtk44HuanWp|WeaponCaseEx1|1|	7|Cast|12032705	8|Cast|12032706	9|Cast|12032707	0|Move|-5|0.3|||																																																																										
120328	0|Cast|12032802	0|Effect|FxR3NinesAtk5101Loop||1|	4|Cast|12032804	6|Cast|12032805	8|Cast|12032806	10|Cast|12032807	12|Cast|12032808	14|Cast|12032809	16|Cast|12032810	18|Cast|12032811	20|Cast|12032812	22|Cast|12032813	24|Cast|12032814	26|Cast|12032815	24|Magic|120505|0	24|Magic|120391|0																																																																		
120329	0|Cast|12032901	10|Magic|100092|0	5|Cast|12032903																																																																															
120330	0|Magic|120372|0	0|Magic|120508|0																																																																																
120331	2|Effect|FxR3NinesAtk5101||1|	8|Cast|12033102																																																																																
120332	0|Cast|12033202	0|Effect|FxR3NinesAtk5101Loop||1|	4|Cast|12033204	6|Cast|12033205	8|Cast|12033206	10|Cast|12033207	12|Cast|12033208	14|Cast|12033209	16|Cast|12033210	18|Cast|12033211	20|Cast|12033212	22|Cast|12033213	24|Cast|12033214	26|Cast|12033215	14|Cast|12033217																																																																			
120333	24|Magic|100092|0																																																																																	
120501	0|Effect|FxR3NinesAtk1101|Down||	9|Effect|FxR3NinesAtk1102|Down||	8|Magic|120381|0	8|Magic|120382|0	8|Cast|12050105																																																																													
120502	0|Effect|FxR3NinesAtk1101|Down||	9|Effect|FxR3NinesAtk1102|Down||	8|Magic|120381|0	8|Magic|120382|0	8|Cast|12050205																																																																													
120503	0|Effect|FxR3NinesAtk1101|Down||	9|Effect|FxR3NinesAtk1102|Down||	8|Magic|120381|0	8|Magic|120382|0	8|Cast|12050305																																																																													
120504	5|Cast|12050401|12050402|12050406|12050407	5|Magic|120383|0	5|Magic|120384|0	2|Move|30|0.15|||																																																																														
120505	5|Cast|12050501|12050502|12050506|12050507	5|Magic|120383|0	5|Magic|120384|0	2|Move|30|0.15|||																																																																														
120506	5|Cast|12050601|12050602|12050606|12050607	5|Magic|120383|0	5|Magic|120384|0	2|Move|30|0.15|||																																																																														
