Id	Key[1]	Key[2]	Key[3]	Key[4]	Key[5]	Key[6]	Key[7]	Key[8]	Key[9]	Key[10]	Key[11]	Key[12]	Key[13]	Key[14]	Key[15]	Key[16]	Key[17]	Key[18]	Key[19]	Key[20]	Key[21]	Key[22]	Key[23]	Key[24]	Key[25]	Key[26]	Key[27]	Key[28]	Key[29]	Key[30]	Key[31]	Key[32]	Key[33]	Key[34]	Key[35]	Key[36]	Key[37]	Key[38]	Key[39]	Key[40]	Key[41]	Key[42]	Key[43]	Key[44]	Key[45]	Key[46]	Key[47]	Key[48]	Key[49]	Key[50]	Key[51]	Key[52]	Key[53]	Key[54]	Key[55]	Key[56]	Key[57]	Key[58]	Key[59]	Key[60]	Key[61]	Key[62]	Key[63]	Key[64]	Key[65]	Key[66]	Key[67]	Key[68]	Key[69]	Key[70]	Key[71]	Key[72]	Key[73]	Key[74]	Key[75]	Key[76]	Key[77]	Key[78]	Key[79]	Key[80]	Key[81]	Key[82]
846001	0|Effect|FxMb1Lamiya01Atk04||1|	0|Turn|360|0.2|1	4|Turn|360|0.65|1	34|Turn|360|0.1|1	19|Cast|84600105	38|Cast|84600106	52|Magic|846023|0	82|Magic|846017|0																																																																										
846002	0|Effect|FxMb1Lamiya01Atk05||1|	0|Turn|360|0.2|1	4|Turn|90|2|1	48|Turn|270|0.6|1	90|Turn|360|0.3|1	70|Magic|846023|0	42|Cast|84600208	65|Cast|84600209	65|Magic|846226|0																																																																									
846003	4|Effect|FxMb1Lamiya01Atk0701||1|	32|Magic|846032|0	20|Effect|FxMb1Lamiya01Atk0702||1|	0|Turn|720|0.2|1	19|Cast|84600305	18|Move|250|0.2|50||	2|Cast|84600307	16|Turn|720|0.15|1																																																																										
846004	5|Cast|84600401	0|Effect|FxMb1Lamiya01Atk08|||	17|Effect|FxMb1Lamiya01Atk08Xuli|WeaponBone01|1|	48|Magic|846023|0	17|Turn|360|0.4|1	32|Cast|84600406	32|Magic|846228|0																																																																											
846005	18|Cast|84600501	44|Magic|846030|0	0|Turn|360|0.8|1	36|Turn|270|0.6|1	18|Cast|84600506	17|Cast|84600507	18|Cast|84600508|84600509	18|Magic|846234|0																																																																										
846006	20|Magic|846083|0	25|Cast|84600602	25|Cast|84600603	0|Magic|846086|0	0|Magic|846087|0	25|Magic|846091|0	17|RecordTarget|0.3|200|1||	18|Move|30|0.3|0||	0|Turn|540|1.1|1	9|Magic|846010|0	23|Magic|846011|0	48|Magic|846023|0	25|Magic|846226|0																																																																					
846007	50|Effect|FxMb1Lamiya01Atk2301|Bip001|1|	34|Cast|84600704	69|Cast|84600705	71|RecordTarget|0.25|200|0||	71|Move|0.25|0.2|0||	0|Turn|3600|0.1|1	2|Turn|180|0.8|1	60|Turn|720|0.25|1	34|Cast|84600711	72|Effect|FxMb1Lamiya01Atk2202||1|	50|Effect|FxMb1Lamiya01Atk23Weap|WeaponBone01|0|	80|Magic|846022|0	76|Magic|846038|0	39|Cast|84600716	71|Cast|84600717	26|Turn|180|0.7|1	0|Magic|846095|0	70|Magic|846035|0	0|Magic|846020|0	0|Magic|846020|0																																																														
846008	9|Effect|FxMb1Lamiya01Shanxian|Bip001|1|	0|Effect|FxMb1Lamiya01Shanxian|Bip001|1|	0|Magic|846083|0																																																																															
846009	48|Magic|846031|0	4|Effect|FxMb1Lamiya01Atk06||1|	30|Magic|846113|0	40|Magic|846096|0	0|Turn|720|1.4|1	30|Cast|84600906	28|Cast|84600907	8|Move|-20|0.2|||	29|Move|-10|0.1|||	0|Magic|846183|0																																																																								
846010	24|Cast|84601001	22|Turn|720|0.5|1	40|Magic|846024|0	24|Cast|84601004	28|Magic|846096|0																																																																													
846011	17|Cast|84601101	0|Turn|360|0.2|1	4|Turn|360|0.5|1	17|Cast|84601104																																																																														
846012	132|Magic|846010|0	135|Magic|846080|0	135|Magic|846081|0	135|Magic|846082|0																																																																														
846013																																																																																		
846014																																																																																		
846015	16|Cast|84601501	0|Turn|360|0.8|1	23|Turn|720|0.3|1	17|Cast|84601504	31|Cast|84601505																																																																													
846016	22|Effect|FxMb1Lamiya01Atk16|||	0|Turn|180|1|1	22|Cast|84601605																																																																															
846017	0|Cast|84601702	27|Cast|84601703	67|Cast|84601704	79|Cast|84601705	91|Cast|84601706	97|Cast|84601707	112|Cast|84601708	4|Cast|84601709	116|Cast|84601710	118|Magic|846041|0	165|Cast|84601715	132|Cast|84601716	169|Effect|FxMb1Lamiya01Atk2202||1|	68|Magic|846113|0	80|Magic|846113|0	92|Magic|846113|0	98|Magic|846113|0	113|Magic|846113|0	68|Cast|84601726	80|Cast|84601727	92|Cast|84601728	98|Cast|84601729	113|Cast|84601730	72|Magic|846119|0	84|Magic|846120|0	96|Magic|846121|0	102|Magic|846122|0	117|Magic|846123|0	66|Magic|846183|0	78|Magic|846183|0	90|Magic|846183|0	96|Magic|846183|0	111|Magic|846183|0	68|Magic|846172|0	80|Magic|846172|0	92|Magic|846172|0	98|Magic|846172|0	113|Magic|846172|0																																												
846101	34|Cast|84610101	73|Magic|846130|0	66|Turn|720|0.7|1	0|Effect|FxMb1Lamiya02Atk13||1|	0|Effect|FxMb1Lamiya02Atk13Daoguang||1|	0|Turn|540|0.1|1	20|Turn|360|0.7|1	35|Turn|180|0.1|1	32|RecordTarget|0.25|100|5||	34|Move|20|0.1|0||																																																																								
