Id	Key[1]	Key[2]	Key[3]	Key[4]	Key[5]	Key[6]	Key[7]	Key[8]	Key[9]	Key[10]	Key[11]	Key[12]	Key[13]	Key[14]	Key[15]	Key[16]	Key[17]	Key[18]	Key[19]	Key[20]	Key[21]	Key[22]	Key[23]	Key[24]	Key[25]	Key[26]	Key[27]	Key[28]	Key[29]	Key[30]	Key[31]	Key[32]	Key[33]	Key[34]	Key[35]	Key[36]	Key[37]	Key[38]	Key[39]	Key[40]	Key[41]	Key[42]	Key[43]	Key[44]	Key[45]	Key[46]	Key[47]	Key[48]	Key[49]	Key[50]	Key[51]	Key[52]	Key[53]	Key[54]	Key[55]	Key[56]	Key[57]	Key[58]	Key[59]	Key[60]	Key[61]	Key[62]	Key[63]	Key[64]	Key[65]	Key[66]	Key[67]	Key[68]	Key[69]	Key[70]	Key[71]	Key[72]	Key[73]	Key[74]	Key[75]	Key[76]	Key[77]	Key[78]	Key[79]	Key[80]	Key[81]	Key[82]
111301	4|Cast|11130101	4|Effect|FxR3WeilaAtk01||||																																																																																
111302	4|Cast|11130201	3|Effect|FxR3WeilaAtk0201||1||	7|Cast|11130203|11130204	4|Cast|11130205	7|Cast|11130206	8|Move|-10|0.1|0||	1|Move|10|0.1|0||																																																																											
111303	8|Cast|11130301	1|Cast|11130302	8|Cast|11130303	8|Cast|11130304	2|Effect|FxR3WeilaAtk03JX002|JX002|1||	2|Effect|FxR3WeilaAtk03JX003|JX003|1||	21|Effect|FxR3WeilaAtk03Sound||1||	2|Move|5|0.2|25||	1|Magic|111309|0|	7|Magic|111310|0|	7|Shake|3|0.45|-1|15|0.3|1																																																																							
111304	4|Cast|11130401	8|Cast|11130402	3|Effect|FxR3WeilaAtk0401||1||	7|Effect|FxR3WeilaAtk0402||1||	11|Cast|11130405	11|Effect|FxR3WeilaAtk0403||1||	0|Effect|FxR3WeilaAtk0402Smoke||1||																																																																											
111305	1|Cast|11130501	0|Effect|FxR3WeilaAtk0501||1||	4|Magic|111311|0|	4|Move|10|0.2|-5||	4|Shake|4|0.4|0.75|15|0.3|1	4|Cast|11130506	5|Effect|FxR3WeilaAtk0502||1||																																																																											
111306	1|Cast|11130601	0|Effect|FxR3WeilaAtk06||1||	1|Magic|111312|0|	1|Cast|11130604	2|Shake|3|0.55|-1.6|15|0.3|1	0|Effect|FxR3WeilaAtk06JX002|JX002|1||	0|Effect|FxR3WeilaAtk06JX003|JX003|1||	34|Effect|FxR3WeilaAtk06Sound||1||																																																																										
111307	1|Cast|11130701	5|Cast|11130702	10|Cast|11130703	19|Cast|11130704	5|Cast|11130705	19|Cast|11130706	0|Effect|FxR3WeilaAtk1101||1||	5|Effect|FxR3WeilaAtk1102||1||	10|Effect|FxR3WeilaAtk1103||1||	19|Cast|11130710	0|Magic|111328|0|	37|Effect|FxR3WeilaAtk11Sound||1||																																																																						
111308	1|Cast|11130801	5|Cast|11130802	10|Cast|11130803	19|Cast|11130804	5|Cast|11130805	19|Cast|11130806	0|Effect|FxR3WeilaAtk1101||1||	5|Effect|FxR3WeilaAtk1102||1||	10|Effect|FxR3WeilaAtk1103||1||	19|Cast|11130810	0|Magic|111328|0|	37|Effect|FxR3WeilaAtk11Sound||1||																																																																						
111309	1|Cast|11130901	5|Cast|11130902	10|Cast|11130903	19|Cast|11130904	5|Cast|11130905	19|Cast|11130906	0|Effect|FxR3WeilaAtk1101||1||	5|Effect|FxR3WeilaAtk1102||1||	10|Effect|FxR3WeilaAtk1103||1||	19|Cast|11130910	20|Magic|111348|0|	0|Magic|111328|0|	37|Effect|FxR3WeilaAtk11Sound||1||																																																																					
111310	1|Cast|11131001	7|Cast|11131002|11131004	0|Effect|FxR3WeilaAtk2101||1||	0|Magic|111325|0|	6|Magic|111324|0|	6|Effect|FxR3WeilaAtk2102||1||	1|Effect|FxR3WeilaAtk21JX002|JX002|1||	1|Effect|FxR3WeilaAtk21JX003|JX003|1||	19|Effect|FxR3WeilaAtk21Sound||1||																																																																									
