Id	Key[1]	Key[2]	Key[3]	Key[4]	Key[5]	Key[6]	Key[7]	Key[8]	Key[9]	Key[10]	Key[11]	Key[12]	Key[13]	Key[14]	Key[15]	Key[16]	Key[17]	Key[18]	Key[19]	Key[20]	Key[21]	Key[22]	Key[23]	Key[24]	Key[25]	Key[26]	Key[27]	Key[28]	Key[29]	Key[30]	Key[31]	Key[32]	Key[33]	Key[34]	Key[35]	Key[36]	Key[37]	Key[38]	Key[39]	Key[40]	Key[41]	Key[42]	Key[43]	Key[44]	Key[45]	Key[46]	Key[47]	Key[48]	Key[49]	Key[50]	Key[51]	Key[52]	Key[53]	Key[54]	Key[55]	Key[56]	Key[57]	Key[58]	Key[59]	Key[60]	Key[61]	Key[62]	Key[63]	Key[64]	Key[65]	Key[66]	Key[67]	Key[68]	Key[69]	Key[70]	Key[71]	Key[72]	Key[73]	Key[74]	Key[75]	Key[76]	Key[77]	Key[78]	Key[79]	Key[80]	Key[81]	Key[82]
909601	13|Cast|90960101	1|Turn|180|0.2|1	0|Effect|FxBeiyaAttack01|0|1|	1|Effect|FxYubei02|Bip001Head|1|																																																																														
909602	25|Cast|90960201	0|Turn|180|1|1	0|Effect|FxBeiyaAttack02|0|1|	12|Effect|FxYubei02|Bip001Head|1|																																																																														
909603	0|Turn|180|0.5|1	0|Move|0.5|0.5|0.5||	0|Effect|FxBeiyaAttack04eyes|MarkCase|1|																																																																															
909604	0|Turn|180|4|1	0|Cast|90960402	74|Effect|FxYubei02|Bip001Head|1|	74|Magic|909605|0	0|Move|3|4|0.5||	0|Effect|FxBeiyaAttack03|0|1|	0|Effect|FxBeiyaAttack04eyes|MarkCase|1|	74|Cast|90960408	0|Cast|90960409																																																																									
909605	4|Cast|90960501	8|Magic|909614|0	0|Effect|FxBeiyaAttack04|0|1|	0|Effect|FxBeiyaAttack04eyes|MarkCase|1|																																																																														
909606																																																																																		
909607	10|Effect|FxBeiyaAttack04eyes|MarkCase|1|																																																																																	
909608	22|Cast|90960801	12|Move|8|0.4|0.5||	10|Effect|FxYubei02|Bip001Head|1|	10|Effect|FxBeiyaAttack04eyes|MarkCase|1|	0|Cast|90960805	34|Turn|180|1.5|1	20|Effect|FxBeiyaAttack011daoguang|0|1|	20|Cast|90960808	0|Turn|360|0.2|1	12|Turn|60|0.5|1																																																																								
909609	20|Cast|90960901	21|Cast|90960902	8|Effect|FxYubei02|Bip001Head|1|	8|Effect|FxBeiyaAttack04eyes|MarkCase|1|	21|Turn|180|0.6|1	20|Effect|FxBeiyaAttack012daoguang|||	0|Cast|90960907	0|Turn|180|0.3|1																																																																										
909610	8|Effect|FxBeiyaAttack04eyes|MarkCase|1|	0|Cast|90961002																																																																																
909611	20|Cast|90961101	21|Cast|90961102	8|Effect|FxYubei02|Bip001Head|1|	8|Effect|FxBeiyaAttack04eyes|MarkCase|1|	21|Turn|180|0.6|1	20|Effect|FxBeiyaAttack012daoguang|||	0|Cast|90961107	0|Turn|180|0.3|1																																																																										
909612	8|Effect|FxBeiyaAttack04eyes|MarkCase|1|	0|Cast|90961202																																																																																
909613																																																																																		
909614																																																																																		
909701																																																																																		
909702	150|Effect|FxMo1ModelmMd010001Atk0402|bone039|1|																																																																																	
909703																																																																																		
909704	27|Cast|90970401	15|Effect|FxYubei02|bone039|1|	0|Turn|360|0.75|1	15|Turn|60|0.5|1	30|Cast|90970405	27|Effect|FxMo1ModelmMd010001Atk0101|0|1|	15|Effect|FxMo1ModelmMd010001Atk0102|bone026|1|																																																																											
