Id	Key[1]	Key[2]	Key[3]	Key[4]	Key[5]	Key[6]	Key[7]	Key[8]	Key[9]	Key[10]	Key[11]	Key[12]	Key[13]	Key[14]	Key[15]	Key[16]	Key[17]	Key[18]	Key[19]	Key[20]	Key[21]	Key[22]	Key[23]	Key[24]	Key[25]	Key[26]	Key[27]	Key[28]	Key[29]	Key[30]	Key[31]	Key[32]	Key[33]	Key[34]	Key[35]	Key[36]	Key[37]	Key[38]	Key[39]	Key[40]	Key[41]	Key[42]	Key[43]	Key[44]	Key[45]	Key[46]	Key[47]	Key[48]	Key[49]	Key[50]	Key[51]	Key[52]	Key[53]	Key[54]	Key[55]	Key[56]	Key[57]	Key[58]	Key[59]	Key[60]	Key[61]	Key[62]	Key[63]	Key[64]	Key[65]	Key[66]	Key[67]	Key[68]	Key[69]	Key[70]	Key[71]	Key[72]	Key[73]	Key[74]	Key[75]	Key[76]	Key[77]	Key[78]	Key[79]	Key[80]	Key[81]	Key[82]
848201	150|Magic|478002|0	28|Effect|FxMb1Punishdata2Atk0401|HitCase|1|1	0|Effect|FxMb1Punishdata2Atk0405||1|1	0|Effect|FxMb1Punishdata2Atk0406||0|1	999|Magic|478010|0	0|Magic|478010|0	97|Cast|84820107	100|Cast|84820108	112|Cast|84820109	116|Cast|84820110	129|Cast|84820111	128|Cast|84820112	100|Cast|84820113	129|Cast|84820114	147|Cast|84820115|84820116	151|Cast|84820117	98|Cast|84820118	96|Cast|84820119	96|Magic|478024|0	102|Cast|84820121	102|Magic|478027|0	108|Cast|84820123	9999|Magic|470666|0	9999|Magic|470666|0	100|Magic|478255|0	0|Magic|478234|0	36|Magic|478235|0	36|Magic|478040|0	155|Magic|478041|0	50|Magic|478256|0	70|Magic|478256|0	85|Magic|478256|0	95|Magic|478257|0	0|Magic|478186|0	0|Effect|FxMb1Punishdata2Atk0401Sound||1|1	0|Cast|84820137	108|Cast|84820138	99|Cast|84820139																																												
848202	10|Magic|478002|0	23|Cast|84820202	24|Cast|84820203	25|Cast|84820204	26|Cast|84820205	27|Cast|84820206	28|Cast|84820207	29|Cast|84820208	30|Cast|84820209	0|Magic|478035|0	60|Magic|478036|0	5|Turn|500|0.7|1	0|Effect|FxMb1Punishdata2Atk0801||1|1	32|Magic|478154|0	0|Magic|478236|0	20|Magic|478040|0	20|Magic|478235|0	0|Effect|FxMb1Punishdata2Atk0901Sound||1|1	0|Cast|84820219																																																															
848203	30|Magic|478002|0	0|Effect|FxMb1Punishdata2Atk0101||1|	41|Cast|84820303	5|Turn|1800|0.8|1	21|Cast|84820305	45|Cast|84820306	40|Cast|84820307	40|Magic|478055|0	45|Magic|478056|0	50|Magic|478090|0	32|Magic|478154|0	0|Magic|478236|0	46|Cast|84820313	20|Effect|FxMb1Punishdata2Atk0101Sound||1|1	39|Effect|FxMb1Punishdata2Dandao02Sound||1|1																																																																			
848204	5|Magic|478002|0	0|Magic|478231|0	5|Turn|2000|0.8|1	50|Effect|FxMb1Punishdata2Atk1602||1|1	34|Cast|84820405	52|Cast|84820406	4|Effect|FxMb1PunishdataWepStart|BoneLForeArmTwist1|1|1	60|Effect|FxMb1PunishdataWepStart|BoneLForeArmTwist1|1|1	20|Magic|848125|0	60|Magic|848126|0	46|Turn|720|0.3|1	33|Cast|84820412|84820413	0|Effect|FxMb1Punishdata2Atk1603||1|1	60|Magic|478108|0	22|Magic|478154|0	0|Magic|478040|0	0|Magic|478235|0	14|Move|-12|0.3|-4||	4|Move|-5|0.5|-3||	32|Cast|84820421	49|Cast|84820422	33|Magic|478240|0	60|Magic|478232|0	0|Effect|FxMb1Punishdata2Atk1601Sound||1|1	49|Effect|FxMb1Punishdata2Atk0101Sound||1|1	20|Effect|FxMb1Punishdata2Atk0101Sound||1|1																																																								
848205	20|Magic|478002|0	48|Cast|84820502	51|Cast|84820503	54|Cast|84820504	0|Cast|84820505|84820506	87|Cast|84820507	142|Cast|84820508	0|Magic|478040|0	9999|Magic|478041|0	22|Cast|84820511	50|Magic|478044|0	40|Cast|84820513	88|Magic|478046|0	142|Magic|478046|0	141|Cast|84820516	999|Cast|84820517	35|Effect|FxMb1PunishdataWepStart|BoneLForeArmTwist1|1|1	150|Effect|FxMb1PunishdataWepStart|BoneLForeArmTwist1|1|1	51|Magic|848125|0	150|Magic|848126|0	87|Cast|84820522	138|Magic|478109|0	90|Magic|478154|0	100|Magic|478167|0	0|Turn|720|0.3|1	9999|Magic|478236|0	0|Effect|FxMb1Punishdata2Atk1701Sound||1|1																																																							
848206	20|Magic|478002|0	999|Effect|FxMb1Punishdata2Dandao|||	999|Effect|FxMb1Punishdata2DandaoLiFu|||	22|Magic|478154|0																																																																														
848207	999|Magic|478002|0	999|Magic|478037|0	0|Magic|478232|0	999|Magic|478051|0	0|Magic|478050|0	30|Cast|84820706	999|Turn|-1800|0.2|0	0|Effect|FxMb1PunishdataWepStart|BoneRForeArmTwist1|1|1	60|Effect|FxMb1PunishdataWepStart|BoneRForeArmTwist1|1|1	16|Magic|848123|0	60|Magic|848124|0	0|Effect|FxMb1Punishdata2Atk0901||1|1	0|Effect|FxMb1Punishdata2Atk0902Bip001RForearm|Bip001RForearm|1|1	40|Magic|478108|0	0|Magic|478154|0	0|Magic|478040|0	0|Magic|478235|0	1|Cast|84820718	0|Cast|84820719	60|Magic|478231|0	0|Effect|FxMb1Punishdata2Atk0901Sound||1|1																																																													
848208	20|Magic|478002|0	5|Turn|180|0.8|1	0|Magic|478154|0																																																																															
848209	999|Magic|478002|0	20|Cast|84820902	999|Cast|84820903	45|Cast|84820904|84820905|84820906|84820907	45|Cast|84820908|84820909|84820910|84820911	0|Effect|FxMb1Punishdata2Atk0201||1|1	51|Magic|478108|0	0|Turn|360|0.4|1	0|Magic|478154|0	0|Magic|478236|0	18|Turn|360|0.4|1	25|Magic|478234|0	45|Magic|478235|0	45|Magic|478040|0	0|Effect|FxMb1Punishdata2Atk0201Sound||1|1																																																																			
848210	999|Magic|478002|0	7|Cast|84821002	999|Cast|84821003	30|Cast|84821004|84821005|84821006|84821007	30|Cast|84821008|84821009|84821010|84821011	0|Effect|FxMb1Punishdata2Atk0301||1|1	16|Magic|478108|0	0|Magic|478154|0	0|Magic|478236|0	8|Magic|478234|0	30|Magic|478235|0	30|Magic|478040|0	0|Effect|FxMb1Punishdata2Atk0301Sound||1|1																																																																					
