Id	Key[1]	Key[2]	Key[3]	Key[4]	Key[5]	Key[6]	Key[7]	Key[8]	Key[9]	Key[10]	Key[11]	Key[12]	Key[13]	Key[14]	Key[15]	Key[16]	Key[17]	Key[18]	Key[19]	Key[20]	Key[21]	Key[22]	Key[23]	Key[24]	Key[25]	Key[26]	Key[27]	Key[28]	Key[29]	Key[30]	Key[31]	Key[32]	Key[33]	Key[34]	Key[35]	Key[36]	Key[37]	Key[38]	Key[39]	Key[40]	Key[41]	Key[42]	Key[43]	Key[44]	Key[45]	Key[46]	Key[47]	Key[48]	Key[49]	Key[50]	Key[51]	Key[52]	Key[53]	Key[54]	Key[55]	Key[56]	Key[57]	Key[58]	Key[59]	Key[60]	Key[61]	Key[62]	Key[63]	Key[64]	Key[65]	Key[66]	Key[67]	Key[68]	Key[69]	Key[70]	Key[71]	Key[72]	Key[73]	Key[74]	Key[75]	Key[76]	Key[77]	Key[78]	Key[79]	Key[80]	Key[81]	Key[82]
110901	2|Cast|11090101	0|Effect|FxR2WanshiAtk01||1|																																																																																
110902	2|Cast|11090201	0|Effect|FxR2WanshiAtk02||1|																																																																																
110903	2|Cast|11090301	0|Effect|FxR2WanshiAtk03||1|																																																																																
110904	1|Cast|11090401	3|Cast|11090402	0|Effect|FxR2WanshiAtk04||1|	1|Shake|4|0.18|-0.5|10|0.05|0	3|Shake|4|0.18|-0.5|10|0.05|1																																																																													
110905	4|Cast|11090501	0|Effect|FxR2WanshiAtk05||1|																																																																																
110906	3|Cast|11090601	6|Cast|11090602	8|Cast|11090603	0|Effect|FxR2WanshiAtk06||1|	3|Shake|4|0.18|-0.5|10|0.05|0	6|Shake|4|0.18|-0.5|10|0.05|1	8|Shake|4|0.18|-0.5|10|0.05|2																																																																											
110907	11|Cast|11090701	10|Cast|11090702	39|Effect|FxR2WanshiAtkWpHide04|WeaponCase2||	2|Effect|FxR2WanshiAtkWpShow025|WeaponCase2||	0|Effect|FxR2WanshiAtk07Xuli||1|	2|Magic|110973|0	39|Magic|110971|0	5|Magic|110908|0	11|Magic|110909|0	6|Shake|3|0.05|0.15|20|0.5|1	11|Shake|3|0.4|-1|20|0.3|0																																																																							
110908	3|Cast|11090801	0|Effect|FxR2WanshiAtk11||1|	3|Move|80|0.05|-160||	4|Move|12|0.3|-18||	1|Shake|2|0.1|0|10|0.3|1	4|Magic|110913|0	4|Magic|110914|0	11|Magic|110915|0	10|Magic|110968|0	8|Cast|11090810																																																																								
110909	3|Cast|11090901	0|Effect|FxR2WanshiAtk11||1|	3|Move|80|0.05|-160||	4|Move|12|0.3|-18||	1|Shake|2|0.1|0|10|0.3|1	4|Magic|110913|0	4|Magic|110914|0	11|Magic|110915|0	10|Magic|110968|0	8|Cast|11090910																																																																								
110910	3|Cast|11091001	0|Effect|FxR2WanshiAtk11||1|	3|Move|80|0.05|-160||	4|Move|12|0.3|-18||	1|Shake|2|0.1|0|10|0.3|1	4|Magic|110913|0	4|Magic|110914|0	11|Magic|110915|0	13|Magic|110968|0	8|Cast|11091010																																																																								
110911	4|Cast|11091101	5|Cast|11091102	7|Cast|11091103	0|Effect|FxR2WanshiAtk21Shoulei|Bip001RFinger1|1|	5|Shake|5|0.5|-1|15|0.2|0																																																																													
110912	4|Cast|11091201	5|Cast|11091202	7|Cast|11091203	0|Effect|FxR2WanshiAtk21Shoulei|Bip001RFinger1|1|	5|Shake|5|0.5|-1|15|0.2|0																																																																													
110913	4|Cast|11091301	5|Cast|11091302	7|Cast|11091303	10|Magic|110968|0	5|Shake|5|0.5|-1|15|0.2|0	0|Effect|FxR2WanshiAtk21Shoulei|Bip001RFinger1|1|																																																																												
110914	3|Cast|11091401	2|Move|100|0.05|-160||	3|Cast|11091403	2|Magic|110926|0	0|Magic|110927|0	0|Cast|11091407	0|Magic|110969|0	0|Magic|110970|0	3|Magic|110972|0																																																																									
110915	3|Cast|11091501	2|Move|100|0.05|-160||	3|Cast|11091503	2|Magic|110926|0	0|Magic|110927|0	0|Cast|11091507	0|Magic|110969|0	0|Magic|110970|0	3|Magic|110972|0																																																																									
110916	3|Cast|11091601	2|Move|100|0.05|-160||	3|Cast|11091603	2|Magic|110926|0	0|Magic|110927|0	10|Magic|110968|0	0|Cast|11091607	0|Magic|110969|0	0|Magic|110970|0	3|Magic|110972|0																																																																								
110917	8|Cast|11091701	10|Cast|11091703	0|Cast|11091704	7|Magic|110931|0																																																																														
110918	0|Effect|FxR2WanshiMove01|||	8|Magic|100094|0																																																																																
110919	0|Effect|FxR2WanshiMove02|||	8|Magic|100094|0																																																																																
110920	1|Magic|100094|0	2|Magic|110940|0																																																																																
110921	1|Magic|100094|0	2|Magic|110940|0																																																																																
110922	1|Magic|100094|0	2|Magic|110940|0																																																																																
110923	7|Cast|11092301	6|Cast|11092302	33|Effect|FxR2WanshiAtkWpHide04|WeaponCase2||	0|Effect|FxR2WanshiAtk42Xuli||1|	0|Shake|3|0.1|0.2|20|0.5|1	7|Shake|3|0.3|-1|20|0.3|0	0|Magic|110948|0	7|Magic|110909|0	33|Magic|110971|0	6|Magic|110952|0	8|Magic|110968|0	8|Magic|110981|0																																																																						
110924	10|Cast|11092401|11092420	9|Cast|11092402	36|Effect|FxR2WanshiAtkWpHide04|WeaponCase2||	0|Effect|FxR2WanshiAtk43Xuli||1|	0|Shake|3|0|0.1|10|0.5|1	10|Shake|5|0.5|-1|20|0.3|0	36|Magic|110971|0	10|Magic|110952|0	11|Magic|110951|0	16|Magic|110979|0	33|Magic|100094|0	14|Magic|110981|0																																																																						
110925	2|Cast|11092501	0|Effect|FxR2WanshiAtk01||1|	1|Move|25|0.1|0||																																																																															
110926	43|Cast|11092601	0|Effect|FxR2WanshiAtk51Xuli|||	0|Effect|FxR2WanshiAtk51WpShow|||	78|Effect|FxR2WanshiAtkWpSqShow|||	70|Effect|FxR2WanshiAtkWpHide04|WeaponCase2||	0|Cast|11092606	43|Cast|11092607	7|Magic|110958|0	53|Magic|110959|0	0|Effect|FxR2WanshiAtk51Sound|||	60|Magic|100092|0	0|Magic|110973|0	43|Magic|110951|0	1|Magic|110913|0	1|Magic|110914|0	42|Magic|110952|0	43|Magic|110915|0	0|Magic|110956|0	70|Magic|110971|0																																																															
110927	0|Effect|FxR2WanshiAtk41|||	0|Cast|11092702																																																																																
110928	2|Cast|11092801	0|Effect|FxR2WanshiAtk03||1|	1|Move|30|0.1|0||																																																																															
110929	0|Magic|110962|0	0|Effect|FxR2WanshiBornSound|||																																																																																
110930	3|Cast|11093001	2|Move|100|0.05|-160||	3|Cast|11093003	2|Magic|110926|0	0|Magic|110927|0	10|Magic|110968|0	0|Cast|11093007	0|Magic|110969|0	0|Magic|110970|0	3|Magic|110972|0																																																																								
110931																																																																																		
110932	0|Magic|110963|0	0|Effect|FxR2WanshiWinSound|||																																																																																
110933																																																																																		
110934	2|Cast|11093401	2|Shake|4|0.15|-0.12|10|0.6|1	0|Effect|FxR2WanshiAtk13||1|	17|Magic|110940|0																																																																														
110935	2|Cast|11093501	2|Shake|4|0.15|-0.12|10|0.6|1	0|Effect|FxR2WanshiAtk23||1|	17|Magic|110940|0																																																																														
110936	2|Cast|11093601	2|Shake|4|0.15|-0.12|10|0.6|1	0|Effect|FxR2WanshiAtk33||1|	17|Magic|110940|0																																																																														
110937																																																																																		
110938																																																																																		
110939																																																																																		
