Id	Key[1]	Key[2]	Key[3]	Key[4]	Key[5]	Key[6]	Key[7]	Key[8]	Key[9]	Key[10]	Key[11]	Key[12]	Key[13]	Key[14]	Key[15]	Key[16]	Key[17]	Key[18]	Key[19]	Key[20]	Key[21]	Key[22]	Key[23]	Key[24]	Key[25]	Key[26]	Key[27]	Key[28]	Key[29]	Key[30]	Key[31]	Key[32]	Key[33]	Key[34]	Key[35]	Key[36]	Key[37]	Key[38]	Key[39]	Key[40]	Key[41]	Key[42]	Key[43]	Key[44]	Key[45]	Key[46]	Key[47]	Key[48]	Key[49]	Key[50]	Key[51]	Key[52]	Key[53]	Key[54]	Key[55]	Key[56]	Key[57]	Key[58]	Key[59]	Key[60]	Key[61]	Key[62]	Key[63]	Key[64]	Key[65]	Key[66]	Key[67]	Key[68]	Key[69]	Key[70]	Key[71]	Key[72]	Key[73]	Key[74]	Key[75]	Key[76]	Key[77]	Key[78]	Key[79]	Key[80]	Key[81]	Key[82]
101401	5|Cast|10140102	0|Effect|FxR3BiankaAttack01||1|	4|Shake|5|0.35|-1|10|0.15|0	0|Turn|200|0.2|1	4|Magic|101426|0	904|Magic|101406|0																																																																												
101402	0|Turn|200|0.35|1	8|Cast|10140203	7|Shake|5|0.35|-1|10|0.15|0	7|Magic|101426|0	0|Effect|FxR3BiankaAttack02||1|																																																																													
101403	6|Cast|10140301	7|Cast|10140302	8|Cast|10140303	9|Cast|10140304	10|Cast|10140305	6|Shake|5|0.3|-2|10|0.15|0	9|Shake|5|0.4|-0.3|10|0.1|1	0|Effect|FxR3BiankaAttack03||1|	0|Turn|200|0.35|1	7|Magic|101426|0	8|Magic|101426|0	9|Magic|101426|0	10|Magic|101426|0	11|Magic|101426|0	11|Shake|3|0.2|-1|10|0.15|2																																																																			
101404	10|Magic|101426|0	10|Cast|10140402	0|Effect|FxR3BiankaAttack04||1|	1|Shake|5|0.2|0.05|15|0.4|0	9|Shake|2|0.4|-1|10|0.35|1	10|Cast|10140407	0|Turn|200|0.3|1																																																																											
101405																																																																																		
101406	12|Cast|10140602	0|Effect|FxR3BiankaAttack11||1|	11|Shake|2|0.4|-0.75|10|0.35|1	0|Shake|5|0.2|0.2|15|0.4|0	12|Cast|10140606	19|Magic|101417|0	0|Effect|FxR3BiankaAttack11WeaponCase1|WeaponCase1|1|	0|Turn|60|0.55|1	12|Magic|101427|0																																																																									
101407	12|Cast|10140702	0|Effect|FxR3BiankaAttack11||1|	11|Shake|2|0.4|-0.75|10|0.35|1	0|Shake|5|0.2|0.2|15|0.4|0	12|Cast|10140706	19|Magic|101417|0	0|Effect|FxR3BiankaAttack11WeaponCase1|WeaponCase1|1|	0|Turn|60|0.55|1	12|Magic|101427|0																																																																									
101408	12|Cast|10140802	0|Effect|FxR3BiankaAttack13||1|	11|Shake|2|0.4|-0.5|10|0.35|1	0|Shake|5|0.2|0.2|15|0.4|0	12|Cast|10140806	0|Effect|FxR3BiankaAttack11WeaponCase1|WeaponCase1|1|	19|Magic|101417|0	0|Magic|101413|0	11|Magic|101414|0	13|Magic|101415|0	0|Turn|60|0.55|1	12|Magic|101427|0																																																																						
101409	7|Magic|101423|0	7|Shake|3|0.3|-1|10|0.2|0	7|Shake|5|0.35|-0.75|10|0.2|1	6|Cast|10140904	6|Cast|10140905																																																																													
101410	7|Magic|101424|0	7|Shake|3|0.3|-1|10|0.2|0	7|Shake|5|0.35|-0.75|10|0.2|1	6|Cast|10141004	6|Cast|10141005																																																																													
101411	7|Magic|101425|0	7|Shake|3|0.3|-1|10|0.2|0	7|Shake|5|0.35|-0.75|10|0.2|1	6|Cast|10141104	6|Cast|10141105																																																																													
101412	0|Effect|FxR3BiankaAttack31||1|	2|Move|40|0.2|-200||	1|Magic|101407|0	9|Magic|101458|0	6|Magic|101429|0	1|Magic|101418|0	6|Magic|101419|0	5|Magic|101416|0	17|Magic|101417|0	1|Magic|101404|0	1|Cast|10141221	6|Cast|10141222	0|Turn|5000|0.3|1	12|Move|10|0.3|-35||	1|Shake|2|0.15|-1|10|0.15|1	17|Shake|3|0.3|-1|15|0.25|2	6|Shake|4|0.25|-0.75|10|0.2|0	12|Shake|4|0.4|-2|10|0.15|3																																																																
