Id	Key[1]	Key[2]	Key[3]	Key[4]	Key[5]	Key[6]	Key[7]	Key[8]	Key[9]	Key[10]	Key[11]	Key[12]	Key[13]	Key[14]	Key[15]	Key[16]	Key[17]	Key[18]	Key[19]	Key[20]	Key[21]	Key[22]	Key[23]	Key[24]	Key[25]	Key[26]	Key[27]	Key[28]	Key[29]	Key[30]	Key[31]	Key[32]	Key[33]	Key[34]	Key[35]	Key[36]	Key[37]	Key[38]	Key[39]	Key[40]	Key[41]	Key[42]	Key[43]	Key[44]	Key[45]	Key[46]	Key[47]	Key[48]	Key[49]	Key[50]	Key[51]	Key[52]	Key[53]	Key[54]	Key[55]	Key[56]	Key[57]	Key[58]	Key[59]	Key[60]	Key[61]	Key[62]	Key[63]	Key[64]	Key[65]	Key[66]	Key[67]	Key[68]	Key[69]	Key[70]	Key[71]	Key[72]	Key[73]	Key[74]	Key[75]	Key[76]	Key[77]	Key[78]	Key[79]	Key[80]	Key[81]	Key[82]
110701	2|Move|30|0.1|0||	4|Cast|11070102	0|Magic|838270|0	0|Effect|FxR2ChangyuAtk01||1|	0|Effect|FxR2ChangyuAtk01Wq02|WeaponCase2|1|																																																																													
110702	4|Cast|11070201	0|Magic|838270|0	0|Effect|FxR2ChangyuAtk01||1|	0|Effect|FxR2ChangyuAtk01Wq02|WeaponCase2|1|																																																																														
110703	4|Cast|11070301	7|Cast|11070302	0|Effect|FxR2ChangyuAtk02||1|	0|Effect|FxR2ChangyuAtk02Wq01|WeaponCase1|1|	0|Effect|FxR2ChangyuAtk02Wq02|WeaponCase2|1|																																																																													
110704	4|Cast|11070401	0|Effect|FxR2ChangyuAtk03||1|	2|Move|8|0.1|-80||																																																																															
110705	3|Cast|11070501	6|Cast|11070502	0|Effect|FxR2ChangyuAtk04||1|	0|Effect|FxR2ChangyuAtk04Wq02|WeaponCase2|1|	0|Move|15|0.1|||	4|Magic|110794|0	0|Effect|FxR2ChangyuShanxian01||1|	6|Turn|360|0.1|1																																																																										
110706	2|Cast|11070601	5|Cast|11070602	8|Cast|11070603	11|Cast|11070604	0|Effect|FxR2ChangyuAtk05||1|	0|Effect|FxR2ChangyuAtk05Wq01|WeaponCase1|1|	0|Effect|FxR2ChangyuAtk05Wq02|WeaponCase2|1|																																																																											
110707	4|Cast|11070701	20|Cast|11070702|11070704	0|Effect|FxR2ChangyuAtk06||1|																																																																															
110708	5|Cast|11070801	10|Cast|11070802	0|Cast|11070803	0|Magic|110791|0	0|Magic|110792|0	0|Magic|110793|0	15|Magic|110794|0	0|Magic|838288|0	2|Move|20|0.1|||																																																																									
110709	5|Cast|11070901	10|Cast|11070902	0|Cast|11070903	0|Magic|110791|0	0|Magic|110792|0	0|Magic|110793|0	15|Magic|110794|0	0|Magic|838288|0	2|Move|20|0.1|||																																																																									
110710	5|Cast|11071001	10|Cast|11071002	20|Cast|11071003	0|Cast|11071004	0|Effect|FxR2ChangyuAtk11Wq01|WeaponCase1|1|	0|Magic|110791|0	0|Magic|110792|0	0|Magic|110793|0	15|Magic|110794|0	0|Magic|838288|0	22|Magic|110702|0	20|Magic|838223|0	10|Magic|110785|0	28|Magic|110786|0	20|Cast|11071015	2|Move|20|0.1|||																																																																		
110711	5|Cast|11071101	0|Effect|FxR2ChangyuAtk12||1|	0|Cast|11071103	0|Magic|838290|0																																																																														
110712	5|Cast|11071201	0|Cast|11071202|11071203	3|Magic|838206|0	4|Magic|838276|0	5|Magic|110729|0	0|Magic|110732|0																																																																												
110713	5|Cast|11071301	0|Cast|11071302|11071303	0|Magic|838207|0	3|Magic|838276|0	5|Magic|110729|0	0|Magic|110733|0																																																																												
110714	5|Cast|11071401	0|Cast|11071402|11071403	0|Magic|838208|0	3|Magic|838276|0	5|Magic|110729|0	0|Magic|110734|0	7|Magic|110704|0	5|Magic|838224|0																																																																										
110715	4|Cast|11071501	3|Cast|11071502	0|Cast|11071503	0|Magic|838209|0	4|Magic|838276|0	4|Magic|110730|0	0|Magic|110734|0																																																																											
110716	5|Cast|11071601	0|Effect|FxR2ChangyuAtk31||1|	1|Cast|11071603	0|Magic|110791|0	0|Magic|110792|0	0|Magic|110793|0	4|Magic|110794|0	3|Move|80|0.03|||	0|Magic|838278|0	0|Cast|11071610	4|Cast|11071611																																																																							
110717	5|Cast|11071701	0|Effect|FxR2ChangyuAtk31||1|	1|Cast|11071703	0|Magic|110791|0	0|Magic|110792|0	0|Magic|110793|0	4|Magic|110794|0	3|Move|80|0.03|||	0|Magic|838278|0	0|Cast|11071710	4|Cast|11071711																																																																							
110718	5|Cast|11071801	0|Effect|FxR2ChangyuAtk31||1|	1|Cast|11071803	0|Magic|110791|0	0|Magic|110792|0	0|Magic|110793|0	4|Magic|110794|0	0|Move|80|0.03|||	0|Magic|838278|0	7|Magic|110706|0	0|Cast|11071811	4|Cast|11071812	5|Magic|838225|0																																																																					
