Id	Key[1]	Key[2]	Key[3]	Key[4]	Key[5]	Key[6]	Key[7]	Key[8]	Key[9]	Key[10]	Key[11]	Key[12]	Key[13]	Key[14]	Key[15]	Key[16]	Key[17]	Key[18]	Key[19]	Key[20]	Key[21]	Key[22]	Key[23]	Key[24]	Key[25]	Key[26]	Key[27]	Key[28]	Key[29]	Key[30]	Key[31]	Key[32]	Key[33]	Key[34]	Key[35]	Key[36]	Key[37]	Key[38]	Key[39]	Key[40]	Key[41]	Key[42]	Key[43]	Key[44]	Key[45]	Key[46]	Key[47]	Key[48]	Key[49]	Key[50]	Key[51]	Key[52]	Key[53]	Key[54]	Key[55]	Key[56]	Key[57]	Key[58]	Key[59]	Key[60]	Key[61]	Key[62]	Key[63]	Key[64]	Key[65]	Key[66]	Key[67]	Key[68]	Key[69]	Key[70]	Key[71]	Key[72]	Key[73]	Key[74]	Key[75]	Key[76]	Key[77]	Key[78]	Key[79]	Key[80]	Key[81]	Key[82]
996101																																																																																		
996102																																																																																		
996103																																																																																		
996104																																																																																		
996105																																																																																		
996106																																																																																		
996107																																																																																		
996108																																																																																		
996109	0|Move|1|9999|0||																																																																																	
996110	0|Move|5|0.8|||																																																																																	
996111	0|Move|5|3|||	1|Magic|749201|0|	0|Magic|223009|0|	1|Cast|99611104																																																																														
996112	1|Move|8|3|||																																																																																	
996113	0|Move|10|0.8|||	0|Magic|749187|0|																																																																																
996114	1|Move|10|3|||	1|Magic|749201|0|	0|Magic|223009|0|	1|Cast|99611404	0|Magic|749187|0|																																																																													
996115	1|Move|15|0.3|10||	0|Magic|749229|0|																																																																																
996116	1|Move|13|0.4|||	4|Cast|99611602|99611603|99611607|99611608	2|Magic|749204|0|	4|Shake|3|0.45|-1|15|0.3|1	0|Magic|210509|0|	4|Effect|FxR4LuxiyaAttack04A||1||																																																																												
996117	1|Move|5|0.4|||	1|Magic|749205|0|	0|Magic|230508|0|																																																																															
996118	24|Cast|99611801	15|Cast|99611802	5|Cast|99611803	24|Magic|750789|1|	0|Effect|FxScene01905Paotai_kaihuo||1||																																																																													
996119	0|Cast|99611901	0|Move|5|9999|||	0|Magic|740648|0|																																																																															
996120	1|Move|5|0.3|||	4|Cast|99612002|99612003|99612007	2|Magic|749239|0|	0|Magic|210509|0|																																																																														
996121																																																																																		
996122	1|Move|8|0.3|||	0|Cast|99612202	17|Effect|FxMo1LucunMd000001Attack02Dilie02||||	17|Cast|99612204																																																																														
996123	1|Effect|FxYubei02|Bip001Head|||	10|Move|15|0.3|10||	10|Cast|99612303																																																																															
960112																																																																																		
