Id	ChapterId	StageCount	StageId[1]	StageId[2]	StageId[3]	IsRandom	ConditionId	Weight	FightAbilityBegin	FightAbilityEnd	SelectSkillBegin	SelectSkillEnd	NeedDecoration	RewardId	IsBoss	SuggestAbility
1	1	1	30061810			1		100	0	0	0	2		550001		1800
2	1	1	30061811			1		100	0	0	0	2		550001		1800
3	1	1	30061812			1		100	0	0	0	2		550001		1800
4	1	1	30061813			1		100	0	0	1	50		550001		2550
5	1	1	30061814			1		100	0	0	1	50		550001		2550
6	1	1	30061815			1		100	0	0	1	50		550001		2550
7	1	1	30061816			1		100	0	0	1	50		550001		2550
8	1	1	30061817			1		100	0	0	1	50		550001		2550
9	1	1	30061818			1		100	0	0	1	50		550001		2550
10	1	1	30061819			1		100	0	0	2	50		550001		2550
11	1	1	30061810			0		100	0	0	2	50				3300
12	1	1	30061811			0		100	0	0	2	50				3300
13	1	1	30061912			1		100	0	0	2	50		550001		3300
14	1	1	30061813			0		100	0	0	0	2				1800
15	1	1	30061838			0		100	0	0	0	0		550003	1	3700
16	2	1	30061820			1		100	0	0	0	6		550001		3800
17	2	1	30061821			1		100	0	0	0	6		550001		3800
18	2	1	30061822			1		100	0	0	0	6		550001		3800
19	2	1	30061823			1		100	0	0	5	50		550001		4300
20	2	1	30061824			1		100	0	0	5	50		550001		4300
21	2	1	30061825			1		100	0	0	5	50		550001		4300
22	2	1	30061826			1		100	0	0	5	50		550001		4300
23	2	1	30061827			1		100	0	0	6	50		550001		4800
24	2	1	30061828			1		100	0	0	6	50		550001		4800
25	2	1	30061829			1		100	0	0	6	50		550001		4800
26	2	1	30061926			1		100	0	0	0	6		550001		3800
27	2	1	30061927			1		100	0	0	5	50		550001		4300
28	2	1	30061828			0		100	0	0	0	6				3800
29	2	1	30061929			1		100	0	0	6	50		550001		4800
30	2	1	30061841			0		100	0	0	0	0		550004	1	5200
31	3	1	30061830			1		100	0	0	0	10		550001		5300
32	3	1	30061831			1		100	0	0	0	10		550001		5300
33	3	1	30061832			1		100	0	0	0	10		550001		5300
34	3	1	30061833			1		100	0	0	9	50		550001		5800
35	3	1	30061834			1		100	0	0	9	50		550001		5800
36	3	1	30061835			1		100	0	0	9	50		550001		5800
37	3	1	30061836			1		100	0	0	10	50		550001		6200
38	3	1	30061837			1		100	0	0	10	50		550001		6200
39	3	1	30061832			0		100	0	0	0	10				5300
40	3	1	30061933			1		100	0	0	0	10		550001		5300
41	3	1	30061934			1		100	0	0	9	50		550001		5800
42	3	1	30061935			1		100	0	0	10	50		550001		6200
43	3	1	30061937			1		100	0	0	10	50		550001		6200
44	3	1	30061844			0		100	0	0	0	0		550005	1	6600
45	3	1	30061987			0		100	0	0	0	0			1	6600
46	4	1	30061810			1		100	0	0	0	2		550001		1800
47	4	1	30061811			1		100	0	0	0	2		550001		1800
48	4	1	30061812			1		100	0	0	0	2		550001		1800
49	4	1	30061813			1		100	0	0	1	50		550001		2550
50	4	1	30061814			1		100	0	0	1	50		550001		2550
51	4	1	30061815			1		100	0	0	1	50		550001		2550
52	4	1	30061816			1		100	0	0	1	50		550001		2550
53	4	1	30061817			1		100	0	0	1	50		550001		2550
54	4	1	30061818			1		100	0	0	1	50		550001		2550
55	4	1	30061819			1		100	0	0	2	50		550001		2550
56	4	1	30061810			0		100	0	0	2	50				3300
57	4	1	30061811			0		100	0	0	2	50				3300
58	4	1	30061912			1		100	0	0	2	50		550001		3300
59	4	1	30061813			0		100	0	0	0	2				1800
60	4	1	30061838			0		100	0	0	0	0		550003	1	3700
61	5	1	30061820			1		100	0	0	0	6		550001		3800
62	5	1	30061821			1		100	0	0	0	6		550001		3800
63	5	1	30061822			1		100	0	0	0	6		550001		3800
64	5	1	30061823			1		100	0	0	5	50		550001		4300
65	5	1	30061824			1		100	0	0	5	50		550001		4300
66	5	1	30061825			1		100	0	0	5	50		550001		4300
67	5	1	30061826			1		100	0	0	5	50		550001		4300
68	5	1	30061827			1		100	0	0	6	50		550001		4800
69	5	1	30061828			1		100	0	0	6	50		550001		4800
70	5	1	30061829			1		100	0	0	6	50		550001		4800
71	5	1	30061926			1		100	0	0	0	6		550001		3800
72	5	1	30061927			1		100	0	0	5	50		550001		4300
73	5	1	30061828			0		100	0	0	0	6				3800
74	5	1	30061929			1		100	0	0	6	50		550001		4800
75	5	1	30061841			0		100	0	0	0	0		550004	1	5200
76	6	1	30061830			1		100	0	0	0	10		550001		5300
77	6	1	30061831			1		100	0	0	0	10		550001		5300
78	6	1	30061832			1		100	0	0	0	10		550001		5300
79	6	1	30061833			1		100	0	0	9	50		550001		5800
80	6	1	30061834			1		100	0	0	9	50		550001		5800
81	6	1	30061835			1		100	0	0	9	50		550001		5800
82	6	1	30061836			1		100	0	0	10	50		550001		6200
83	6	1	30061837			1		100	0	0	10	50		550001		6200
84	6	1	30061832			0		100	0	0	0	10				5300
85	6	1	30061933			1		100	0	0	0	10		550001		5300
86	6	1	30061934			1		100	0	0	9	50		550001		5800
87	6	1	30061935			1		100	0	0	10	50		550001		6200
88	6	1	30061937			1		100	0	0	10	50		550001		6200
89	6	1	30061844			0		100	0	0	0	0		550005	1	6600
90	6	1	30061988			0		100	0	0	0	0		550002	1	6600
91	7	1	30061850			1		100	0	0	0	13		550001		6700
92	7	1	30061851			1		100	0	0	0	13		550001		6700
93	7	1	30061852			1		100	0	0	0	13		550001		6700
94	7	1	30061853			1		100	0	0	0	13		550001		6700
95	7	1	30061854			1		100	0	0	12	50		550001		7100
96	7	1	30061855			1		100	0	0	12	50		550001		7100
97	7	1	30061856			1		100	0	0	12	50		550001		7100
98	7	1	30061956			1		100	0	0	13	50		550001		7700
99	7	1	30061952			1		100	0	0	13	50		550001		7700
100	7	1	30061953			1		100	0	0	13	50		550001		7700
101	7	1	30061954			1		100	0	0	13	50		550001		7700
102	7	2	30061857	30061858		0		100	0	0	0	0		550006	1	7850
103	8	1	30061862			1		100	0	0	0	16		550001		7850
104	8	1	30061863			1		100	0	0	0	16		550001		7850
105	8	1	30061864			1		100	0	0	0	16		550001		7850
106	8	1	30061865			1		100	0	0	0	50		550001		8000
107	8	1	30061866			1		100	0	0	15	50		550001		8000
108	8	1	30061867			1		100	0	0	15	50		550001		8000
109	8	1	30061868			1		100	0	0	15	50		550001		8150
110	8	2	30061869	30061870		0		100	0	0	0	0		550007	1	8300
111	8	1	30061985			0		100	0	0	0	0			1	8300
112	9	1	30061810			1		100	0	0	0	2		550001		1800
113	9	1	30061811			1		100	0	0	0	2		550001		1800
114	9	1	30061812			1		100	0	0	0	2		550001		1800
115	9	1	30061813			1		100	0	0	1	50		550001		2550
116	9	1	30061814			1		100	0	0	1	50		550001		2550
117	9	1	30061815			1		100	0	0	1	50		550001		2550
118	9	1	30061816			1		100	0	0	1	50		550001		2550
119	9	1	30061817			1		100	0	0	1	50		550001		2550
120	9	1	30061818			1		100	0	0	1	50		550001		2550
121	9	1	30061819			1		100	0	0	2	50		550001		2550
122	9	1	30061810			0		100	0	0	2	50				3300
123	9	1	30061811			0		100	0	0	2	50				3300
124	9	1	30061912			1		100	0	0	2	50		550001		3300
125	9	1	30061813			0		100	0	0	0	2				1800
126	9	1	30061838			0		100	0	0	0	0		550003	1	3700
127	10	1	30061820			1		100	0	0	0	6		550001		3800
128	10	1	30061821			1		100	0	0	0	6		550001		3800
129	10	1	30061822			1		100	0	0	0	6		550001		3800
130	10	1	30061823			1		100	0	0	5	50		550001		4300
131	10	1	30061824			1		100	0	0	5	50		550001		4300
132	10	1	30061825			1		100	0	0	5	50		550001		4300
133	10	1	30061826			1		100	0	0	5	50		550001		4300
134	10	1	30061827			1		100	0	0	6	50		550001		4800
135	10	1	30061828			1		100	0	0	6	50		550001		4800
136	10	1	30061829			1		100	0	0	6	50		550001		4800
137	10	1	30061926			1		100	0	0	0	6		550001		3800
138	10	1	30061927			1		100	0	0	5	50		550001		4300
139	10	1	30061828			0		100	0	0	0	6				3800
140	10	1	30061929			1		100	0	0	6	50		550001		4800
141	10	1	30061841			0		100	0	0	0	0		550004	1	5200
142	11	1	30061830			1		100	0	0	0	10		550001		5300
143	11	1	30061831			1		100	0	0	0	10		550001		5300
144	11	1	30061832			1		100	0	0	0	10		550001		5300
145	11	1	30061833			1		100	0	0	9	50		550001		5800
146	11	1	30061834			1		100	0	0	9	50		550001		5800
147	11	1	30061835			1		100	0	0	9	50		550001		5800
148	11	1	30061836			1		100	0	0	10	50		550001		6200
149	11	1	30061837			1		100	0	0	10	50		550001		6200
150	11	1	30061832			0		100	0	0	0	10				5300
151	11	1	30061933			1		100	0	0	0	10		550001		5300
152	11	1	30061934			1		100	0	0	9	50		550001		5800
153	11	1	30061935			1		100	0	0	10	50		550001		6200
154	11	1	30061937			1		100	0	0	10	50		550001		6200
155	11	1	30061844			0		100	0	0	0	0		550005	1	6600
156	11	1	30061907			0		100	0	0	0	0		550002	1	6600
157	12	1	30061850			1		100	0	0	0	13		550001		6700
158	12	1	30061851			1		100	0	0	0	13		550001		6700
159	12	1	30061852			1		100	0	0	0	13		550001		6700
160	12	1	30061853			1		100	0	0	0	13		550001		6700
161	12	1	30061854			1		100	0	0	12	50		550001		7100
162	12	1	30061855			1		100	0	0	12	50		550001		7100
163	12	1	30061856			1		100	0	0	12	50		550001		7100
164	12	1	30061956			1		100	0	0	13	50		550001		7700
165	12	1	30061952			1		100	0	0	13	50		550001		7700
166	12	1	30061953			1		100	0	0	13	50		550001		7700
167	12	1	30061954			1		100	0	0	13	50		550001		7700
168	12	2	30061857	30061858		0		100	0	0	0	0		550006	1	7850
169	13	1	30061862			1		100	0	0	0	16		550001		7850
170	13	1	30061863			1		100	0	0	0	16		550001		7850
171	13	1	30061864			1		100	0	0	0	16		550001		7850
172	13	1	30061865			1		100	0	0	0	50		550001		8000
173	13	1	30061866			1		100	0	0	15	50		550001		8000
174	13	1	30061867			1		100	0	0	15	50		550001		8000
175	13	1	30061868			1		100	0	0	15	50		550001		8150
176	13	2	30061869	30061870		0		100	0	0	0	0		550007	1	8300
177	13	1	30061986			0		100	0	0	0	0		550002	1	8300
178	14	1	30061876			1		100	0	0	0	18		550001		8300
179	14	1	30061877			1		100	0	0	0	18		550001		8300
180	14	1	30061878			1		100	0	0	0	50		550001		8450
181	14	1	30061879			1		100	0	0	0	50		550001		8450
182	14	1	30061880			1		100	0	0	17	50		550001		8450
183	14	1	30061881			1		100	0	0	17	50		550001		8600
184	14	1	30061882			1		100	0	0	17	50		550001		8600
185	14	2	30061883	30061884		0		100	0	0	0	0		550008	1	8800
186	14	1	30061973			0		100	0	0	0	0			1	8800
187	15	1	30061810			1		100	0	0	0	2		550001		1800
188	15	1	30061811			1		100	0	0	0	2		550001		1800
189	15	1	30061812			1		100	0	0	0	2		550001		1800
190	15	1	30061813			1		100	0	0	1	50		550001		2550
191	15	1	30061814			1		100	0	0	1	50		550001		2550
192	15	1	30061815			1		100	0	0	1	50		550001		2550
193	15	1	30061816			1		100	0	0	1	50		550001		2550
194	15	1	30061817			1		100	0	0	1	50		550001		2550
195	15	1	30061818			1		100	0	0	1	50		550001		2550
196	15	1	30061819			1		100	0	0	2	50		550001		2550
197	15	1	30061810			0		100	0	0	2	50				3300
198	15	1	30061811			0		100	0	0	2	50				3300
199	15	1	30061912			1		100	0	0	2	50		550001		3300
200	15	1	30061813			0		100	0	0	0	2				1800
201	15	1	30061838			0		100	0	0	0	0		550003	1	3700
202	16	1	30061820			1		100	0	0	0	6		550001		3800
203	16	1	30061821			1		100	0	0	0	6		550001		3800
204	16	1	30061822			1		100	0	0	0	6		550001		3800
205	16	1	30061823			1		100	0	0	5	50		550001		4300
206	16	1	30061824			1		100	0	0	5	50		550001		4300
207	16	1	30061825			1		100	0	0	5	50		550001		4300
208	16	1	30061826			1		100	0	0	5	50		550001		4300
209	16	1	30061827			1		100	0	0	6	50		550001		4800
210	16	1	30061828			1		100	0	0	6	50		550001		4800
211	16	1	30061829			1		100	0	0	6	50		550001		4800
212	16	1	30061926			1		100	0	0	0	6		550001		3800
213	16	1	30061927			1		100	0	0	5	50		550001		4300
214	16	1	30061828			0		100	0	0	0	6				3800
215	16	1	30061929			1		100	0	0	6	50		550001		4800
216	16	1	30061841			0		100	0	0	0	0		550004	1	5200
217	17	1	30061830			1		100	0	0	0	10		550001		5300
218	17	1	30061831			1		100	0	0	0	10		550001		5300
219	17	1	30061832			1		100	0	0	0	10		550001		5300
220	17	1	30061833			1		100	0	0	9	50		550001		5800
221	17	1	30061834			1		100	0	0	9	50		550001		5800
222	17	1	30061835			1		100	0	0	9	50		550001		5800
223	17	1	30061836			1		100	0	0	10	50		550001		6200
224	17	1	30061837			1		100	0	0	10	50		550001		6200
225	17	1	30061832			0		100	0	0	0	10				5300
226	17	1	30061933			1		100	0	0	0	10		550001		5300
227	17	1	30061934			1		100	0	0	9	50		550001		5800
228	17	1	30061935			1		100	0	0	10	50		550001		6200
229	17	1	30061937			1		100	0	0	10	50		550001		6200
230	17	1	30061844			0		100	0	0	0	0		550005	1	6600
231	17	1	30061908			0		100	0	0	0	0		550002	1	6600
232	18	1	30061850			1		100	0	0	0	13		550001		6700
233	18	1	30061851			1		100	0	0	0	13		550001		6700
234	18	1	30061852			1		100	0	0	0	13		550001		6700
235	18	1	30061853			1		100	0	0	0	13		550001		6700
236	18	1	30061854			1		100	0	0	12	50		550001		7100
237	18	1	30061855			1		100	0	0	12	50		550001		7100
238	18	1	30061856			1		100	0	0	12	50		550001		7100
239	18	1	30061956			1		100	0	0	13	50		550001		7700
240	18	1	30061952			1		100	0	0	13	50		550001		7700
241	18	1	30061953			1		100	0	0	13	50		550001		7700
242	18	1	30061954			1		100	0	0	13	50		550001		7700
243	18	2	30061857	30061858		0		100	0	0	0	0		550006	1	7850
244	19	1	30061862			1		100	0	0	0	16		550001		7850
245	19	1	30061863			1		100	0	0	0	16		550001		7850
246	19	1	30061864			1		100	0	0	0	16		550001		7850
247	19	1	30061865			1		100	0	0	0	50		550001		8000
248	19	1	30061866			1		100	0	0	15	50		550001		8000
249	19	1	30061867			1		100	0	0	15	50		550001		8000
250	19	1	30061868			1		100	0	0	15	50		550001		8150
251	19	2	30061869	30061870		0		100	0	0	0	0		550007	1	8300
252	19	1	30061947			0		100	0	0	0	0		550002	1	8300
253	20	1	30061876			1		100	0	0	0	18		550001		8300
