Id	Type	Priority	PrefixRoot	Root	PreLoadRoot
700001	OnBall	3	640000000	640000002	
700002	OnBall	3	640000008	640000010	
700003	OnBall	3	640000016	640000018	
700005	OnAfterDamage	3	640000024	640000026	
700007	OnNpcWillDie	3	640000030	640000032	
700026	OnNpcWillDie	3	640000038	640000040	
700009	OnFrame	3	640000046	640000048	
700010	OnFrame	3	640002062	640002065	
700011	OnFrame	3	640000051	640000056	
700027	OnFrame	3	640000069	640000072	
700031	OnFrame	3	640000086	640000089	
700036	OnFrame	3	640000106	640000110	
700041	OnFrame	3	640000116	640000118	
700047	OnFrame	3	640000129	640000131	
700051	OnFrame	3	640000466		
700208	OnFrame	3	640000138	640000139	
700271	OnFrame	3		640000144	
700209	OnFrame	3	640000149	640000155	
700235	OnFrame	3	640000179	640000180	
700236	OnFrame	3	640000196	640000197	
700237	OnFrame	3	640000202	640000206	
700268	OnFrame	3	640000215	640000218	
700269	OnFrame	3	640000228	640000232	
700270	OnFrame	3	640000248	640000252	
700923	OnBeforeDamage	3	640000262	640000264	
700925	OnBeforeDamage	3	640000269	640000291	
700926	OnFrame	3	640000384	640000387	
700927	OnBeforeDamage	3	640000389	640000392	
700928	OnBeforeDamage	3	640000396	640000417	
700929	OnFrame	3	640000499	640000501	
700931	OnFrame	3	640000503	640000506	
700932	OnFrame	3	640000508	640000511	
700935	OnFrame	3	640002046	640002049	
701007	OnFrame	3	640000513	640000516	
701008	OnBeforeDamage	3	640000528	640000531	
701009	OnBeforeDamage	3	640000545	640000548	
701024	OnFrame	3	640000562	640000570	
701025	OnFrame	3	640000633	640000641	
701026	OnFrame	3	640000722	640000730	
701027	OnFrame	3	640000852	640000860	
701028	OnFrame	3	640000982	640000990	
701029	OnFrame	3	640001112	640001120	
701030	OnFrame	3	640001242	640001250	
701043	OnFrame	3		640000034	
701045	OnFrame	3		640000279	
701307	OnFrame	3	640000304	640000305	
701308	OnFrame	3	640000311	640000312	
709001	OnFrame	3	640001372	640001375	
709002	OnFrame	3	640001386	640001391	
709003	OnFrame	3	640001408	640001414	
709004	OnFrame	3	640000294	640000300	
709005	OnFrame	3	640000400	640000404	
709006	OnFrame	3	640000413	640000440	
709007	OnBeforeDamage	3	640000455	640000457	
709008	OnFrame	3	640001873	640001878	
709009	OnSkill	3	640001897	640001902	
709010	OnFrame	3	640001934	640001937	
709011	OnFrame	3	640001950	640001953	
709012	OnFrame	3	640001963	640001974	
709013	OnFrame	3	640001944	640001947	
709014	OnFrame	3	640002030	640002033	
709015	OnFrame	3	640002038	640002041	
700046	OnFrame	3	640001425	640001429	
790001	OnFrame	3	640001436	640001438	
790016	OnAfterDamage	3	640000318	640000322	
790017	OnAfterDamage	3	640000329	640000333	
790018	OnAfterDamage	3	640000340	640000344	
790019	OnAfterDamage	3	640000351	640000355	
790020	OnAfterDamage	3	640000362	640000366	
790021	OnFrame	3	640000377	640000381	
991205	OnFrame	3	640001441	640001454	
790022	OnFrame	3	640000468	640000471	
790023	OnFrame	3	640000397	640000479	
790024	OnFrame	3	640000493	640000498	
790025	OnFrame	3	640001539	640001544	
790026	OnFrame	3	640001558	640001563	
790030	OnFrame	3	640001577	640001582	
790031	OnFrame	3	640001596	640001601	
790032	OnFrame	3	640001615	640001620	
790033	OnFrame	3	640001634	640001639	
790034	OnFrame	3	640001664	640001669	
790035	OnFrame	3	640001683	640001688	
790036	OnFrame	3	640001702	640001707	
790037	OnFrame	3	640001721	640001726	
790038	OnFrame	3	640001740	640001745	
790039	OnFrame	3	640001759	640001764	
790040	OnFrame	3	640001778	640001783	
790041	OnFrame	3	640001797	640001802	
790042	OnFrame	3	640001816	640001821	
790043	OnFrame	3	640001835	640001840	
790044	OnFrame	3	640001854	640001859	
