Id	PoolId	CoreId	CoreLevel	Weight
1	1	1001	1	100
2	1	1002	1	100
3	1	1003	1	100
4	1	1004	1	100
5	1	1005	1	100
6	1	1006	1	100
7	2	2001	1	100
8	2	2002	1	100
9	2	2003	1	100
10	2	2004	1	100
11	2	2005	1	100
12	2	2006	1	100
13	2	2007	1	100
14	2	2008	1	100
15	2	2009	1	100
16	2	2010	1	100
17	2	2011	1	100
18	2	2012	1	100
19	2	2013	1	100
20	2	2014	1	100
21	2	2015	1	100
22	2	2016	1	100
23	2	2017	1	100
24	2	2018	1	100
25	3	3001	1	100
26	3	3002	1	100
27	3	3024	1	100
28	3	3004	1	100
29	3	3005	1	100
30	3	3006	1	100
31	3	3007	1	100
32	3	3008	1	100
33	3	3025	1	100
34	3	3010	1	100
35	3	3011	1	100
36	3	3012	1	100
37	3	3013	1	100
38	3	3014	1	100
39	3	3015	1	100
40	3	3016	1	100
41	3	3017	1	100
42	3	3018	1	100
43	3	3019	1	100
45	3	3021	1	100
46	3	3022	1	100
47	3	3023	1	100
48	4	3001	3	100
49	4	3002	3	100
50	4	3024	1	100
51	4	3004	3	100
52	4	3005	3	100
53	4	3006	3	100
54	4	3007	3	100
55	4	3008	3	100
56	4	3025	1	100
57	4	3010	3	100
58	4	3011	3	100
59	4	3012	1	100
60	4	3013	3	100
61	4	3014	3	100
62	4	3015	3	100
63	4	3016	3	100
64	4	3017	3	100
65	4	3018	3	100
66	4	3019	3	100
68	4	3021	3	100
69	4	3022	3	100
70	4	3023	3	100
71	5	1001	1	100
72	5	1002	1	100
73	5	1003	1	100
74	5	1004	1	100
75	5	1005	1	100
76	5	1006	1	100
77	5	2001	1	100
78	5	2002	1	100
79	5	2003	1	100
80	5	2004	1	100
81	5	2005	1	100
82	5	2006	1	100
83	5	2007	1	100
84	5	2008	1	100
85	5	2009	1	100
86	5	2010	1	100
87	5	2011	1	100
88	5	2012	1	100
89	5	2013	1	100
90	5	2014	1	100
91	5	2015	1	100
92	5	2016	1	100
93	5	2017	1	100
94	5	2018	1	100
95	6	2001	1	100
96	6	2002	1	100
97	6	2003	1	100
98	6	2004	1	100
99	6	2005	1	100
100	6	2006	1	100
101	6	2007	1	100
102	6	2008	1	100
103	6	2009	1	100
104	6	2010	1	100
105	6	2011	1	100
106	6	2012	1	100
107	6	2013	1	100
108	6	2014	1	100
109	6	2015	1	100
110	6	2016	1	100
111	6	2017	1	100
112	6	2018	1	100
113	6	3001	1	100
114	6	3002	1	100
115	6	3024	1	100
116	6	3004	1	100
117	6	3005	1	100
118	6	3006	1	100
119	6	3007	1	100
120	6	3008	1	100
121	6	3025	1	100
122	6	3010	1	100
123	6	3011	1	100
124	6	3012	1	100
125	6	3013	1	100
126	6	3014	1	100
127	6	3015	1	100
128	6	3016	1	100
129	6	3017	1	100
130	6	3018	1	100
131	6	3019	1	100
133	6	3021	1	100
134	6	3022	1	100
135	6	3023	1	100
136	7	1001	1	100
137	7	1002	1	100
138	7	1003	1	100
139	7	1004	1	100
140	7	1005	1	100
141	7	1006	1	100
142	7	2001	1	100
143	7	2002	1	100
144	7	2003	1	100
145	7	2004	1	100
146	7	2005	1	100
147	7	2006	1	100
148	7	2007	1	100
149	7	2008	1	100
150	7	2009	1	100
151	7	2010	1	100
152	7	2011	1	100
153	7	2012	1	100
154	7	2013	1	100
155	7	2014	1	100
156	7	2015	1	100
157	7	2016	1	100
158	7	2017	1	100
159	7	2018	1	100
160	7	3001	1	100
161	7	3002	1	100
162	7	3024	1	100
163	7	3004	1	100
164	7	3005	1	100
165	7	3006	1	100
166	7	3007	1	100
167	7	3008	1	100
168	7	3025	1	100
169	7	3010	1	100
170	7	3011	1	100
171	7	3012	1	100
172	7	3013	1	100
173	7	3014	1	100
174	7	3015	1	100
175	7	3016	1	100
176	7	3017	1	100
177	7	3018	1	100
178	7	3019	1	100
180	7	3021	1	100
181	7	3022	1	100
182	7	3023	1	100
183	8	2001	1	50
184	8	2002	1	50
185	8	2003	1	50
186	8	2004	1	50
187	8	2005	1	50
188	8	2006	1	50
189	8	2007	1	50
190	8	2008	1	50
191	8	2009	1	50
192	8	2010	1	50
193	8	2011	1	50
194	8	2012	1	50
195	8	2013	1	50
196	8	2014	1	50
197	8	2015	1	50
198	8	2016	1	50
199	8	2017	1	50
200	8	2018	1	50
201	8	3001	1	100
202	8	3002	1	100
203	8	3024	1	100
204	8	3004	1	100
205	8	3005	1	100
206	8	3006	1	100
207	8	3007	1	100
208	8	3008	1	100
209	8	3025	1	100
210	8	3010	1	100
211	8	3011	1	100
212	8	3013	1	100
213	8	3014	1	100
214	8	3015	1	100
215	8	3016	1	100
216	8	3017	1	100
217	8	3018	1	100
218	8	3019	1	100
220	8	3021	1	100
221	8	3022	1	100
222	8	3023	1	100
223	9	2001	1	50
224	9	2002	1	50
225	9	2003	1	50
226	9	2004	1	50
227	9	2005	1	50
228	9	2006	1	50
229	9	2007	1	50
230	9	2008	1	50
231	9	2009	1	50
232	9	2010	1	50
233	9	2011	1	50
234	9	2012	1	50
235	9	2013	1	50
236	9	2014	1	50
237	9	2015	1	50
238	9	2016	1	50
239	9	2017	1	50
240	9	2018	1	50
241	9	3001	1	250
242	9	3002	1	250
243	9	3024	1	250
244	9	3004	1	250
245	9	3005	1	250
246	9	3006	1	250
247	9	3007	1	250
248	9	3008	1	250
249	9	3025	1	250
250	9	3010	1	250
251	9	3011	1	250
252	9	3013	1	250
253	9	3014	1	250
254	9	3015	1	250
255	9	3016	1	250
256	9	3017	1	250
257	9	3018	1	250
258	9	3019	1	250
260	9	3021	1	250
261	9	3022	1	250
262	9	3023	1	250
263	1001	1001	1	100
264	1002	1002	1	100
265	1003	1003	1	100
266	1004	1004	1	100
267	1005	1005	1	100
268	1006	1006	1	100
269	2001	2001	1	100
270	2002	2002	1	100
271	2003	2003	1	100
272	2004	2004	1	100
273	2005	2005	1	100
274	2006	2006	1	100
275	2007	2007	1	100
276	2008	2008	1	100
277	2009	2009	1	100
278	2010	2010	1	100
279	2011	2011	1	100
280	2012	2012	1	100
281	2013	2013	1	100
282	2014	2014	1	100
283	2015	2015	1	100
284	2016	2016	1	100
285	2017	2017	1	100
286	2018	2018	1	100
287	3001	3001	1	100
288	3002	3002	1	100
289	3024	3024	1	100
290	3004	3004	1	100
291	3005	3005	1	100
292	3006	3006	1	100
293	3007	3007	1	100
294	3008	3008	1	100
295	3025	3025	1	100
296	3010	3010	1	100
297	3011	3011	1	100
298	3012	3012	1	100
299	3013	3013	1	100
300	3014	3014	1	100
301	3015	3015	1	100
302	3016	3016	1	100
303	3017	3017	1	100
304	3018	3018	1	100
305	3019	3019	1	100
307	3021	3021	1	100
308	3022	3022	1	100
309	3023	3023	1	100
