Id	Behavior	Name	Environment	TerrainRoot	CloseLoadingDelay	IsAsyncLoadNpc	SwitchNpcCd	SceneCamera	CameraId	Terrains[1]	Terrains[2]	Terrains[3]	Position[1]	Position[2]	Position[3]	Rotation[1]	Rotation[2]	Rotation[3]
30000101	30000101	【单挑boss-剑圣】			0.15		15	25	10	300001010			0|0|0			0|0|0		
30000102	30000102	【单挑boss-剑圣】			0.15		15	25	10	300001020			0|0|0			0|0|0		
30000103	30000103	【单挑boss-剑圣】			0.15		15	25	10	300001030			0|0|0			0|0|0		
30000104	30000104	【单挑boss-剑圣】			0.15		15	25	10	300001040			0|0|0			0|0|0		
30000105	30000105	【单挑boss-剑圣】			0.15		15	25	10	300001050			0|0|0			0|0|0		
30000111	30000111	【单挑boss-剑圣】-隐藏1			0.15		15	25	10	300001110			0|0|0			0|0|0		
30000112	30000112	【单挑boss-剑圣】-隐藏2			0.15		15	25	10	300001120			0|0|0			0|0|0		
30000113	30000113	【单挑boss-剑圣】-隐藏3			0.15		15	25	10	300001130			0|0|0			0|0|0		
30000201	30000201	【单挑boss-孤儿】			0.15		15	25	11	300002010			0|0|0			0|0|0		
30000202	30000202	【单挑boss-孤儿】			0.15		15	25	11	300002020			0|0|0			0|0|0		
30000203	30000203	【单挑boss-孤儿】			0.15		15	25	11	300002030			0|0|0			0|0|0		
30000204	30000204	【单挑boss-孤儿】			0.15		15	25	11	300002040			0|0|0			0|0|0		
30000205	30000205	【单挑boss-孤儿】			0.15		15	25	11	300002050			0|0|0			0|0|0		
30000207	30000207	【单挑boss-孤儿】-晋级			0.15		15	25	11	300002070			0|0|0			0|0|0		
30000211	30000211	【单挑boss-孤儿】-隐藏1			0.15		15	25	11	300002110			0|0|0			0|0|0		
30000212	30000212	【单挑boss-孤儿】-隐藏2			0.15		15	25	11	300002120			0|0|0			0|0|0		
30000213	30000213	【单挑boss-孤儿】-隐藏3			0.15		15	25	11	300002130			0|0|0			0|0|0		
30000301	30000301	【单挑boss-罗兰】			0.15		15	1	10	300003010			0|0|0			0|0|0		
30000302	30000302	【单挑boss-罗兰】			0.15		15	1	10	300003020			0|0|0			0|0|0		
30000303	30000303	【单挑boss-罗兰】			0.15		15	1	10	300003030			0|0|0			0|0|0		
30000304	30000304	【单挑boss-罗兰】			0.15		15	1	10	300003040			0|0|0			0|0|0		
30000305	30000305	【单挑boss-罗兰】			0.15		15	1	10	300003050			0|0|0			0|0|0		
30000311	30000311	【单挑boss-罗兰】-隐藏1			0.15		15	1	10	300003110			0|0|0			0|0|0		
30000312	30000312	【单挑boss-罗兰】-隐藏2			0.15		15	1	10	300003120			0|0|0			0|0|0		
30000313	30000313	【单挑boss-罗兰】-隐藏3			0.15		15	1	10	300003130			0|0|0			0|0|0		
30000401	30000401	【单挑boss-提法】			0.15		15	25	11	300004010			0|0|0			0|0|0		
30000402	30000402	【单挑boss-提法】			0.15		15	25	11	300004020			0|0|0			0|0|0		
30000403	30000403	【单挑boss-提法】			0.15		15	25	11	300004030			0|0|0			0|0|0		
30000404	30000404	【单挑boss-提法】			0.15		15	25	11	300004040			0|0|0			0|0|0		
30000405	30000405	【单挑boss-提法】			0.15		15	25	11	300004050			0|0|0			0|0|0		
30000411	30000411	【单挑boss-提法】-隐藏1			0.15		15	25	11	300004110			0|0|0			0|0|0		
30000412	30000412	【单挑boss-提法】-隐藏2			0.15		15	25	11	300004120			0|0|0			0|0|0		
30000413	30000413	【单挑boss-提法】-隐藏3			0.15		15	25	11	300004130			0|0|0			0|0|0		
30000501	30000501	【单挑boss-三阶露西亚】			0.15		15	1	10	300005010			0|0|0			0|0|0		
30000502	30000502	【单挑boss-三阶露西亚】			0.15		15	1	10	300005020			0|0|0			0|0|0		
30000503	30000503	【单挑boss-三阶露西亚】			0.15		15	1	10	300005030			0|0|0			0|0|0		
30000504	30000504	【单挑boss-三阶露西亚】			0.15		15	1	10	300005040			0|0|0			0|0|0		
30000505	30000505	【单挑boss-三阶露西亚】			0.15		15	1	10	300005050			0|0|0			0|0|0		
30000511	30000511	【单挑boss-三阶露西亚】-隐藏1			0.15		15	1	10	300005110			0|0|0			0|0|0		
30000512	30000512	【单挑boss-三阶露西亚】-隐藏2			0.15		15	1	10	300005120			0|0|0			0|0|0		
30000513	30000513	【单挑boss-三阶露西亚】-隐藏3			0.15		15	1	10	300005130			0|0|0			0|0|0		
30000601	30000601	【单挑boss-沙虫】			0.15		15	1	11	300006010			0|0|0			0|0|0		
30000602	30000602	【单挑boss-沙虫】			0.15		15	1	11	300006020			0|0|0			0|0|0		
30000603	30000603	【单挑boss-沙虫】			0.15		15	1	11	300006030			0|0|0			0|0|0		
30000604	30000604	【单挑boss-沙虫】			0.15		15	1	11	300006040			0|0|0			0|0|0		
30000605	30000605	【单挑boss-沙虫】			0.15		15	1	11	300006050			0|0|0			0|0|0		
30000611	30000611	【单挑boss-沙虫】-隐藏1			0.15		15	1	11	300006110			0|0|0			0|0|0		
30000612	30000612	【单挑boss-沙虫】-隐藏2			0.15		15	1	11	300006120			0|0|0			0|0|0		
30000613	30000613	【单挑boss-沙虫】-隐藏3			0.15		15	1	11	300006130			0|0|0			0|0|0		
30000701	30000701	【单挑boss-蔷薇之剑】			0.15		15	1	10	300007010			0|0|0			0|0|0		
30000702	30000702	【单挑boss-蔷薇之剑】			0.15		15	1	10	300007020			0|0|0			0|0|0		
30000703	30000703	【单挑boss-蔷薇之剑】			0.15		15	1	10	300007030			0|0|0			0|0|0		
30000704	30000704	【单挑boss-蔷薇之剑】			0.15		15	1	10	300007040			0|0|0			0|0|0		
30000705	30000705	【单挑boss-蔷薇之剑】			0.15		15	1	10	300007050			0|0|0			0|0|0		
30000707	30000707	【单挑boss-蔷薇之剑】-晋级			0.15		15	1	10	300007070			0|0|0			0|0|0		
30000711	30000711	【单挑boss-蔷薇之剑】-隐藏1			0.15		15	1	10	300007110			0|0|0			0|0|0		
30000712	30000712	【单挑boss-蔷薇之剑】-隐藏2			0.15		15	1	10	300007120			0|0|0			0|0|0		
30000713	30000713	【单挑boss-蔷薇之剑】-隐藏3			0.15		15	1	10	300007130			0|0|0			0|0|0		
30000801	30000801	【单挑boss-休】			0.15		15	77	10	300008010			0|0|0			0|0|0		
30000802	30000802	【单挑boss-休】			0.15		15	77	10	300008020			0|0|0			0|0|0		
