Id	OffsetType	TotalFrame	UseStartPosition	LauncherStartX	LauncherStartZ	LauncherStartAngle	LauncherEndX	LauncherEndZ	LauncherEndRadian	TargetEndX	TargetEndZ	TargetEndRadian	NpcEndX[1]	NpcEndZ[1]	NpcEndRadian[1]	NpcEndX[2]	NpcEndZ[2]	NpcEndRadian[2]	NpcEndX[3]	NpcEndZ[3]	NpcEndRadian[3]
PrologueStart01	1	999	0	0	0	0	0	0	0	0	0	3.1415
PrologueStart05	1	999	0	0	0	0	0	0	0	0	0	3.1415
CTScene02104Fall	1	99	0	0	0	0	-3.385	-0.77	0	0	0	3.1415
CTScene02104Jump	1	103	0	0	0	0	3.809	0.157	0	0	0	3.1415
CTBiankaTouch	1	400	0	0	0	0	0	0.01	0	0	-9.0557	3.1415
Battle01	1	119	0	0	0	0	-0.03	3.193	0	0	9.308	3.1415
Battle02	1	186	0	0	0	0	0.007	-5.784	0	0	0	3.1415
Battle03	1	308	0	0	0	0	0	0.427	0	-0.018	9.986	3.1415
Battle04	1	219	0	0	0	0	0.648	10.485	0	0.037	7.156	3.1415
Battle05	1	277	0	0	0	0	-1.111	1.331	0	1.071	-7.146	3.1415
cam01	1	303	0	0	0	0	0	0	0	0.249	155.484	3.1415
TQE02cam01	1	219	0	0	0	0	0.199	-36.099	0	0	0	3.1415
CTAliyaBorn_CAM01	1	310	0	0	0	0	0	-0.707	0	0	-0.285	3.1415	0	-0.285	3.1415
BaiyangnvStoryBorn	1	639	0	0	0	0	0	0	0	0	13.404	3.1415
CTMb1BaiyangnvMd010001Born	1	0	0	0	0	0	0	0	0	0	0	3.1415
Mb1HamuleiteMd010001Born01	1	193	0	0	0	0	0	0.339	0	0	0	3.1415
CTMb1LamiyaMd010001	1	86	0	40.64	58.23	0	15.683	3.077	0	0	0	3.1415
CTMb1LamiyaMd010001Born	1	139	0	59.63	6.95	0	-3.903	45.308	0	0	0	3.1415
Mb1LamiyaMd010001Atk40	1	172	0	56.76	70.13	0	0	0	0	0	0	3.1415
CTMb1LamiyaMd010001Chayu	1	40	0	0	0	0	0	1.8544	0	0	3.517	3.1415
Mb1LamiyaMd010002Attack01	1	80	0	33.65	41.51	0	44.585	60.907	0	0	0	3.1415
Mb1LilithMd010001Attack18	1	95	0	0	0	0	-0.143	0.195	0	0	0	3.1415
Mb1LilithMd010001Attack20	1	56	0	0	0	0	0	-0.138	0	0	0	3.1415
Mb1LostwomenMd010001Born	1	0	0	0	0	0	0	0	0	0	0	3.1415
Mb1MajiyaweiliMd010001Born2	1	191	0	0	0	0	-0.463	0.502	0	-0.463	-0.087	3.1415
Mb1MercyMd010001Attack19	1	64	1	114.77	182.7	-107	0	-0.05	0	0	-11.961	3.1415
CTScene01907	1	0	0	0	0	0	0	0	0	0	0	3.1415
Mb1OniisanMd010001Attack58	1	48	1	71	70	0	0	0	0	0	0	3.1415
Mb1OniisanMd010001Born	1	223	1	71	70	0	0	0	0	0	0	3.1415	0	1.179	3.1415
Mb1PunishdataMd010001Attack12	1	108	0	0	0	0	0	0	0	0	0	3.1415
Mb1PunishdataMd010001Born01	1	215	0	0	0	0	0	-7.768	0	0	-3.5704	3.1415
Mb1PunishdataMd010001Born02	1	128	0	0	0	0	0	0.084	0	0	0	3.1415
Mb1RapperMd000001_Born	1	0	0	0	0	0	0	0	0	0	0	3.1415
SirenQTEkanpo	1	44	0	0	0	0	-0.01	-1.382	0	0.005	9.224	0
QTEbianshen_Camera01	1	543	0	0	0	0	0	-0.038	0	0	0	3.1415
SirenQTEchujue	1	258	0	0	0	0	0	-1.316	0	-0.534	17.838	3.1415
Mb1StarknightMd010001_Born	1	133	0	0	0	0	0	11.321	0	0	0	3.1415
Mb1StarknightMd010001_kanpo	1	129	0	0	0	0	0	0	0	0	19.938	3.1415	0	0	3.1415
CTMb1VoodooMd010001Attack9801	1	134	0	0	0	0	72.031	86.478	0	0	0	3.1415
CTMb1VoodooMd010001Attack99	1	139	0	0	0	0	15.263	7.18	0	14.67	7.563	3.1415
CTMb1VoodooMd010001Born	1	134	0	0	0	0	69.288	85.797	0	0	0	3.1415
Mb1VoodooMd010002Attack03	1	34	0	0	0	0	0.313	4.604	0	0	0	3.1415
Mb1VoodooMd010002Attack90	1	217	1	0	0	0	108.52	58.314	0	106.593	59.834	3.1415
Qte01	1	99	0	0	0	0	-0.0365	-5.1141	0	0	8.682	3.1415	0	0	3.1415
QTE02cam01	1	259	0	0	0	0	0.049	-5.138	0	-0.201	0.833	3.1415	0	0	3.1415
CTMe1DrummerMd000001Born	1	159	0	0	0	0	0	10.411	0	0	3.358	3.1415
Me1LampmonsterMd000001Born	1	296	1	68.1	73.8	60.651	0	0	0	0	-20.2404	3.1415
Me1LampmonsterMd000001Death	1	153	1	71.8	83.1	266.515	0	-460.162	0	0	4.5132	3.1415
CTMe1SkaterBoyMd010001MissonAttack99	1	99	0	0	0	0	-14.557	-2.197	0	0	0	3.1415
Me1UnknownMd010001GC	1	266	0	0	0	0	-3.777	7.877	0	-12.185	18.095	3.1415
CTMe1WutailongMd010001Attack12	1	289	1	31.5	15	0	-0.734	-0.119	0	0	0	3.1415
CTScene01701b	1	344	0	0	0	0	31.596	0.06	0	30.608	-12.066	3.1415	30.55	3.7	3.1415
CTSemifinichuisigouzaoti	1	255	0	0	0	0	0	0.613	0	0	0.629	3.1415
Mo1SemifiniMd010003Attack91	1	48	0	0	0	0	0	0.781	0	0	-0.9696	3.1415
NierQteCam001	1	474	0	0	0	0	-0.117	0.003	0	-0.907	8.753	3.1415	-80	-80	3.1415	-80	-80	3.1415
Nier03	1	462	0	0	0	0	-3.02	0.506	0	-0.565	-9.469	3.1415	-80	-80	3.1415	-80	-80	3.1415	-80	-80	3.1415
NierQtefail	1	94	0	0	0	0	0.064	-11.896	0	0	0	3.1415
R2LuolanMd010021QTE	1	0	0	0	0	0	0	0	0	0	0	3.1415
CTR2NuoanMd010011Drop	1	99	0	0	0	0	0	94.3341	0	0	0	3.1415
CTPulao02Attack99	1	159	0	0	0	0	0	11.572	0	0	-0.306	3.1415	0	13.312	3.1415
CTAila03Attack61	1	126	0	0	0	0	0	-0.699	0	0	-6.213	3.1415	0	0	3.1415	0	-6.776	3.1415
Scene02102attack	1	78	0	0	0	0	0.001	0.003	0	-0.121	4.134	3.1415
TwentyoneQTECAM	1	206	0	0	0	0	0.779	0.087	0	-1.223	-0.112	3.1415
