Id	Name	Desc	Delay	Duration	EffectType	AffixId	GroupIds	Limit	Cd	Kind	Cover	Mutex	Magic	Effect	EffectJoint	TriggerMagic	TriggerInterval	TriggerOnAdd	Icon	DyingRemove
113206			0	0				1	0	1132060			113206000					1		
113207			0	0				1	0	1132070			113207000					1		
113208			0	0				1	0	1132080			113208000					1		
113209			0	0				1	0	1132090			113209000					1		
113222			0	0				1	0	1132220			113222000					1		
113223			0	0.15				1	0	1132230|8	1132230	10|15	113223000					1		
113261			0	0.5				1	0	1132610				FxR4LuxiyaSanreqi	Root			1		
113262			0	0				1	0	1132620	1132610							1		
113263			0	1				1	0	1132630			113263000					1		
113264			0	1				1	0	1132640			113264000					1		
113265			0	0				1	0	1132650	1132230|1132630|1132640							1		
113266			0	0				1	0	1132660	1132660		113266000					1		
123267			0	-1				1	0	1232670			123267000							
123268			0	0				1	0	1232680	1232670							1		
123269			0	-1				1	0	1232690								1		
