Id	Name	Desc	Delay	Duration	EffectType	AffixId	GroupIds	Limit	Cd	Kind	Cover	Mutex	Magic	Effect	EffectJoint	TriggerMagic	TriggerInterval	TriggerOnAdd	Icon	DyingRemove	EndMagic	ShowType
770810			0	-1				1	0	7708100			770810000									
770811			0	-1				1	0	7708110			770811000									
770812			0	-1				-1	0	7708120												
770813			0	0				1	0	7708130			770813000									
770814			0	-1				1	0	7708140	7708140		770814000									
770815			0	-1				1	0	7708150	7708150		770815000									
770816			0	-1				1	0	7708160	7708160		770816000									
770817			0	-1				1	0	7708170	7708170		770817000									
770818			0	-1				1	0	7708180|7708180	7708190|7708200			FxCizhuiGuangqiu01Mark	HitCase			1				
770819			0	-1				1	0	7708190|7708190	7708180|7708200			FxCizhuiGuangqiu02Mark	HitCase			1				
770820			0	-1				1	0	7708200|7708200	7708180|7708190			FxCizhuiGuangqiu03Mark	HitCase			1				
770821			0	-1				1	0	7708210			770821000									
770822			0	-1				1	0	7708220			770822000									
770823			0	-1				10	0	7708230			770823000									
770824			0	0				1	0	7708240	7708240											
770825			0	-1				10	0	7708250			770825000	FxTongyongJiangong	HitCase							
770826			0	1				1	0	7708260			770826000									
770827			0	1				1	0	7708270			770827000									
770828			0	-1				1	0	7708280	7708280	7708280	770828000									
770829			0	-1				1	0	7708290			770829000									
770831			0	-1				99	0	7708310			770831000									
770832			0	-1				1	0	7708320												
770833			0	-1				1	0	7708330	7708320											
770834			0	-1				1	0	7708340	7708320|7708330											
770835			0	-1				1	0	7708350	7708320|7708330|7708340											
770836			0	-1				1	0	7708360												
770837			0	-1				1	0	7708370	7708360											
770838			0	-1				1	0	7708380	7708360|7708370											
770839			0	-1				1	0	7708390	7708360|7708370|7708380											
770840			0	-1				1	0	7708400												
770841			0	-1				1	0	7708410												
770842			0	-1				1	0	7708420												
770843			0	-1				1	0	7708430												
770844			0	-1				1	0	7708440												
770845			0	-1				1	0	7708450												
770846			0	-1				1	0	7708460												
770847			0	-1				1	0	7708470												
770848			0	-1				1	0	7708480	7708470											
770849			0	-1				1	0	7708490	7708470|7708480											
770857			0	-1				1	0	7708570	7708470|7708480|7708490											
770850			0	-1				1	0	7708500			770850000									
770851			0	-1				1	0	7708510			770851000									
770852			0	-1				1	0	7708520			770852000									
770853			0	-1				1	0	7708530			770853000									
770854			0	-1				1	0	7708540			770854000									
770855			0	-1				1	0	7708550												
770856			0	-1				1	0	7708560			770856000									
770808			0	-1				1	0	7708080												
770809			0	-1				1	0	7708090	7708080											
770858			0	-1				1	0	7708580	7708080|7708090											
770859			0	-1				1	0	7708590	7708080|7708090|7708580											
770860			0	-1				1	0	7708600			770860000									
770861			0	-1				1	0	7708610			770861000									
770862			0	-1				1	0	7708620			770862000									
770863			0	1				1	0	7708630	7708630		770863000					1				
770864			0	-1				1	0	7708640			770864000									
770865			0	-1				1	0	7708650												
770866			0	-1				1	0	7708660	7708650											
770867			0	-1				1	0	7708670	7708650|7708660											
770868			0	-1				1	0	7708680	7708650|7708660|7708670											
770869			0	-1				1	0	7708690			770869000									
770870			0	-1				1	0	7708700												
770871			0	-1				1	0	7708710												
770872			0	-1				1	0	7708720												
770873			0	-1				1	0	7708730												
770874			0	-1				1	0	7708740												
770875			0	-1				1	0	7708750												
770876			0	-1				1	0	7708760												
770877			0	-1				1	0	7708770			770877000									
770878			0	-1				1	0	7708780			770878000									
770879			0	-1				1	0	7708790			770879000									
770880			0	-1				1	0	7708800			770880000									
770881			0	-1				1	0	7708810			770881000									
770882			0	-1				1	0	7708820			770882000									
770883			0	-1				1	0	7708830			770883000									
770884			0	-1				1	0	7708840												
770885			0	8				5	0	7708850		7708850	770885000									
770886			0	-1				1	0	7708860												
770887			0	-1				1	0	7708870												
770888			0	-1				1	0	7708880			770888000									
770889			0	-1				1	0	7708890												
770890			0	1				1	0	7708900			770890000									
770899			0	-1				1	0	7708990			770899000									
770903			0	12				3	0	7709030			770903000									
770904			0	-1				1	0	7709040	7709040	7709040	770904000									
770905			0	-1				1	0	7709050	7709050	7709050	770905000									
770906			0	-1				1	0	7709060												
770907			0	-1				1	0	7709070	7709060											
770908			0	-1				1	0	7709080	7709060|7709070											
770909			0	-1				1	0	7709090	7709060|7709070|7709080											
770910			0	-1				1	0	7709100												
770911			0	-1				1	0	7709110	7709100											
770912			0	-1				1	0	7709120	7709100|7709110											
770913			0	-1				1	0	7709130	7709100|7709110|7709120											
770914			0	-1				1	0	7709140												
770915			0	-1				1	0	7709150	7709140											
770916			0	-1				1	0	7709160	7709140|7709150											
