Id	Name	Desc	Delay	Duration	EffectType	AffixId	GroupIds	Limit	Cd	Kind	Cover	Mutex	Magic	Effect	EffectJoint	TriggerMagic	TriggerInterval	TriggerOnAdd	Icon	DyingRemove
111201			0	-1				1	0	1112010			111201000					1		1
111202			0	-1				-1	0	1112020			111202000	FxR3KuluomuBeidongHudun				1		1
111203			0	0				1	0	1112030	1112020		111203000					1		1
111204			0	0				1	0	1112040	1112020|1112050							1		1
111205			0	-1	8			1	0	1112050|8		10|15	111205000	FxTongyongBati				1		1
111206			0	-1				-1	0	1112060			111206000							1
111207			0	-1				1	0	1112070			111207000					1		1
111208			0	-1				1	0	1112080			111208000							
111209			0	0				1	0	1112090			111209000					1		1
111210			0	1				-1	0	1112100				FxR3KuluomuBeidongHudunChufa						
111211			0	-1				-1	0	1112110			111211000							
111212			0	1				1	0	1112120			111212000	FxR2WanshiBingdong						
111213			0	-1				1	0	1112130|411			111213000	FxR3KuluomuPinzhiGuadianBip001RForearm	Bip001RForearm					
111214			0	1.7				1	0	1112140|1			111214000					1		1
111215			0	-1				1	0	1112150			111215000					1		
111217			0	3.1				1	0	1112170			111217000					1		
111218			0	3.1				1	0	1112180|9|8		5|10|15|200	111218000					1		
111219			0	3.1				1	0	1112190			111219000					1		
111220			0	0.5				-1	0	1112200			111220000					1		1
111221			0	-1				1	0	1112210			111221000							1
111222			0	2				1	0	1112220|1			111222000	FxR2WanshiBingdong				1		1
111223			0	-1	8			1	0	1112230|8		10|15	111223000	FxTongyongBati				1		1
111224			0	-1				1	0	1112240			111224000					1		1
111225			0	2.36				1	0	1112250|402			111225000					1		1
111226			0	0.1				1	0	1112260			111226000					1		1
111227			0	1				1	0	1112270			111227000	FxR2WanshiBingdong				1		1
111228			0	3.2				1	0	1112280|401			111228000					1		1
111229			0	-1				1	0	1112290|403			111229000					1		1
111268			0	2				1	0	1112680			111268000	FxR2WanshiBingdong				1		
111270			0	-1				1	0	1112700			111270000							
111271			0	-1				1	0	1112710			111271000					1		
111272			0	-1				1	0	1112720			111272000					1		
111273			0	-1				1	0	1112730			111273000							
111274			0	-1				1	0	1112740										
111275			0	5				1	0	1112750			111275000					1		
111276			0	-1				1	0	1112760								1		
111277			0	8				1	0	1112770			111277000					1		
111278			0	3				1	0	1112780			111278000	FxR2WanshiBingdong				1		
111284			0	8			222	1	0	1112840|222|200|5|210|202			111284000	FxTongyongJianfang	HitCase			1		
111285			0	8			222	1	0	1112850|222|200|5|210|202			111285000	FxTongyongJianfang	HitCase			1		
111286			0	8			222	1	0	1112860|222|200|5|210|202			111286000	FxTongyongJianfang	HitCase			1		
908898			0	4				1	0	9088980			908898000					1		
908897			0	-1				1	0	9088970			908897000							
908896			0	3				1	0	9088960	9088960		908896000							
908895			0	3				1	0	9088950	9088950		908895000							
111288			0	1.1				1	0	1112880			111288000							
111289			0	0.65				1	0	1112890			111289000							
111290			0.65	0.8				1	0	1112900			111290000					1		
111291			1	1.2				1	0	1112910			111291000					1		
111294			0	0.6				1	0	1112940|18|5|10			111294000	FxR2WanshiBingdong						
