Id	Name	Desc	Delay	Duration	EffectType	AffixId	GroupIds	Limit	Cd	Kind	Cover	Mutex	Magic	Effect	EffectJoint	TriggerMagic	TriggerInterval	TriggerOnAdd	Icon	DyingRemove
120100			0	0.6				1	0	1201000			120100000					1		
120108			0	0				1	0	1201080			120108000							
120109			0	0				1	0	1201090			120109000							
120140			0	-1				1	0	1201400	1201400		120140000					1		
120141			0	-1				1	0	1201410	1201410		120141000					1		
120142			0	-1				1	0	1201420			120142000							
120143			0	10				16	0	1201430										
120144			0	0.8				1	0	1201440			120144000							
120147			0	0.6				1	0	1201470			120147000					1		
120148			0	0.6				1	0	1201480			120148000					1		
120149			0	0				1	0	1201490	1201470|1201480	1201470|1201480						1		
120150			0	-1				1	0	1201500	1201500		120150000					1		
120151			0	-1				1	0	1201510	1201510		120151000					1		
120152			0	0				1	0	1201520	1201500|1201510|1201680|1201690							1		
120153			0	0				1	0	1201530			120153000					1		
120154			0	0				1	0	1201540	1201940|1201950|1201960|1201970|1201980|1201990|1201400|1201410							1		
120155			0	-1				1	0	1201550|9|8	1201550	5|10|15|200	120155000					1		
120156			0	0				1	0	1201560	1201550							1		
120157			0	-1				1	0	1201570|8	1201570	10|15	120157000					1		
120158			0	0				1	0	1201580	1201570							1		
120160			0	0.5				1	0	1201600	1201600|1201610|1201620			FxR3TwobAtkMove01Scene	Root					
120161			0	5				1	0	1201610	1201600|1201610|1201620			FxR3TwobAtk51Scene	Root					
120162			0	5				1	0	1201620	1201600|1201610|1201620			FxR3TwobBoomScene	Root					
120163			0	0				1	0	1201630	1201600|1201610|1201620									
120164			0	-1				1	0	1201640			120164000					1		
120165			0	1.6				1	0	1201650|1	1201900		120165000					1		
120166			0	-1				1	0	1201660	1201420	1201420	120166000							
120167			0	0				1	0	1201670	1201660									
120168			0	-1				1	0	1201680	1201680		120168000					1		
120169			0	-1				1	0	1201690	1201690		120169000					1		
120170			0	-1				1	0	1201700|411			120170000	FxR3TwoBPinzhiGuadianBip001LForearm	Bip001LForearm					
120171			0.15	0.3				1	0	1201710			120171000							
120172			0	0				1	0	1201720			120172000							
120173			0	0				1	0	1201730			120173000							
120174			0	-1				-1	0	1201740	1201740		120174000							
120175			0	-1				1	0	1201750								1		
120176			0	5				1	0	1201760	1201640			FxR3TwobAtkWpHide	WeaponCaseEx1					
120177			0	5				1	0	1201770	1201650			FxR3TwobAtkWpShow	WeaponCase1					
120178			0	5				1	0	1201780	1201640			FxR3TwobAtkWp2Hide	WeaponCaseEx2					
120179			0	5				1	0	1201790	1201650			FxR3TwobAtkWp2Show	WeaponCase2					
120180			0	-1				1	0	1201800			120180000					1		
120181			0	0				1	0	1201810	1201800							1		
120182			0	0				1	0	1201820			120182000							
120183			0	0.4				1	0	1201830	1201830		120183000					1		
120184			0	0.6				1	0	1201840			120184000					1		
120185			0	1				1	0	1201850				FxR3TwobPodShow	Down			1		
120186			0	1				1	0	1201860				FxR3TwobPodHide	Down			1		
120187			0	4				1	0	1201870|401	1201870		120187000					1		
120188			0	-1				1	0	1201880|403	1201880		120188000					1		
120189			0	1.6				1	0	1201890|402	1201890		120189000					1		
120190			0	2.5				1	0	1201900|1	1201900		120190000					1		
120191			0	1.4				1	0	1201910	1201910		120191000					1		
120194			0	-1				1	0	1201940	1201940		120194000					1		
