Id	Name	Desc	Delay	Duration	EffectType	AffixId	GroupIds	Limit	Cd	Kind	Cover	Mutex	Magic	Effect	EffectJoint	TriggerMagic	TriggerInterval	TriggerOnAdd	Icon	DyingRemove
99420096				-1									99420097					1		
99420098			999	-1									99420099					1		
99420094			999	-1									99420095					1		
99420092			999	-1									99420093					1		
90410096				-1									90410097					1		
90410098				-1									90410099					1		
90410094				-1									90410095					1		
90410092				-1									90410093					1		
90400096				-1									90400097					1		
90400098				-1									90400099					1		
90400094				-1									90400095					1		
90400092				-1									90400093					1		
90450096			1.8	-1									90450097					1		
90450098			1.8	-1									90450099					1		
90450094			1.8	-1									90450095					1		
90450092			1.8	-1									90450093					1		
90460096			1.8	-1									90460097					1		
90460098			1.8	-1									90460099					1		
90460094			1.8	-1									90460095					1		
90460092			1.8	-1									90460093					1		
99430096				-1									99430097					1		
99430098			1.8	-1									99430099					1		
99430094			1.8	-1									99430095					1		
99430092			1.8	-1									99430093					1		
99440096				-1									99440097					1		
99440098			1.8	-1									99440099					1		
99440094			1.8	-1									99440095					1		
99440092			1.8	-1									99440093					1		
99450096				-1									99450097					1		
99450098			999	-1									99450099					1		
99450094			999	-1									99450095					1		
99450092			999	-1									99450093					1		
99460096				-1									99460097					1		
99460098			0.1	-1									99460099					1		
99460094			0.1	-1									99460095					1		
99460092			0.1	-1									99460093					1		
96180096				-1									96180097					1		
96180098			0.1	-1									96180099					1		
96180094			0.1	-1									96180095					1		
96180092			0.1	-1									96180093					1		
96190096				-1									96190097					1		
96190098			0.1	-1									96190099					1		
96190094			0.1	-1									96190095					1		
96190092			0.1	-1									96190093					1		
96200096				-1									96200097					1		
96200098			0.1	-1									96200099					1		
96200094			0.1	-1									96200095					1		
96200092			0.1	-1									96200093					1		
96210096				-1									96210097					1		
96210098				-1									96210099					1		
96210094				-1									96210095					1		
96210092				-1									96210093					1		
96220096				-1									96220097					1		
96220098				-1									96220099					1		
96220094				-1									96220095					1		
96220092				-1									96220093					1		
96230096				-1									96230097					1		
96230098				-1									96230099					1		
96230094				-1									96230095					1		
96230092				-1									96230093					1		
99470096				-1									99470097					1		
99470098			999	-1									99470099					1		
99470094			999	-1									99470095					1		
99470092			999	-1									99470093					1		
99480096				-1									99480097					1		
99480098			0.1	-1									99480099					1		
99480094			0.1	-1									99480095					1		
99480092			0.1	-1									99480093					1		
