Id	Name	Desc	Delay	Duration	EffectType	AffixId	GroupIds	Limit	Cd	Kind	Cover	Mutex	Magic	Effect	EffectJoint	TriggerMagic	TriggerInterval	TriggerOnAdd	Icon	DyingRemove	EndMagic	ShowType
976501			0	0.85				1	0	9765010				FxGravel	Bip001RFinger02			1				
933001			0	-1				1	0	9330010				FxMo1YssutiMd010001Born	MarkCase			1				
933002			0	0				1	0	9330020			933002000									
933003			0	-1				1	0	9330030			933003000									
933004			0	0				1	0	9330040			933004000									
933005			0	0				1	0	9330050			933005000									
933006			0	-1				1	0	9330060			933006000									
933007			0	0				1	0	9330070	9330060											
933008			0	0				1	0	9330080			933008000					1				
933009			0	-1				1	0	9330090			933009000									
933010			0	-1				1	0	9330100			933010000									
933011			0	-1				1	0	9330110			933011000									
933012			0	0				1	0	9330120												
933013			0	-1				1	0	9330130												
933014			0	-1				1	0	9330140												
933015			0	-1				1	0	9330150			933015000									
933016			0	-1				1	0	9330160	9330160		933016000									
933017			0	-1				1	0	9330170			933017000									
933201			0	0				1	0	9332010			933201000									
933202			0	0				1	0	9332020			933202000									
933204			0	0				1	0	9332040			933204000									
933205			0	0				1	0	9332050			933205000									
933206			0	0				1	0	9332060			933206000									
933207			0	0				1	0	9332070			933207000									
933208			0	0.5				1	0	9332080			933208000									
933209			0	0				1	0	9332090			933209000									
933210			0	0				1	0	9332100			933210000									
933211			0	0				1	0	9332110			933211000									
933212			0	-1				1	0	9332120				FxMe1PuppetBorn	Root							
933213			0	-1				1	0	9332130	9332130		933213000									
933214			0	-1				1	0	9332140			933214000									
933215			0	-1				1	0	9332150			933215000									
933216			0	-1				1	0	9332160			933216000					1				
933217			0	0				1	0	9332170			933217000									
933218			0	-1				1	0	9332180			933218000					1				
933219			0	0				1	0	9332190	9332180|9332210	9332180|9332210										
933220			0	0				1	0	9332200			933220000									
933221			0	-1				1	0	9332210	9332210		933221000									
933222			0	0				1	0	9332220			933222000									
933223			0	2.5				1	0	9332230			933223000									
933224			0	0				1	0	9332240			933224000									
933225			0	-1				1	0	9332250	9332250		933225000									
933226			0	0				1	0	9332260			933226000					1				
933227			0	0				1	0	9332270												
933228			0	0.2				1	0	9332280			933228000					1				
933229			0	0.4				1	0	9332290|3			933229000					1				
933230			0.1	0.2				1	0	9332300			933230000					1				
933231			0	1				1	0	9332310			933231000									
933232			0	0.4				1	0	9332320			933232000					1				
933233			0	-1				1	0	9332330			933233000									
933234			0	-1				1	0	9332340	9332340		933234000					1				
933235			0	-1				1	0	9332350	9332350		933235000					1				
933236			0	-1				1	0	9332360	9332360		933236000									
933237			0	-1				1	0	9332370	9332370		933237000									
933238			0	0				1	0	9332380			933238000					1				
933239			0	0				1	0	9332390			933239000					1				
933240			0	0				1	0	9332400			933240000									
933241			0	-1				1	0	9332410												
933242			0	0				1	0	9332420	9332120	9332120										
933243			0	0				1	0	9332430	7773350	7773350										
933244			0	-1				1	0	9332440												
933245			0	-1				1	0	9332450												
933246			0	0.3				1	0	9332460			933246000									
933247			0	1.3				1	0	9332470			933247000									
933248			0	4				1	0	9332480			933248000									
933249			0	-1				1	0	9332490												
933250			0	-1				1	0	9332500			933250000					1				
933251			0	0				1	0	9332510			933251000									
933252			0	0				1	0	9332520			933252000									
933253			0	0.8				1	0	9332530			933253000									
933254			0	-1				1	0	9332540	9332540			FxYubei02	Bip001Head			1				
933255			0	0.7				1	0	9332550			933255000									
933256			0	-1				1	0	9332560			933256000					1				
933257			0	3				1	0	9332570												
933258			0	3				1	0	9332580												
933259			0	3				1	0	9332590												
933260			0	4				1	0	9332600												
933261			0	4				1	0	9332610												
933262			0	4				1	0	9332620												
933263			0	4				1	0	9332630												
933264			0	4				1	0	9332640			933264000									
933265			0	0.2				1	0	9332650			933265000					1				
933266			0	-1				1	0	9332660			933266000									
933267			0	0				1	0	9332670			933267000									
933268			0	-1				1	0	9332680			933268000									
933269			0	-1				1	0	9332690	9332680	9332680	933269000									
933270			0	-1				1	0	9332700			933270000					1				
933401			0	2				1	0	9334010			933401000									
933402			0	6.1				1	0	9334020			933402000									
933403			0	3.2				1	0	9334030	9334020											
933501			0	-1				1	0	9335010			933501000									
933502			0	-1				1	0	9335020			933502000									
933503			0	-1				1	0	9335030				FxHuoQiu								
933504			0	0				1	0	9335040												
933505			0	-1				1	0	9335050			933505000									
933506			0	2.4				1	0	9335060			933506000					1				
933510			0	-1				1	0	9335100		9335100	933510000	FxMo1GztcaptainGravitationalFieldBuff				1				
933511			0	-1				1	0	9335110			933511000	FxMo1GztcaptainGravitationalFieldYujin				1				
933512			0	0				1	0	9335120	9335100	9335100						1				
933513			0	-1				1	0	9335130			933513000	FxMo1GztcaptainGravitationalFieldYujin				1				
933514			0	6				1	0	9335140			933514000									
933515			0	0				1	0	9335150			933515000					1				
933516			0	1				1	0	9335160				FxYubei02	Bip001Head							
933517			0	0.4				1	0	9335170			933517000					1				
933518			0	0				1	0	9335180			933518000					1				
933519			0	0				1	0	9335190			933519000					1				
933520			0	0				1	0	9335200			933520000					1				
933525			0	-1				1	0	9335250			933525000									
817201			0	-1				1	0	8172010			817201000					1				
817202			0	0				1	0	8172020			817202000									
817203			0	0				1	0	8172030			817203000									
817204			0	0				1	0	8172040			817204000									
817205			0	0				1	0	8172050			817205000									
817206			0	2.1				1	0	8172060			817206000									
817207			0	1				1	0	8172070			817207000					1				
817208			0	-1				1	0	8172080			817208000					1				
817209			0	-1				1	0	8172090			817209000									
817210			0	-1				1	0	8172100	8172110											
817211			0	-1				1	0	8172110	8172100											
817212			0	-1				1	0	8172120			817212000									
817213			0	-1				1	0	8172130			817213000					1				
817214			0	1.2				1	0	8172140				FxMb1TifaAtk01Yujing								
817215			0	1				1	0	8172150				FxMb1TifaAtk01Tuci								
817216			1	-1				1	0	8172160				FxMb1TifaAtk01TuciLoop								
817217			0	6.1				1	0	8172170			817217000					1				
817218			0	-1				1	0	8172180			817218000									
817219			0	-1				1	0	8172190			817219000									
817220			0	-1				1	0	8172200	8172200			FxMb1TifaAtk0401				1				
817221			0	-1				1	0	8172210	8172210			FxMb1TifaAtk0402				1				
817222			0	-1				1	0	8172220	8172220			FxMb1TifaAtk0403				1				
817223			0	-1				1	0	8172230			817223000					1				
817224			0	-1				1	0	8172240			817224000					1				
817225			0	-1				1	0	8172250	8172250|8172200			FxMb1TifaAtk0403Xiaosan				1				
817226			0	-1				1	0	8172260	8172260|8172210			FxMb1TifaAtk0402Xiaosan				1				
817227			0	-1				1	0	8172270	8172270|8172220			FxMb1TifaAtk0401Xiaosan				1				
817228			0	0				1	0	8172280												
817229			0	-1				1	0	8172290	8172290			FxMb1TifaAtk04Baozha								
817230			0	-1				1	0	8172300			817230000									
817231			0	0				1	0	8172310	8172300	8172300										
817232			0	1				1	0	8172320			817232000					1				
817233			0	0				1	0	8172330			817233000					1				
817234			0	-1				1	0	8172340	8172340			FxMb1TifaAtk06DaoguangTrail	Weaponbone2							
817235			0	-1				1	0	8172350	8172350			FxMb1TifaAtk06DaoguangTrail	Weaponbone1							
817236			0	0				1	0	8172360	8172340|8172350	8172340|8172350										
817237			0	1				1	0	8172370			817237000					1				
817238			0	1				1	0	8172380			817238000					1				
817239			0	-1				1	0	8172390			817239000									
817240			0	-1				1	0	8172400	8172400		817240000									
817241			0	0				1	0	8172410												
817242			0	0				1	0	8172420	8172400	8172400										
817243			0	-1				1	0	8172430			817243000									
817244			0	-1				1	0	8172440	1000610|1000620|9000300	1000610|1000620|9000300										
817245			0	0				1	0	8172450	8172440	8172440										
817246			0	-1				1	0	8172460	8172470		817246000									
817247			0	-1				1	0	8172470	8172460											
817248			0	0				1	0	8172480			817248000					1				
817249			0	0				1	0	8172490			817249000					1				
817250			0	0				1	0	8172500			817250000					1				
817251			0	0				1	0	8172510			817251000					1				
817252			0	4				1	0	8172520	8172520		817252000									
817253			0	1				1	0	8172530			817253000					1				
817254			0	0				1	0	8172540			817254000					1				
817255			0	0				1	0	8172550			817255000					1				
817256			0	-1				1	0	8172560			817256000					1				
817257			0	0				1	0	8172570								1				
817258			0	0				1	0	8172580								1				
817259			0	0				1	0	8172590			817259000					1				
817260			0	1				1	0	8172600			817260000									
817261			0	1				1	0	8172610			817261000									
817262			0	1				1	0	8172620			817262000									
817263			0	3				1	0	8172630			817263000									
817264			0	5				1	0	8172640	8172640		817264000					1				
817265			0	0				1	0	8172650												
817266			0	0				1	0	8172660			817266000									
817267			0	0				1	0	8172670			817267000					1				
817268			0	0				1	0	8172680			817268000					1				
817269			0	5				1	0	8172690												
817270			0	-1				1	0	8172700	8172700		817270000	FxMb1TifaAttack13Hit								
817271			0	0				1	0	8172710	8172700	8172700										
817272			0	0				1	0	8172720			817272000					1				
817273			0	-1				1	0	8172730			817273000									
817274			0	-1				1	0	8172740			817274000					1				
817275			0	-1				1	0	8172750	8172750		817275000									
817276			0	0				1	0	8172760	8172750	8172750										
817277			0	-1				4	0	8172770												
817278			0	-1				1	0	8172780												
817279			0	-1				1	0	8172790		8172790	817279000									
817280			0	0				1	0	8172800			817280000									
817281			0	-1				1	0	8172810												
817282			0	-1				1	0	8172820												
817283			0	0				1	0	8172830	8172820	8172820										
817284			0	-1				1	0	8172840												
817285			0	0				1	0	8172850			817285000					1				
817286			0	0				1	0	8172860			817286000									
817287			0	3				1	0	8172870	1000610|1000620|9000300	1000610|1000620|9000300						1				
817288			0	-1				1	0	8172880			817288000					1				
817289			0	1				1	0	8172890			817289000					1				
817290			0	0				1	0	8172900			817290000					1				
817291			0	-1				1	0	8172910			817291000					1				
817292			0	0				1	0	8172920	8172910	8172910						1				
817293			0	0				1	0	8172930			817293000									
817294			0	1				1	0	8172940								1				
817295			0	1.5				1	0	8172950			817295000					1				
817296			0	1				1	0	8172960			817296000					1				
817297			0	1				1	0	8172970			817297000					1				
817298			0	0				1	0	8172980			817298000					1				
817299			0	0				1	0	8172990			817299000					1				
817300			0	5				1	0	8173000			817300000									
817301			0	0				1	0	8173010			817301000					1				
817302			0	-1				1	0	8173020												
817303			0	0				1	0	8173030			817303000					1				
817304			0	0				1	0	8173040			817304000					1				
817305			0	-1				1	0	8173050								1				
817306			0	0				1	0	8173060			817306000					1				
817307			0	0.6				1	0	8173070				FxYujing1M06S								
817308			0	0				1	0	8173080			817308000					1				
817309			0	-1				1	0	8173090		8173090	817309000									
817310			0	-1				1	0	8173100		8173100										
817311			0	0				1	0	8173110	8173100	8173100										
817312			0	5				1	0	8173120			817312000					1				
817313			0	0				1	0	8173130			817313000					1				
817315			0	1				1	0	8173150			817315000					1				
817316			0	0.4				1	0	8173160			817316000					1				
817317			0	0				1	0	8173170			817317000					1				
817318			0	-1				1	0	8173180			817318000					1				
817319			0	0				1	0	8173190	8173180	8173180						1				
817320			0	0				1	0	8173200			817320000									
817325			0	-1				1	0	8173250	8173260											
817326			0	-1				1	0	8173260	8173250											
817327			0	1.1				1	0	8173270			817327000									
817328			0	1.1				1	0	8173280			817328000									
817329			0	-1				1	0	8173290				FxMb1TifaAtk01TuciLoop								
817330			0	0				1	0	8173300			817330000									
817331			0	0				1	0	8173310			817331000									
817332			0	-1				1	0	8173320			817332000									
817333			0	0				1	0	8173330												
817334			0	0.4				1	0	8173340			817334000					1				
817335			0	-1				1	0	8173350			817335000									
817336			0	3				1	0	8173360			817336000					1				
817337			0	0				1	0	8173370			817337000					1				
817338			0	0				1	0	8173380			817338000									
817339			0	-1				1	0	8173390			817339000					1				
817340			0	-1				1	0	8173400												
817341			0	0				1	0	8173410	8172180|8172190	8172180|8172190										
817353			0	0				1	0	8173530			817353000									
817501			0	0				1	0	8175010			817501000									
817549			0	-1				1	0	8175490	8175490		817549000	FxMb1TifaAttack13Hit								
817550			0	0				1	0	8175500	8175490	8175490										
817551			0	1				1	0	8175510			817551000									
817552			0	-1				1	1	8175520			817552000									
817502			0	-1				1	0	8175020			817502000									
817503			0	0				1	0	8175030	8172480		817503000					1				
817504			0	-1				1	0	8175040	17	17										
817505			0	-1				1	0	8175050	8172890|8172900	8172890|8172900										
933601			0	-1				1	0	9336010			933601000									
933602			0	0				1	0	9336020	9336010	9336010										
933603			0	-1				1	0	9336030	9336040		933603000									
933604			0	-1				1	0	9336040	9336030											
933606			0	1				1	0	9336060			933606000					1				
933607			0	0				1	0	9336070			933607000									
933610			0	0.65				1	0	9336100			933610000					1				
933611			0	0				1	0	9336110			933611000					1				
933614			0	1				1	0	9336140			933614000									
933615			0	0				1	0	9336150			933615000					1				
933617			0	1				1	0	9336170			933617000									
933618			0	0.4				1	0	9336180			933618000									
933619			0	0.4				1	0	9336190			933619000									
933620			0	0				1	0	9336200			933620000					1				
933623			0	0.6				1	0	9336230			933623000									
933625			0	8				1	0	9336250								1				
933626			0	0.2				1	0	9336260			933626000									
933627			0	0				1	0	9336270			933627000									
933628			0	0.3				1	0	9336280			933628000					1				
933629			1.5	5				1	0	9336290				FxMe1SimmoonguyAtk14Blur								
933630			0.1	0				1	0	9336300			933630000									
933631			0	3				1	0	9336310			933631000									
933632			0.5	0				1	0	9336320			933632000					1				
933633			0	3.4				1	0	9336330			933633000									
933634			0	3.4				1	0	9336340			933634000									
933635			0	4				1	0	9336350				FxMe1SimmoonguyAtk02MA								
933636			0	4				1	0	9336360	9336350			FxMe1SimmoonguyAtk02MA2								
933640			0	0.1				1	0	9336400			933640000									
933642			0	1				1	0	9336420			933642000									
933643			0	0.5				1	0	9336430			933643000									
933644			0	3.5				1	0	9336440			933644000									
933645			0	1				1	0	9336450			933645000									
933646			0	1.3				1	0	9336460			933646000									
933647			0	1.3				1	0	9336470			933647000									
933648			0	1.3				1	0	9336480			933648000									
933650			0	-1				1	0	9336500			933650000									
933651			0	5				1	0	9336510				FxMe1SimmoonguyBorn								
933652			0	-1				1	0	9336520			933652000					1				
933653			0	3.4				1	0	9336530			933653000									
933654			0	3.4				1	0	9336540			933654000									
933656			0	-1				1	0	9336560			933656000									
933657			0	1.2				1	0	9336570			933657000									
933658			0	0				1	0	9336580			933658000					1				
933659			0	0.3				1	0	9336590			933659000									
933660			0	3				1	0	9336600		9336600										
933663			0	3				1	0	9336630		9336600										
933664			0	-1				1	0	9336640												
933666			0	0.5				1	0	9336660			933666000					1				
933667			0	3				1	0	9336670				FxMe1SimmoonguyAtk01WenHao								
933668			0	3				1	0	9336680				FxMe1SimmoonguyAtk05Tanhao								
933669			0	0				1	0	9336690			933669000					1				
933670			0	0				1	0	9336700	9336670|9336680	9336670|9336680										
933671			0	0				1	0	9336710			933671000					1				
933672			0	1				1	0	9336720			933672000					1				
933673			0	0				1	0	9336730			933673000					1				
933674			0	0.4				1	0	9336740			933674000					1				
933675			0	-1				1	0	9336750												
933676			0	0				1	0	9336760	9336750	9336750										
933677			0	0				1	0	9336770			933677000					1				
933678			0	1.2				1	0	9336780			933678000									
933679			0	1.2				1	0	9336790			933679000									
933680			0	1.2				1	0	9336800			933680000									
933681			0	-1				1	0	9336810			933681000									
933682			0	0				1	0	9336820			933682000					1				
933683			0	0				1	0	9336830			933683000					1				
933684			0	-1				1	0	9336840			933684000									
933685			0	0				1	0	9336850			933685000									
933686			0	1.3				1	0	9336860			933686000									
933687			0	7				1	0	9336870			933687000									
933690			0	-1				1	0	9336900												
933691			0	-1				1	0	9336910			933691000									
933693			0	0				1	0	9336930				FxMe1SimmoonguyAtkHit01								
933694			0	0				1	0	9336940				FxMe1SimmoonguyAtkHit02								
933695			0	5				1	0	9336950				FxMe1SimmoonguyBorn								
933696			0	5				1	0	9336960				FxMe1SimmoonguyAtk02Daoguang								
933697			0	5				1	0	9336970				FxMe1SimmoonguyAtk02Tiao								
933698			0	5				1	0	9336980				FxMe1SimmoonguyAtk02DaYin								
933699			0	5				1	0	9336990				FxMe1SimmoonguyAtk02MA								
