Id	Name	Desc	Delay	Duration	EffectType	AffixId	GroupIds	Limit	Cd	Kind	Cover	Mutex	Magic	Effect	EffectJoint	TriggerMagic	TriggerInterval	TriggerOnAdd	Icon	DyingRemove
110150			0	-1				1	0	1101500			110150000							
110151			0	-1				1	0	1101510				FxR2SufeiyaAttack51Weiyi	Root			1		
110158			0	1.4				1	0	1101580|1	1101560		110158000							
110159			0	-1				1	0	1101590			110159000							
110160			0	-1				1	0	1101600			110160000							
110161			0	-1				1	0	1101610	1101610		110161000					1		
110163			0	5			125	1	0	1101630	1101630		110163000	FxTongyongJiagong	HitCase			1		
110164			0	-1				1	0	1101640	1101640		110164000							
110167			0	-1				1	0	1101670			110167000							
110169			0	-1				3	0	1101690			110169000					1		
110171			0	-1				1	0	1101710|403			110171000					1		
110172			0	3.3				1	0	1101720|401			110172000					1		
110173			0	2				1	0	1101730			110173000					1		
110174			0	-1				1	0	1101740			110174000					1		
110175			0	-1				1	0	1101750|1000			110175000					1		
110176			0	-1				1	0	1101760|1000			110176000					1		
110177			0	-1				1	0	1101770|1000			110177000					1		
110178			0	-1				1	0	1101780|1000			110178000					1		
110179			0	-1				1	0	1101790|1000			110179000					1		
110180			0	-1				1	0	1101800			110180000							
110181			0	-1				1	0	1101810			110181000							
110182			0	-1				1	0	1101820			110182000							
110183			0	-1				1	0	1101830								1		
110184			0	-1				1	0	1101840										
110185			0	5				3	0	1101850								1		
110186			0	5	101		125	1	0	1101860|101|100|6	1101860		110186000	FxTongyongJiagong	HitCase			1		
110187			0	-1				1	0	1101870			110187000							
110189			0	5	202			1	0	1101890|202|200|5	1101890		110189000	FxTongyongJianfang	HitCase					
110190			0	-1				1	0	1101900|411			110190000	FxR2SufeiyaPinzhiGuadianBip001RForearm	Bip001RForearm					
110191			0	-1				5	0	1101910								1		
110192			0	0				1	0	1101920	1101740							1		
101709			0	2				1	0	1017090			101709000							
101719			0	2				1	0	1017190			101719000							
101723			0	7.1				1	0	1017230	1017230									
101724			0	9.1				1	0	1017240	1017240									
101725			0	11.1				1	0	1017250	1017250									
101726			0	0				1	0	1017260			101726000							
101727			0	0				1	0	1017270			101727000					1		
101728			0	0				2	0	1017280			101728000							
101729			0	-1				1	0	1017290			101729000							
101739			0	0				1	0	1017390	1017090|1017190							1		
101741			0	-1				1	0	1017410			101741000							
101742			0	-1				1	0	1017420				FxR3KalieninaWeaponBuff	WeaponCase1					
101743			0	0				1	0	1017430	1017420|1017660	1017420|1017660						1		
101744			0	4.9				1	0	1017440	1017440		101744000							
101745			0	-1				1	0	1017450			101745000							
101746			0	-1				1	0	1017460			101746000							
101747			0	-1				1	0	1017470			101747000							
101748			0	-1				1	0	1017480			101748000							
101749			0	-1				1	0	1017490			101749000							
101752			0	0				1	0	1017520			101752000							
101753			0	-1				1	0	1017530	1017540			FxR3KalieninaflyBuff01	HitCase					
101754			0	-1				1	0	1017540	1017530			FxR3KalieninaflyBuff02	HitCase					
101755			0	4.9				1	0	1017550|1	1017550		101755000							
101756			0	0.5				1	0	1017560				FxR3KalieninaWeaponBuff00	WeaponCase1					
101757			0	-1				1	0	1017570			101757000							
101758			0	-1				1	0	1017580			101758000							
101759			0	-1				1	0	1017590			101759000							
101760			0	0				1	0	1017600			101760000					1		
101761			0	0				1	0	1017610			101761000					1		
101763			0	0				1	0	1017630			101763000					1		
101765			0	2.6				1	0	1017650|401			101765000					1		
101766			0	-1				1	0	1017660			101766000							
101767			0	0				-1	0	1017670			101767000					1		
101768			0	0				1	0	1017680			101768000					1		
101769			0	-1				1	0	1017690			101769000							
101770			0	-1				1	0	1017700	1017700		101770000					1		
101771			0	0				1	0	1017710	1017700							1		
101773			0	0.1				1	0	1017730			101773000							
101774			0	-1				1	0	1017740			101774000							
101775			0	-1				1	0	1017750			101775000							
101776			0	-1				1	0	1017760			101776000							
101777			0	-1				1	0	1017770			101777000							
101778			0	-1				1	0	1017780			101778000							
101779			0	-1				1	0	1017790			101779000							
101780			0	-1				1	0	1017800			101780000							
101781			0	-1				1	0	1017810			101781000							
101782			0	-1				1	0	1017820			101782000							
101783			0	-1				1	0	1017830			101783000							
101784			0	-1				1	0	1017840			101784000							
101785			0	-1				1	0	1017850			101785000							
101786			0	-1				1	0	1017860			101786000							
101788			0	-1				1	0	1017880			101788000							
101789			0	5				1	0	1017890	1017890		101789000							
101790			0	-1				1	0	1017900			101790000							
101791			0	0.1				1	0	1017910	1017910							1		
101792			0	0.1				1	0	1017920	1017920							1		
101793			0	-1				1	0	1017930|403			101793000					1		
101794			0	4.9				1	0	1017940|402			101794000					1		
101795			0	-1				1	0	1017950|411			101795000	FxR3KalieninaPinzhiGuadianBip001RForearm	Bip001RForearm					
101796			0	1				1	0	1017960	1017960			FxR3KalieninaAttack51Shouji01				1		
101797			0	0				1	0	1017970	1017850									
101798			0	-1				1	0	1017980|8	1017980	10|15	101798000	FxTongyongBati	Root			1		
101799			0	0				1	0	1017990	1017980							1		
