Id	Name	Desc	Delay	Duration	EffectType	AffixId	GroupIds	Limit	Cd	Kind	Cover	Mutex	Magic	Effect	EffectJoint	TriggerMagic	TriggerInterval	TriggerOnAdd	Icon	DyingRemove
120200			0	-1				1	0	1202000										
120223			0	4				1	0	1202230	1202230			FxR3AtwoAtk40WpGlowT4	WeaponCaseEx1			1		
120224			0	1				1	0	1202240										
120225			0	3				1	0	1202250	1202250		120225000							
120226			0	-1				1	0	1202260			120226000							
120227			0	-1				1	0	1202270	1202270							1		
120228			0	0				1	0	1202280	1202270							1		
120229			3	-1				1	0	1202290	1202290		120229000					1		
120230			0	-1				1	0	1202300	1202300		120230000					1		
120231			0	-1				1	0	1202310	1202310|1202320							1		
120232			0	0.5				1	0	1202320	1202310|1202320|1202380|1207200|1202830|1207100		120232000					1		
120233			0	-1				1	0	1202330	1202330		120233000					1		
120234			0	-1				1	0	1202340	1202340		120234000					1		
120235			0	-1				1	0	1202350	1202350		120235000					1		
120236			0	10				1	0	1202360								1		
120238			0	-1				1	0	1202380				FxR3AtwoAtk51Canying				1		
120239			0	0				-1	0	1202390			120239000					1		
120240			0	-1				1	0	1202400										
120241			0	-1				1	0	1202410										
120242			0	3				1	0	1202420	1202420							1		
120243			0	0.25				1	0	1202430	1202490|1202430		120243000					1		
120244			0	0.1				1	0	1202440			120244000					1		
120245			0	1.5				1	0	1202450	1202450	1202450						1		
120298			0	1.5				1	0	1202980				FxR3AtwoAtk40WpGlow	WeaponCaseEx1			1		
120246			0	0				1	0	1202460	1202450		120246000					1		
120247			0	3				1	0	1202470	1202470	1202470						1		
120248			0	0				1	0	1202480	1202470							1		
120299			0	0.7				1	0	1202990	1202990							1		
120249			0	-1				1	0	1202490	1202490|1202430							1		
120265			0	-1				1	0	1202650	1202650		120265000					1		
120266			0	-1				1	0	1202660	1202660		120266000					1		
120267			0	0				1	0	1202670	1202650|1202660|1207300							1		
120268			0	-1				1	0	1202680	1202680		120268000					1		
120269			0	0				1	0	1202690	1202680							1		
120270			0	-1				1	0	1202700	1202700		120270000					1		
120271			0	-1				1	0	1202710	1202710		120271000					1		
120272			0	-1				1	0	1202720|8	1202720	10|15	120272000	FxTongyongBati	Root			1		
120273			0	0				1	0	1202730	1202720|1202710							1		
120274			0	-1				1	0	1202740				FxR3AtwoShiftLoopGlow				1		
120285			0	0				1	0	1202850	1202740							1		
120275			0	0.5				1	0	1202750	1201600|1201610|1201620									
120276			0	-1				1	0	1202760				FxR3AtwoAtk51Scene	Root					
120277			0	-1				1	0	1202770			120277000							
120278			0	0				1	0	1202780	1202760|1202830|1202770|1202380							1		
120279			0	5				1	0	1202790	1202790									
120280			0	5				1	0	1202800	1202800									
120281			0	-1				1	0	1202810			120281000							
120282			0	-1				1	0	1202820	1202820									
120283			0	-1				1	0	1202830			120283000							
120286			0	0				1	0	1202860	1202840									
120284			0	-1				1	0	1202840	1202860		120284000							
120296			0	0				1	0	1202960	1202590|1202600|1202620							1		
120261			0	0				-1	0	1202610			120261000							
120264			0	2.5				1	0	1202640	1202640			FxR3AtwoPodAiming	HitCase					
120287			0	0				1	0	1202870			120287000							
120288			0	0				1	0	1202880			120288000							
120289			0	0				1	0	1202890			120289000							
120290			0	0				1	0	1202900			120290000							
120291			0	1				2	0	1202910								1		
120292			0	1				2	0	1202920								1		
120293			0	1				2	0	1202930								1		
120294			0	1				2	0	1202940								1		
120295			0	1				2	0	1202950								1		
120257			0.05	5				1	0	1202570	1202570	1202570		FxR3PodShow	Down			1		
120258			0	5				1	0	1202580	1202580	1202580		FxR3PodHide	Down			1		
120259			0	5				1	0	1202590	1202590	1202590	120259000					1		
120260			0	5				1	0	1202600	1202600	1202600	120260000					1		
120262			0	5				1	0	1202620	1202620	1202620	120262000					1		
120263			0	1				1	0	1202630				FxR3PodaAttack01Shoot				1		
120701			0	0				1	0	1207010			120701000							
120708			0	3.8				1	0	1207080|401			120708000					1		
120709			0	-1				1	0	1207090|403			120709000					1		
120710			0	2.66				1	0	1207100|402			120710000					1		
120711			0	3				1	0	1207110|1			120711000							
120712			0	3				1	0	1207120			120712000							
120713			0	-1				1	0	1207130			120713000							
120714			0	0				-1	0	1207140	1207140		120714000					1		
120716			0	-1				30	0	1207160			120716000					1		
120717			0	0				1	0	1207170	1207140|1202260							1		
120718			0	0				1	0	1207180	1207200|1202380|1202390							1		
120719			0	0.5				1	0	1207190				FxR3AtwoShiftHit						
120720			0	-1				1	0	1207200	1207200|1202740|1207210|1207220	1207200|1202740|1207210|1207220		FxR3AtwoAtk51Lightning				1		
120721			0	0.5				1	0	1207210				FxR3AtwoShiftSprintStop				1		
120722			0	0.5				1	0	1207220				FxR3AtwoShiftSprintOut				1		
120723			0	1.6				1	0	1207230			120723000					1		
120724			0	1.6				1	0	1207240			120724000					1		
120725			0	0				1	0	1207250	1207230|1207240							1		
120726			0	0				1	0	1207260			120726000							
120727			0	0				1	0	1207270			120727000							
120728			0	-1				-1	0	1207280	1207270		120728000							
120729			0	0.4				1	0	1207290	1207290		120729000					1		
120731			0	0.1				1	0	1207310			120731000							
120733			0	0				1	0	1207330				FxR3AtwoWpHide	WeaponCase1					
120734			0	0				1	0	1207340				FxR3AtwoWpShow	WeaponCase1					
120735			0	-1				1	0	1207350			120735000					1		
120741			0	-1				1	0	1207410|8	1207410	10|15	120741000	FxTongyongBati	Root			1		
120742			0	0				1	0	1207420	1207410|1202700							1		
120743			0	2				1	0	1207430	1207430							1		
120744			0	0				1	0	1207440			120744000							
120745			0	0				1	0	1207450	1207430							1		
120750			0	-1				1	0	1207500|411			120750000	FxR3AtwoPinzhiGuadianBip001LForearm	Bip001LForearm					
120746			0	-1				1	0	1207460										
120747			0	0				1	0	1207470			120747000							
120748			0	-1				1	0	1207480			120748000							
120767			0	-1				1	0	1207670	1207670		120767000					1		
120749			0	0			123	1	0	1207490|123|100|6|120|101			120749000					1		
120779			0	-1			123	1	0	1207790|123|100|6|120|101			120779000					1		
120783			0	0				1	0	1207830			120783000					1		
120785			0	0				1	0	1207850	1207790|1207490							1		
120786			0	-1				1	0	1207860	1207860		120786000					1		
120237			0	0				1	0	1202370			120237000							
120751			0	0				1	0	1207510			120751000							
120752			0	0				1	0	1207520			120752000							
120753			0	0				1	0	1207530			120753000							
120754			0	-1				1	0	1207540										
120755			0	0.2	202			1	0	1207550|202|200|5			120755000							
120756			0	0				-1	0	1207560	1207560		120756000					1		
120757			0	-1				1	0	1207570			120757000					1		
120758			0	0				1	0	1207580	1207570							1		
120759			0	-1				1	0	1207590										
120760			0	-1				1	0	1207600			120760000							
120761			0	0.1				1	0	1207610	1207600		120761000					1		
120762			0	3				2	0	1207620	1207620			FxR3AtwoWpLightningT3	WeaponCaseEx1					
120763			0	-1				1	0	1207630|3			120763000							
120764			0	-1				1	0	1207640|3			120764000							
120765			0	0				1	0	1207650	1207630|1207640							1		
120766			0	0				5	0	1207660			120766000					1		
120768			0	2				1	0	1207680	1207680			FxR3AtwoAtkMove01	Root			1		
120769			0	0				1	0	1207690			120769000					1		
120770			0	-1				1	0	1207700	1207700			FxR3AtwoShiftHit	Root			1		
120771			0	0				1	0	1207710	1207700							1		
120774			0	-1				1	0	1207740			120774000							
120775			0	-1				1	0	1207750			120775000							
120776			0	-1				1	0	1207760			120776000							
120777			0	-1				1	0	1207770			120777000							
120778			0	-1				1	0	1207780			120778000							
120780			0	0				1	0	1207800										
120781			0	25				1	0	1207810										
120784			0	0				1	0	1207840								1		
120787			0	1				1	0	1207870	1207870			FxR3AtwoAtk51Thunder	Root			1		
120788			0	-1				1	0	1207880			120788000							
120789			0	-1				1	0	1207890	1207890		120789000					1		
120773			0	5				1	0	1207730			120773000	FxTongyongJianfang	HitCase			1		
120790			0	5				1	0	1207900			120790000	FxTongyongJianfang	HitCase			1		
120792			0	5				1	0	1207920			120792000	FxTongyongJianfang	HitCase			1		
120739			0	0				1	0	1207390			120739000					1		
120740			0	0				1	0	1207400			120740000					1		
120791			0	0				1	0	1207910			120791000					1		
120793			0	1.5				1	0	1207930			120793000					1		
120795			0	5				1	0	1207950				FxR3AtwoAtk51End						
120797			0	0				1	0	1207970	1207620							1		
120798			0	0				1	0	1207980			120798000							
