Id	Name	Desc	Delay	Duration	EffectType	AffixId	GroupIds	Limit	Cd	Kind	Cover	Mutex	Magic	Effect	EffectJoint	TriggerMagic	TriggerInterval	TriggerOnAdd	Icon	DyingRemove
110700			0	0				1	0	1107000										
110702			0	1				-1	0	1107020			110702000					1		
110703			0	0				-1	0	1107030	1107020	1107020						1		
110704			0	1				-1	0	1107040			110704000					1		
110705			0	0				-1	0	1107050	1107040	1107040						1		
110706			0	1				-1	0	1107060			110706000					1		
110707			0	0				-1	0	1107070	1107060	1107060						1		
110708			0	-1				-1	0	1107080	1000720	1000720	110708000					1		
110709			0	0				-1	0	1107090	1107080	1107080	110709000					1		
110710			0	0.8				-1	0	1107100								1		
110711			0	0				-1	0	1107110	1107100	1107100						1		
110712			0	1				1	0	1107120	1107120		110712000					1		
110713			0	0				-1	0	1107130	1107120	1107120						1		
110714			0	5				1	0	1107140	1107140		110714000					1		
110715			0	5				1	0	1107150	1107150		110715000					1		
110716			0	-1				-1	0	1107160	1107160		110716000					1		
110717			0	3.5				-1	0	1107170	1107170		110717000					1		
110718			0	0.1				1	0	1107180	1107180		110718000					1		
110719			0	-1				1	0	1107190			110719000					1		
110720			0	0				1	0	1107200	1107190	1107190	110720000					1		
110721			0	0				1	0	1107210|2000										
110722			0	0				-1	0	1107220			110722000							
110723			0	0				-1	0	1107230			110723000							
110724			0	0				-1	0	1107240			110724000							
110725			0	0				-1	0	1107250			110725000							
110726			0	0				-1	0	1107260			110726000							
110736			0	1				1	0	1107360			110736000							
110737			0	1				1	0	1107370			110737000							
110739			0	-1				1	0	1107390	1107390		110739000					1		
110740			0	-1				1	0	1107400	1107400		110740000					1		
110766			0	-1				1	0	1107660	1107660			FxR2ChangyuExWq01	WeaponCase1			1		
110767			0	-1				1	0	1107670	1107670			FxR2ChangyuExWq02	WeaponCase2			1		
110768			0	0.65				1	0	1107680	1107680		110768000	FxR2ChangyuBingdong				1		
110769			0	0				1	0	1107690	1107660|1107670	1107660|1107670						1		
110770			0	2.25				1	0	1107700|402	1107700		110770000					1		
110771			0	0				1	0	1107710|1			110771000							
110772			0	3.2				1	0	1107720|401	1107720		110772000					1		
110773			0	-1				1	0	1107730	1107730		110773000					1		
110774			0	-1				1	0	1107740			110774000							
110775			0	-1				1	0	1107750|411			110775000	FxR2ChangyuPinzhiGuadianBip001LThigh	Bip001LThigh					
110776			0	-1				1	0	1107760										
110777			0	-1				1	0	1107770	1107770		110777000					1		
110778			0	-1				1	0	1107780	1107780		110778000					1		
110779			0	-1				1	0	1107790										
110780			0	8			222	1	0	1107800|222|200|5|210|202			110780000	FxTongyongJianfang	HitCase			1		
110781			0	8			222	1	0	1107810|222|200|5|210|202			110781000	FxTongyongJianfang	HitCase			1		
110731			0	-1				1	0	1107310	1107310		110731000	FxTongyongJiagong	HitCase					
110732			0	4.5				1	0	1107320	1107320		110732000							
110733			0	6.5				1	0	1107330	1107330		110733000							
110734			0	8.5				1	0	1107340	1107340		110734000							
110735			0	0				-1	0	1107350	1107310	1107310								
110782			0	-1				1	0	1107820			110782000							
110783			0	8				1	0	1107830	1107830		110783000	FxTongyongJianfang	HitCase			1		
110784			0	8				1	0	1107840	1107840		110784000	FxTongyongJiagong	HitCase			1		
110785			0	2				1	0	1107850	1107850		110785000					1		
110786			0	0				1	0	1107860	1107850	1107850						1		
110787			0	2				1	0	1107870			110787000							
110788			0	0				1	0	1107880	1107870									
110789			0	2				1	0	1107890			110789000							
110790			0	0				1	0	1107900	1107890									
110791			0	-1				1	0	1107910	1107910		110791000					1		
110792			0	-1				1	0	1107920	1107920		110792000					1		
110793			0	-1				1	0	1107930	1107930		110793000					1		
110794			0	0				1	0	1107940	1107910|1107920|1107930		110794000					1		
838201			0	-1				1	0	8382010				FxR2ChangyuAtk21Loop				1		
838202			0	0.8				1	0	8382020	8382010			FxR2ChangyuAtk21End				1		
838203			0	-1				1	0	8382030				FxR2ChangyuAtk23Loop				1		
