Id	Name	Desc	Delay	Duration	EffectType	AffixId	GroupIds	Limit	Cd	Kind	Cover	Mutex	Magic	Effect	EffectJoint	TriggerMagic	TriggerInterval	TriggerOnAdd	Icon	DyingRemove	EndMagic	ShowType
762111			0	-1				1	0	7621110			762111000									
762112			0	-1				1	0	7621120			762112000									
762113			0	-1				1	0	7621130			762113000									
762114			0	-1				1	0	7621140			762114000									
762115			0	-1				1	0	7621150			762115000									
762116			0	5				1	0	7621160|101|100|6			762116000	FxTongyongJiagong	HitCase							
762117			0	6				5	0	7621170			762117000									
762118			0	6				5	0	7621180			762118000									
762119			0	6				5	0	7621190			762119000									
762120			0	6				5	0	7621200			762120000									
762121			0	6				5	0	7621210			762121000									
762125			0	-1				1	0	7621250			762125000									
762126			0	-1				1	0	7621260			762126000									
762080			0	-1				1	0	7620800			762080000									
762081			0	-1				1	0	7620810			762081000									
762082			0	-1				1	0	7620820			762082000									
762083			0	-1				1	0	7620830			762083000									
762084			0	-1				1	0	7620840			762084000									
762085			0	-1				1	0	7620850			762085000									
762086			0	-1				1	0	7620860			762086000									
762087			0	-1				1	0	7620870			762087000									
762088			0	0				1	0	7620880	1022580|7620880		762088000									
762089			0	1				1	0	7620890|2000								1				
762090			0	6				1	0	7620900								1				
762130			0	-1				1	0	7621300			762130000									
762131			0	-1				1	0	7621310			762131000									
762132			0	-1				1	0	7621320			762132000									
762133			0	-1				1	0	7621330			762133000									
762134			0	-1				1	0	7621340			762134000									
762135			0	-1				1	0	7621350			762135000									
762141			0	2				1	0	7621410			762141000					1				
762143			0	-1				1	0	7621430			762143000									
762144			0	-1	101			1	0	7621440|101|100|6	7621440		762144000	FxTongyongJiagong	HitCase			1				
762127			0	1				1	0	7621270			762127000					1				
762150			0	-1				1	0	7621500			762150000									
762151			0	-1				1	0	7621510			762151000									
762152			0	-1				1	0	7621520			762152000									
762153			0	-1				1	0	7621530			762153000									
762154			0	-1				1	0	7621540			762154000									
762155			0	-1				1	0	7621550	7621540	7621540	762155000									
762156			0	-1				1	0	7621560				FxSushechaguanWancheng	MarkCase							
762157			0	8				1	0	7621570			762157000									
762158			0	1				1	0	7621580			762158000					1				
762160			0	8				1	0	7621600	1000510|1000520	1000510|1000520	762160000								100051	
762161			0	8				1	0	7621610			762161000								762162	
762162			0	-1				1	0	7621620			762162000					1				
762163			0	1				1	0	7621630			762163000					1				
762168			0	-1				1	0	7621680			762168000									
762169			1	-1				1	0	7621690			762169000									
762171			15	0				1	0	7621710			762171000									
762172			0	-1				1	0	7621720			762172000					1				
762173			0	-1				1	0	7621730			762173000									
762174			0	0.1				1	0	7621740			762174000					1				
762175			0	0.1				1	0	7621750			762175000					1				
762176			0	0.1				1	0	7621760			762176000					1				
762177			0	1				1	0	7621770				FxCizhuiHeidong	HitCase							
762180			0	-1				1	0	7621800			762180000					1				
762181			0	-1				1	0	7621810	7621810		762181000					1				
762182			0	-1				1	0	7621820	7621820		762182000					1				
762183			0	-1				1	0	7621830			762183000					1				
762184			0	1				1	0	7621840			762184000					1				
762185			0	-1				1	0	7621850|7700000	1000610|1000620|9000300	1000610|1000620|9000300						1				
762186			0	5				1	0	7621860	7621860	7621860		FxMb1AolajiangBShanxian				1				
762187			0	-1				1	0	7621870	7621870		762187000					1				
762188			0	-1				1	0	7621880			762188000					1				
762189			0	-1				1	0	7621890			762189000					1				
762190			0	1				1	0	7621900	7621810|7621830|7621840|7621850|7621860|7621870|7621880|7621890|7621970|7621980	7621810|7621830|7621840|7621850|7621860|7621870|7621880|7621890|7621970|7621980	762190000					1				
762191			0	1				1	0	7621910			762191000					1				
762192			0	-1				1	0	7621920			762192000									
762193			0	1				1	0	7621930	7621920|7621970	7621920|7621970										
762196			0	3				1	0	7621960								1				
762197			0	-1				1	0	7621970	7621970	7621970	762197000					1				
762198			0	0.5				1	0	7621980	7157130|7621810|7621830|7621840|7621850|7621860|7621870|7621920|7621970|1000790|1	7157130|7621810|7621830|7621840|7621850|7621860|7621870|7621920|7621970|1000790|1	762198000					1			762190	
745510			0	-1				1	0	7455100			745510000					1				
745511			0	-1				1	0	7455110			745511000					1				
745512			0	-1				1	0	7455120			745512000					1				
745513			0	-1				1	0	7455130			745513000					1				
745520			7.6	-1				1	0	7455200			745520000					1	745520			
745521			0	0				1	0	7455210			745521000						745521			
745522			0	0				1	0	7455220			745522000						745522			
745523			0	0				1	0	7455230			745523000						745523			
745524			0	1				1	0	7455240				FxRedYouTongBaozha	HitCase			1				
