Id	Name	Desc	Delay	Duration	EffectType	AffixId	GroupIds	Limit	Cd	Kind	Cover	Mutex	Magic	Effect	EffectJoint	TriggerMagic	TriggerInterval	TriggerOnAdd	Icon	DyingRemove	EndMagic	ShowType
102400			0	-1				1	0	1024000	1094000							1				
102401			0	-1				1	0	1024010								1				
102449			0	0				1	0	1024490			102449000									
102450			0	-1				1	0	1024500			102450000									
102452			0	0.2				1	0	1024520	1384510		102452000					1				
102455			0	-1				1	0	1024550			102455000					-1				
102456			0	-1				1	0	1024560	1024560		102456000									
102457			0	0				1	0	1024570	1024570		102457000									
102458			0	0				1	0	1024580	1024580		102458000									
102459			0	3.5				1	0	1024590	1024590											
102460			0	-1				1	0	1024600			102460000									
102461			0	4				1	0	1024610	1024610		102461000								102462	
102462			0	0				1	0	1024620	1024620		102462000									
102463			0	4				1	0	1024630	1024630											
102464			0	1				1	0	1024640	1024640		102464000									
102465			0	1				1	0	1024650	1024650		102465000									
102466			0	4				1	0	1024660	1024660		102466000									
102467			0	4				1	0	1024670|1000680	1024670		102467000	FxR4BiankaAtk40LoopMatAni	Root							
102468			0	0.2				1	0	1024680	1024680		102468000	FxR4BiankaAtk40HitMatAni								
102470			0	-1				1	0	1024700	1024700		102470000					1				
102471			0	-1				1	0	1024710			102471000									
102472			0	0				1	0	1024720	1024720							1				
102474			0	0.15				1	0	1024740	1024740							1				
102475			0	0.15				1	0	1024750	1024750|1024740							1				
102476			0	0.15				1	0	1024760	1024760|1024750							1				
102477			0	0.15				1	0	1024770	1024770|1024760|1024750							1				
102478			0	0.3				1	0	1024780	1024780|1024770|1024760|1024750							1				
102479			0	3				1	0	1024790			102479000					1				
102480			0	-1				1	0	1024800	1024800		102480000									
102481			0	-1				1	0	1024810	1024810		102481000					1				
102482			0	-1				1	0	1024820	1024820		102482000					1				
102483			0	-1				1	0	1024830	1024830		102483000					1				
102484			0	-1				1	0	1024840	1024840		102484000					1				
102485			0	0				1	0	1024850	1024810|1024820|1024830|1024840							1				
102486			0	0				1	0	1024860	1024790|1024870											
102487			0	3				1	0	1024870	1024870		102487000					1				
102490			0	0.2				1	0	1024900	1024900							1				
102491			0	0.15				1	0	1024910	1024910|1024900							1				
102492			0	0.15				1	0	1024920	1024910|1024900|1024920							1				
102493			0	0.15				1	0	1024930	1024910|1024900|1024920|1024930							1				
102494			0	0.3				1	0	1024940	1024910|1024900|1024920|1024930|1024940											
102495			0	1.85				1	0	1024950|1			102495000					1				
102496			0	3.65				1	0	1024960|1			102496000					1				
109400			0	-1				1	0	1094000	1024000							1				
109401			0	-1				1	0	1094010	1094010		109401000					1				
109402			0	-1				1	0	1094020	1094020		109402000					1				
109403			0	0				1	0	1094030	1094010|1094020							1				
109404			0	1				1	0	1094040|102401	1094040		109404000					1				
109405			0	1.8				1	0	1094050|402			109405000					1				
109406			0	-1				1	0	1094060|403			109406000					1				
109407			0	4.9				1	0	1094070|401			109407000					1				
109408			0	4				1	0	1094080|402			109408000					1				
109409			0	1				1	0	1094090	1094090		109409000					1				
109410			0	1				1	0	1094100|102401	1094100		109410000					1				
109411			0	1				1	0	1094110|102401	1094110		109411000					1				
109412			0	0				1	0	1094120	1094710							1				
109414			0	1				1	0	1094140	1094140		109414000					1				
109416			0	-1				1	0	1094160	1094160		109416000					1				
109417			0	0				1	0	1094170	1094160							1				
109418			0	0.3				1	0	1094180|102401			109418000									
109419			0	1.5				1	0	1094190			109419000					1				
109420			0	0.8				1	0	1094200			109420000									
109421			0	1.5				1	0	1094210			109421000									
109422			0	0				1	0	1094220			109422000									
109423			0	-1				1	0	1094230			109423000									
109424			0	0				1	0	1094240			109424000									
109425			0	-1				2	0	1094250|109401												
109426			0	-1				2	0	1094260|109401												
109427			0	-1				2	0	1094270|109401												
109428			0	0				1	0	1094280												
109429			0	0				1	0	1094290												
109430			0	0				1	0	1094300												
109432			0	0				1	0	1094320												
109433			0	0				1	0	1094330												
109434			0	1.8				1	0	1094340											102456	
109435			0	1.4				1	0	1094350											108409	
109436			0	1.4				1	0	1094360											102400	
109437			0	0				1	0	1094370												
109438			0	0				1	0	1094380												
109439			0	0				1	0	1094390								1				
109440			0	0				1	0	1094400								1				
109441			0	0				1	0	1094410								1				
109442			0	0				1	0	1094420								1				
109443			0	0				1	0	1094430								1				
109444			0	0				1	0	1094440								1				
109445			0	0				1	0	1094450								1				
109446			0	0				1	0	1094460								1				
109447			0	0				1	0	1094470								1				
109448			0	0				1	0	1094480								1				
109449			0	0				1	0	1094490								1				
109450			0	0				1	0	1094500								1				
109451			0	0				1	0	1094510								1				
109452			0	0				1	0	1094520								1				
109453			0	0				1	0	1094530								1				
109454			0	0				1	0	1094540								1				
109455			0	0				1	0	1094550								1				
109456			0	0				1	0	1094560								1				
109457			0	0				1	0	1094570								1				
109458			0	0				1	0	1094580								1				
109459			0	0.05				1	0	1094590	1094590		109459000					1				
109460			0	0.05				1	0	1094600	1094600		109460000					1				
109461			0	-1				1	0	1094610				FxR4BiankaAtk41shirtBoneBL03	shirtBoneBL03							
109462			0	-1				1	0	1094620				FxR4BiankaAtk41shirtBoneBL03	shirtBoneBR03							
109463			0	-1				1	0	1094630				FxR4BiankaMattest								
109464			0	0				1	0	1094640	1094610|1094620|1094630											
109466			0	1.5				1	0	1094660|102401	1094660		109466000					1				
109467			0	1				1	0	1094670|102401	1094670		109467000					1				
109468			0	0.4				1	0	1094680	1094680		109468000					1				
109469			0	0.8				1	0	1094690			109469000					1				
109471			0	0.4				1	0	1094710	1094710		109471000					1				
109472			0	0.1				1	0	1094720	1094090		109472000					1				
109473			0	0				1	0	1094730	1094730		109473000									
109474			0	-1				1	0	1094740			109474000									
109475			0	-1				1	0	1094750								1				
109476			0	-1				1	0	1094760			109476000									
109477			0	-1				1	0	1094770								1				
109478			0	-1				1	0	1094780								1				
109479			0	-1				1	0	1094790			109479000									
109480			0	-1				1	0	1094800								1				
109482			0	-1				1	0	1094820								1				
109484			0	-1				1	0	1094840								1				
109486			0	-1				1	0	1094860			109486000									
109487			0	-1				1	0	1094870								1				
109488			0	-1	101			1	0	1094880			109488000									
109489			0	-1				1	0	1094890								1				
109490			0	-1				1	0	1094900			109490000									
109491			0	-1				1	0	1094910			109491000									
109492			0	-1				1	0	1094920			109492000									
109493			0	-1				1	0	1094930|411			109493000	FxR4BiankaPinzhiGuadianBoneRUpperArmTwist	BoneRUpperArmTwist							
109494			0	4				1	0	1094940			109494000									
109495			0	-1				1	0	1094950			109495000									
109496			0	-1				1	0	1094960			109496000									
109497			0	1.8				1	0	1094970			109497000									
109498			0	3.85				1	0	1094980			109498000									
108401			0	0				-1	0	1084010			108401000									
108402			0	0				-1	0	1084020			108402000									
108403			0	0				-1	0	1084030			108403000									
108404			0	-1				1	0	1084040			108404000									
108406			0	-1				1	0	1084060			108406000									
108407			0	0				1	0	1084070			108407000									
108408			0	0				1	0	1084080			108408000									
108409			0	0				1	0	1084090			108409000									
108413			0	-1				1	0	1084130	1084130			FxR4BiankaAtk09baoqiWuqiLoop	WeaponCase1							
108414			0	0				1	0	1084140			108414000									
108415			0	1				1	0	1084150|402												
108416			0	0				1	0	1084160	1084130											
108417			0	0				1	0	1084170												
108418			0	2				1	0	1084180			108418000					1				
108419			0	2				1	0	1084190			108419000					1				
108420			0	2				1	0	1084200			108420000					1				
108421			0	2				1	0	1084210			108421000					1				
108422			0	2				1	0	1084220			108422000					1				
108423			0	0				1	0	1084230												
108424			0	0				1	0	1084240	1084180											
108425			0	0				1	0	1084250	1084190											
108426			0	0				1	0	1084260	1084200											
108427			0	0				1	0	1084270	1084210											
108428			0	0				1	0	1084280	1084220											
108429			0	0				1	0	1084290			108429000									
108430			0	-1				1	0	1084300			108430000									
108431			0	0				1	0	1084310			108431000									
108432			0	-1				1	0	1084320												
108433			0	0				1	0	1084330			108433000									
108434			0	-1				1	0	1084340			108434000									
108435			0	0				1	0	1084350			108435000					1				
108436			0	-1				1	0	1084360			108436000					1				
108437			0	0				1	0	1084370	1084360							1				
108438			0	0.2				1	0	1084380|402			108438000					1				
108439			0	0.1				1	0	1084390			108439000					1				
108440			0	0.6				1	0	1084400	1084400		108440000					1				
108441			0	0.5				1	0	1084410	1024790|1094660|1094670		108441000					1				
108442			0	0				-1	0	1084420	1084420		108442000									
108443			0	0				1	0	1084430	1084430		108443000									
108445			0	0				1	0	1084450			108445000									
108446			0	0				-1	0	1084460	1084460		108446000									
108447			0	-1				1	0	1084470			108447000									
