Id	Name	Desc	Delay	Duration	EffectType	AffixId	GroupIds	Limit	Cd	Kind	Cover	Mutex	Magic	Effect	EffectJoint	TriggerMagic	TriggerInterval	TriggerOnAdd	Icon	DyingRemove	EndMagic	ShowType
700001			0	-1				1	0	7000010			700001000									
700002			0	-1				1	0	7000020			700002000									
700003			0	-1				1	0	7000030			700003000									
700004			0	-1				1	0	7000040			700004000									
700005			0	-1				1	0	7000050			700005000									
700006			0	-1				1	0	7000060			700006000									
700007			0	-1				1	0	7000070			700007000					1				
700008			0	0				-1	0	7000080			700008000					1				
700009			0	-1				1	0	7000090			700009000									
700010			0	0				-1	0	7000100			700010000									
700011			0	0				-1	0	7000110			700011000									
700012			0	-1				1	0	7000120				FxJiantou01	MarkCase							
700013			0	-1				1	0	7000130			700013000					1				
700015			0	-1				1	0	7000150	9000070	9000070										
700017			0	-1				1	0	7000170			700017000					1				
700018			0	0				1	0	7000180			700018000					1				
700019			0	0				1	0	7000190			700019000					1				
700020			0	-1				1	0	7000200|28			700020000					1				
700021			0	0				1	0	7000210			700021000					1				
700022			0	-1				1	0	7000220			700022000					1				
700024			0	-1				1	0	7000240			700024000									
700025			0	2				1	0	7000250			700025000									
700026			0	-1				1	0	7000260			700026000									
700027			0	-1				1	0	7000270			700027000									
700028			0	-1				1	0	7000280			700028000									
700029			0	-1				1	0	7000290|8		10|15										
700030			0	-1				1	0	7000300			700030000									
700031			0	0.1				1	0	7000310			700031000									
700032			0	0.1				1	0	7000320			700032000									
700033			0	0.1				1	0	7000330			700033000									
700034			0	0.1				1	0	7000340			700034000									
700035			0	0.1				1	0	7000350			700035000									
700036			0	-1				1	0	7000360			700036000									
700037			0	2				1	0	7000370												
700038			0	2				1	0	7000380			700038000									
700039			0	-1				1	0	7000390				FxFaxianQianxing	MarkCase							
700041			0	-1				1	0	7000410			700041000									
700044			0	-1				1	0	7000440			700044000									
700045			0	1				1	0	7000450								1				
700046			0	0.15				1	0	7000460			700046000									
700047			0	-1				1	0	7000470			700047000									
700048			0	-1				1	0	7000480			700048000									
700049			0	-1				1	0	7000490												
700050			0	-1				1	0	7000500												
700051			0	0.05				1	0	7000510	7000510		700051000									
700052			0	1				1	0	7000520	401	401										
700053			0	-1				1	0	7000530			700053000									
700208			0	-1				1	0	7002080	7002710		700208000					1				
700209			0	-1				1	0	7002090			700209000	FxYujing60								
700210			0	5				1	0	7002100												
700211			0	-1				1	0	7002110	7002120|7002130|7002140											
700212			0	-1				1	0	7002120	7002110|7002130|7002140											
700213			0	-1				1	0	7002130	7002120|7002110|7002140											
