Id	Name	Desc	Delay	Duration	EffectType	AffixId	GroupIds	Limit	Cd	Kind	Cover	Mutex	Magic	Effect	EffectJoint	TriggerMagic	TriggerInterval	TriggerOnAdd	Icon	DyingRemove
908501			0	0				1	0	9085010|17|5|10			908501000					1		
908502			0	3	17			1	0	9085020|17|5|10			908502000	FxTongyongYunxuan	MarkCase			1		
908503			0	-1				1	0	9085030				FxMo1ShirenhuaAtk03	Bone018			1		
908504			0	-1				1	0	9085040				FxMo1ShirenhuaAtk04Dilie						
908505			0	-1				1	0	9085050			908505000							
908506			0	-1				1	0	9085060			908506000							
908507			0	-1				1	0	9085070			908507000							
908508			0	0.1				1	0	9085080			908508000					1		
908509			0	-1				1	0	9085090			908509000					1		
908510			0	-1				1	0	9085100			908510000					1		
908511			0	-1				1	0	9085110			908511000					1		
908512			0	-1				1	0	9085120			908512000							
908513			0	-1				1	0	9085130			908513000					1		
908514			0	-1				1	0	9085140			908514000					1		
908515			0	2				1	0	9085150				FxMb1HadisiShieldXiaoshi				1		
908516			0	-1				1	0	9085160			908516000					1		
908517			0	-1				1	0	9085170			908517000					1		
908518			0	-1				1	0	9085180			908518000					1		
908519			0	4				1	0	9085190			908519000					1		
908520			0	-1				1	0	9085200			908520000					1		
908523			0	20				99	0	9085230			908523000							
840071			0	1				1	0	8400710			840071000					1		
840072			0	1				1	0	8400720			840072000					1		
840073			0	1				1	0	8400730			840073000					1		
840074			0	1				1	0	8400740			840074000					1		
840075			0	1				1	0	8400750			840075000					1		
840076			0	10				1	0	8400760				FxMb1HadisiBornLeftHand	HandL			1		
840077			0	10				1	0	8400770				FxMb1HadisiBornRightHand	HandR			1		
840078			0	3				1	0	8400780			840078000	FxMb1HadisiAtk07DandaoFSShouji	HitCase			1		
840079			0	2				1	0	8400790			840079000					1		
840080			0	0				1	0	8400800			840080000					1		
840081			0	-1				1	0	8400810				FxMb1HadisiJump						
840082			0	-1				1	0	8400820				FxMb1HadisiJump						
840083			0	-1				1	0	8400830			840083000	FxMb1HadisiShield						
840084			0	-1				1	0	8400840			840084000							
840085			0	0				1	0	8400850			840085000					1		
840086			0	5				1	0	8400860				FxMb1HadisiShieldShouji				1		
840087			0	-1				1	0	8400870				FxMb1HadisiOtherXk2	Xk			1		
840088			0	-1				1	0	8400880				FxMb1HadisiOtherEye				1		
840089			0	-1				1	0	8400890				FxMb1HadisiOtherMouth				1		
840090			0	10				1	0	8400900			840090000	FxMb1HadisiBorn						
840091			0	4.1				1	0	8400910			840091000							
840092			9	0.8				1	0	8400920			840092000							
840093			0	1				1	0	8400930			840093000							
840094			0	10				1	0	8400940										
840095			0	7.3				1	0	8400950			840095000					1		
840096			0	0.5				1	0	8400960			840096000					1		
840097			0	11.1				1	0	8400970			840097000					1		
840098			0	0.5				1	0	8400980			840098000					1		
840099			0	3				1	0	8400990			840099000					1		
908701			0	-1				1	0	9087010|9087			908701000					1		
908702			0	-1				1	0	9087020|9087			908702000					1		
908703			0	-1				1	0	9087030			908703000					1		
908704			0	-1				1	0	9087040			908704000					1		
908705			0	1.2				99	0	9087050				FxMe1YasibeiersiAtk16EyeCase	EyeCase					
908706			0	-1				1	0	9087060			908706000					1		
908707			0	-1				1	0	9087070|9087			908707000					1		
908708			0	-1				1	0	9087080			908708000					1		
908709			0	1.9				1	0	9087090|9087			908709000					1		
908710			0	-1				1	0	9087100			908710000					1		
908711			0	-1				1	0	9087110			908711000					1		
908712			0	-1				1	0	9087120			908712000					1		
908713			0	-1				1	0	9087130			908713000					1		
908714			0	-1				1	0	9087140			908714000					1		1
908796			0	-1				1	0	9087960	9087970|9087980			FxMe1YasibeiersiEyeGreen	EyeCase			1		
908797			0	-1				1	0	9087970	9087960|9087980			FxMe1YasibeiersiEyeRed	EyeCase			1		
908798			0	-1				1	0	9087980	9087960|9087970			FxMe1YasibeiersiEyeGrey	EyeCase			1		
908799			0	-1				1	0	9087990			908799000					1		
908801			0	-1				1	0	9088010			908801000					1		
908802			0	-1				1	0	9088020			908802000					1		
908803			0	-1				1	0	9088030			908803000					1		
908804			0	-1				1	0	9088040			908804000					1		
908805			0	-1				1	0	9088050			908805000					1		
908806			0	-1				1	0	9088060			908806000					1		
908807			0	-1				1	0	9088070			908807000					1		
908808			0	4				1	0	9088080			908808000					1		
908809			0	-1				1	0	9088090			908809000	FxMe1Nian01Atk06				1		
908810			0	3				1	0	9088100				FxMe1Nian01Atk08				1		
908811			0	2				-1	0	9088110				FxMe1Nian01Atk06Dunshouji				1		
908812			0	-1				1	0	9088120			908812000					1		
908813			0	-1				1	0	9088130			908813000					1		
908814			0	-1				1	0	9088140			908814000					1		
908815			0	3				1	0	9088150				FxMe1Nian01Atk06dunxiaoshi				1		
908816			0	-1				1	0	9088160			908816000					1		
908817			0	-1				1	0	9088170			908817000					1		
908818			0	3.9				1	0	9088180			908818000					1		
908819			1.15	3.2				1	0	9088190			908819000					1		
908820			4.5	0.2				1	0	9088200			908820000					1		
908821			0	-1				1	0	9088210			908821000					1		
