Id	Name	Desc	Delay	Duration	EffectType	AffixId	GroupIds	Limit	Cd	Kind	Cover	Mutex	Magic	Effect	EffectJoint	TriggerMagic	TriggerInterval	TriggerOnAdd	Icon	DyingRemove
908601			0	-1				1	0	9086010			908601000					1		
908602			0	-1				1	0	9086020			908602000					1		
908603			0	-1				1	0	9086030	9086010							1		
908604			0	-1				1	0	9086040	9086020							1		
908605			0	-1				1	0	9086050	9086060|9086070			FxMo1BopuerEye01	Bone021			1		
908606			0	-1				1	0	9086060	9086050|9086070			FxMo1BopuerEye02	Bone021			1		
908607			0	-1				1	0	9086070	9086050|9086060			FxMo1BopuerEye03	Bone021			1		
908608			0	-1				1	0	9086080	9086080		908608000					1		
908609			0	-1				-1	0	9086090	9086090		908609000					1		
908610			0	-1				-1	0	9086100	9086100		908610000					1		
908611			0	0				1	0	9086110	9086110							1		
908612			0	0				1	0	9086120										
908613			0	0				1	0	9086130										
908901			0	-1				-1	0	9089010			908901000							
908902			0	-1				-1	0	9089020			908902000							
908904			0	-1				1	0	9089040	9089040		908904000					1		
908905			0	-1				1	0	9089050	9089050		908905000					1		
908906			0	-1				1	0	9089060	9089050							1		
908907			0	-1				1	0	9089070			908907000					1		
908908			0	-1				1	0	9089080	9089070		908908000					1		
909001			0	-1				1	0	9090010	9090010		909001000					1		
909002			0	-1				1	0	9090020	9090020		909002000					1		
909003			0	-1				1	0	9090030	9090030		909003000					1		
909004			0	-1				1	0	9090040	9090040		909004000					1		
909005			0	-1				1	0	9090050	9090050		909005000					1		
909006			0	-1				1	0	9090060			909006000					1		
909007			0	-1				1	0	9090070			909007000					1		
909008			0	-1				1	0	9090080			909008000					1		
909009			0	-1				1	0	9090090	9090060							1		
909010			0	-1				1	0	9090100	9090070							1		
909011			0	-1				1	0	9090110	9090080							1		
909012			0	-1				1	0	9090120			909012000							
909013			0	-1				1	0	9090130	9090120							1		
909101			0	-1				1	0	9091010	9091010		909101000					1		
909102			0	-1				1	0	9091020	9091020		909102000					1		
909103			0	-1				1	0	9091030	9091030		909103000					1		
909104			0	0				1	0	9091040										
909105			0	-1				1	0	9091050	9091010		909105000					1		
909107			0	-1				-1	0	9091070	9091070		909107000					1		
909108			0	-1				1	0	9091080	9091080			FxMe1UnknownFashe01	Bip001Prop1			1		
909109			0	-1				1	0	9091090	9091080							1		
909110			0	-1				1	0	9091100			909110000					1		
909111			0	-1				1	0	9091110	9091100							1		
909113			0	-1				1	0	9091130			909113000					1		
909114			0	4				1	0	9091140			909114000					1		
909115			0	-1				1	0	9091150			909115000					1		
909128			0	-1				1	0	9091280			909128000					1		
909129			0	-1				1	0	9091290			909129000					1		
909130			0	-1				1	0	9091300			909130000					1		
909131			0	-1				1	0	9091310			909131000					1		
909116			0	1				1	0	9091160	9091150|9091280|9091290|9091300|9091310							1		
909117			0	2.5				1	0	9091170	9089050		909117000					1		
909119			0	2.5				1	0	9091190	9089050		909119000					1		
909118			0	-1				1	0	9091180	9091170|9091190							1		
909121			0	-1				1	0	9091210	9091210		909121000							
909122			0	-1				-1	0	9091220	9091220		909122000							
909123			0	-1				-1	0	9091230										
909124			0	-1				1	0	9091240|1000			909124000					1		
909125			0	-1				1	0	9091250|1000			909125000					1		
909126			0	-1				1	0	9091260	9091240|9091250							1		
909132			0	5.667				1	0	9091320|401			909132000					1		
909133			0	-1				1	0	9091330	9000070							1		
909134			0	-1				-1	0	9091340	9091340		909134000							
909201			0	-1				99	0	9092010										
909202			0	2				1	0	9092020			909202000							
909203			0	1.8				1	0	9092030			909203000							
909204			0	1.8				99	0	9092040			909204000							
909205			0	0.5				99	0	9092050			909205000							
909206			0	-1				1	0	9092060			909206000							
909207			0	-1				1	0	9092070			909207000							
909208			0	15				1	0	9092080			909208000							
909209			0	15				1	0	9092090			909209000							
909210			0	15				1	0	9092100			909210000							
909211			0	-1				1	0	9092110	9092110|9092120|9092160|9092170			FxMo1KuronewyearFace02Dummy001	Dummy001			1		
909212			0	-1				1	0	9092120	9092110|9092120|9092160|9092170			FxMo1KuronewyearFace03Dummy001	Dummy001			1		
909213			0	-1				1	0	9092130	9092110|9092120|9092160|9092170							1		
909214			0	-1				-1	0	9092140			909214000							
909215			0	-1				1	0	9092150			909215000							
909216			0	10				1	0	9092160	9092110|9092120|9092160|9092170			FxMo1KuronewyearFace04Dummy001	Dummy001			1		
909217			0	-1				1	0	9092170	9092110|9092120|9092160|9092170			FxMo1KuronewyearFace01Dummy001	Dummy001			1		
909218			0	-1				1	0	9092180	9092110|9092120|9092160|9092170|9092180			FxMo1KuronewyearFace04Dummy011	Dummy001			1		
909219			0	-1				1	0	9092190			909219000					1		
