Id	Name	Desc	Delay	Duration	EffectType	AffixId	GroupIds	Limit	Cd	Kind	Cover	Mutex	Magic	Effect	EffectJoint	TriggerMagic	TriggerInterval	TriggerOnAdd	Icon	DyingRemove
301100			0	-1				1	0	3011000			301100000							
301101			0	-1				1	0	3011010										
301102			0	-1				1	0	3011020			301102000							
301103			0	0				1	0	3011030	3011000	3011000						1		
301104			0	-1				1	0	3011040										
301108			0	3				1	0	3011080			301108000							
301109			0	3				1	0	3011090			301109000							
301110			0	3				1	0	3011100			301110000							
301130			0	-1				1	0	3011300			301130000							
301131			0	2				1	0	3011310|17|5|10			301131000							
301150			0	-1				1	0	3011500			301150000							
301170			0	-1				1	0	3011700			301170000							
301171			0	0				99	0	3011710			301171000							
301190			0	-1				1	0	3011900			301190000							
301210			0	-1				1	0	3012100			301210000							
301211			0	0.05				1	0	3012110|17|5|10			301211000							
301230			0	-1				1	0	3012300			301230000							
301250			0	-1				1	0	3012500			301250000							
301270			0	-1				1	0	3012700			301270000							
301290			0	-1				1	0	3012900			301290000							
301310			0	-1				1	0	3013100			301310000							
301330			0	-1				1	0	3013300			301330000							
301331			0	-1				1	0	3013310	8001160	8001160								
301350			0	-1				1	0	3013500			301350000							
301353			0	3				1	0	3013530|17|5|10			301353000							
301370			0	-1				1	0	3013700			301370000							
301390			0	-1				1	0	3013900			301390000							
301410			0	-1				1	0	3014100			301410000							
301430			0	-1				1	0	3014300			301430000							
301433			0	1				1	0	3014330|17|5|10			301433000							
301450			0	-1				1	0	3014500			301450000							
301453			0	3.3				1	0	3014530			301453000							
301454			0	0				1	0	3014540			301454000							
301470			0	-1				1	0	3014700			301470000							
301471			0	0				99	0	3014710			301471000							
301472			0	0				99	0	3014720			301472000							
301473			0	0				99	0	3014730			301473000							
301490			0	-1				1	0	3014900			301490000							
301491			0	0				99	0	3014910			301491000							
301492			0	6				1	0	3014920|17|5|10			301492000							
301510			0	-1				1	0	3015100			301510000							
