Id	Name	Desc	Delay	Duration	EffectType	AffixId	GroupIds	Limit	Cd	Kind	Cover	Mutex	Magic	Effect	EffectJoint	TriggerMagic	TriggerInterval	TriggerOnAdd	Icon	DyingRemove	EndMagic	ShowType
909300			0	-1				1	0	9093000				FxMo1YingdengyuAtk01DengHold	deng03			1				
909301			0	0				1	0	9093010	9093000		909301000					1				
909302			0	-1				1	0	9093020			909302000					1				
909303			0	4				1	0	9093030	9093070		909303000									
909304			0	-1				1	0	9093040	9093030		909304000									
909305			0	10				1	0	9093050	9093040		909305000									
909306			0	10				1	0	9093060	9093040		909306000					1				
909307			0	10				1	0	9093070	9093040|9093050|9093060											
909308			0	-1				1	0	9093080				FxMo1YingdengyuAtk01Deng	deng03			1				
909309			0	0				1	0	9093090	9093080	9093080	909309000									
909310			0	-1				1	0	9093100				FxMo1YingdengyuAtk02Tuciloop	Mo1YingdengyuMd010001							
909311			0	0				1	0	9093110	9093100	9093100	909311000									
909312			0	-1				1	0	9093120				FxMo1YingdengyuAtk05out	deng03							
909313			0	-1				1	0	9093130				FxMo1YingdengyuAtk05OutCanying	deng03							
909314			0	0				1	0	9093140												
909315			0	0				1	0	9093150												
909316			0	-1				1	0	9093160			909316000									
909317			0	8				1	0	9093170				FxMo1YingdengyuAtk06Posui	deng03							
909318			0	-1				1	0	9093180				FxMo1YingdengyuAtk04TouLoop	tou			1				
909319			0	-1				1	0	9093190				FxMo1YingdengyuAtk04XSLoop	tou			1				
909320			0	0				1	0	9093200	9093190	9093190	909320000									
909321			0	0				1	0	9093210	9093180	9093180	909321000									
909322			0	0				1	0	9093220	9000070	9000070	909322000									
909323			0	-1				1	0	9093230			909323000									
909324			0	0				1	0	9093240	9093230	9093230	909324000									
909325			0	-1				1	0	9093250			909325000									
909326			0	0				1	0	9093260	9093250	9093250	909326000									
909327			0	1.5				1	0	9093270				FxMo1YingdengyuAtk05out	deng03							
909328			0	1.5				1	0	9093280				FxMo1YingdengyuAtk03in	deng03							
909329			0	2				1	0	9093290				FxMo1YingdengyuAtk03inCanying								
909330			0	2				1	0	9093300				FxMo1YingdengyuAtk05OutCanying								
909331			0	-1				1	0	9093310												
909332			0	1				1	0	9093320				FxMo1YingdengyuDengLiang	deng03							
909333			0	1				1	0	9093330				FxMo1YingdengyuDengAn	deng03							
909334			0	-1				1	0	9093340												
909335			0	6				1	0	9093350			909335000									
909336			0	-1				1	0	9093360				FxMo1YingdengyuXuruoLoop	tou							
909337			0	-1				1	0	9093370			909337000									
909338			0	4.5				1	0	9093380			909338000	FxTongyongYunxuan	MarkCase							
909401			0	0.3				1	0	9094010			909401000									
909402			0	0				1	0	9094020			909402000									
909403			0	0				1	0	9094030			909403000									
909404			0	0.9				1	0	9094040			909404000									
845000			0	-1				1	0	8450000			845000000									
845001			0	-1				1	0	8450010			845001000									
845002			0	-1				1	0	8450020			845002000									
845003			0	-1				1	0	8450030			845003000									
