Id	Name	Desc	Delay	Duration	EffectType	AffixId	GroupIds	Limit	Cd	Kind	Cover	Mutex	Magic	Effect	EffectJoint	TriggerMagic	TriggerInterval	TriggerOnAdd	Icon	DyingRemove
9981				-1									99810							
9983				-1									99830							
9984				-1									99840							
8340				-1									83400							
8341				-1									83410							
8342				-1									83420							
8343				-1									83430							
8345				-1									83450							
9066				-1									90660							
9069				-1									90690							
8370				-1									83700							
8371				-1									83710							
9074				-1									90740							
9076				-1									90760							
9077				-1									90770							
9078				-1									90780							
9079				-1									90790							
9081				-1									90810							
9080				-1									90800							
9082				-1									90820							
8410				-1									84100							
8411				-1									84110							
9070				-1									90700							
8380				-1									83800							
