Id	Name	Desc	Delay	Duration	EffectType	AffixId	GroupIds	Limit	Cd	Kind	Cover	Mutex	Magic	Effect	EffectJoint	TriggerMagic	TriggerInterval	TriggerOnAdd	Icon	DyingRemove	EndMagic	ShowType
9093				-1									90930									
9094				-1									90940									
8450				-1									84500									
8451				-1									84510									
8452				-1									84520									
8481				-1									84810									
8480				-1									84800									
8488				-1									84880									
8220				-1									82200									
8221				-1									82210									
8222				-1									82220									
8223				-1									82230									
8229				-1									82290									
8540				-1									85400									
8541				-1									85410									
8542				-1									85420									
8543				-1									85430									
8544				-1									85440									
8545				-1									85450									
