Id	Name	Desc	Delay	Duration	EffectType	AffixId	GroupIds	Limit	Cd	Kind	Cover	Mutex	Magic	Effect	EffectJoint	TriggerMagic	TriggerInterval	TriggerOnAdd	Icon	DyingRemove	EndMagic	ShowType
103206			0	0				1	0	1032060			103206000					1				
103207			0	0				1	0	1032070			103207000					1				
103208			0	0				1	0	1032080			103208000					1				
103209			0	0				1	0	1032090			103209000					1				
103222			0	0				1	0	1032220			103222000					1				
103223			0	0.15				1	0	1032230|8	1032230	10|15	103223000					1				
103247			0	-1				1	0	1032470			103247000									
103256			0	0.15				1	0	1032560	1032560		103256000									
103257			0	-1				1	0	1032570	1032730		103257000	FxTongyongJiagong	HitCase			1				
103258			0	-1				1	0	1032580	1032990		103258000	FxTongyongJiagong	HitCase			1				
103259			0	3.4				1	0	1032590|1	1032590		103259000									
103260			0	-1				1	0	1032600|411			103260000	FxR4LuxiyaPinzhiGuadianBip001RForearm	Bip001RForearm							
103261			0	-1				1	0	1032610				FxR4LuxiyaSanreqi	Root			1				
103262			0	0				1	0	1032620	1032610|1032880							1				
103263			0	1				1	0	1032630			103263000					1				
103264			0	1				1	0	1032640			103264000					1				
103265			0	0				1	0	1032650	1032230|1032630|1032640							1				
103266			0	0.9				1	0	1032660	1032660		103266000									
103267			0	-1				1	0	1032670	1032670		103267000					1				
103268			0	-1				1	0	1032680	1032680							1				
103269			0	0				1	0	1032690	1032680|1032570|1032580							1				
103270			0	-1				1	0	1032700	1032700		103270000					1				
103271			0	-1				1	0	1032710	1032710							1				
103272			0	-1				1	0	1032720	1032720		103272000					1				
103273			0	-1				1	0	1032730	1032730		103273000	FxTongyongJiagong	HitCase			1				
103275			0	-1				1	0	1032750	1032750		103275000					1				
103276			0	-1				1	0	1032760	1032760							1				
103277			0	-1				1	0	1032770			103277000					1				
103278			0	0.3				1	0	1032780	1032780			FxR4LuxiyaWuqiBEnd	WeaponCase2			1				
103279			0	-1				1	0	1032790			103279000									
103280			0	3.8				1	0	1032800|402			103280000					1				
103281			0	-1				1	0	1032810|403			103281000					1				
103282			0	2.2				1	0	1032820|401			103282000					1				
103283			0	-1				1	0	1032830	1032830			FxR4LuxiyaWuqiB	WeaponCase2			1				
103284			0	0.3				1	0	1032840	1032830							1				
103285			0	1.1				1	0	1032850				FxR4LuxiyaAttack51WuqiB	WeaponCase2			1				
103286			0	1.5				1	0	1032860|18|5|10	1032860		103286000	FxR4LuxiyaAttackBingdong				1				
103287			0	-1				1	0	1032870	1032870		103287000					1				
103288			0	-1				1	0	1032880	1032880			FxR4LuxiyaSanreqiB	WeaponCase2			1				
103289			0	0.35				1	0	1032890|3			103289000									
103290			0	0				1	0	1032900	1032870							1				
103291			0	-1				1	0	1032910			103291000									
103292			0	-1				1	0	1032920|101|100|6			103292000									
103293			0	-1				1	0	1032930|101|100|6			103293000									
103294			0	-1				1	0	1032940	1032940		103294000					1				
103296			0	8				1	0	1032960	1032960			FxTongyongJianfang	HitCase							
103297			0	-1				1	0	1032970	1032970		103297000					1				
103298			0	0				1	0	1032980	1032980		103298000					1				
103299			0	-1				1	0	1032990	1032990		103299000	FxTongyongJiagong	HitCase			1				
103200			0	-1				1	0	1032000												
113267			0	-1				1	0	1132670			113267000									
113268			0	0				1	0	1132680	1132670							1				
