Id	Name	Desc	Delay	Duration	EffectType	AffixId	GroupIds	Limit	Cd	Kind	Cover	Mutex	Magic	Effect	EffectJoint	TriggerMagic	TriggerInterval	TriggerOnAdd	Icon	DyingRemove	EndMagic	ShowType
741866			0	-1				1	0	7418660			741866000					1				
741867			0	-1				1	0	7418670				FxTDSummonPoint02				1				
741868			0	1				1	0	7418680	7418670|7418960	7418670|7418960						1				
741869			0	-1				1	0	7418690			741869000					1				
741870			0	-1				1	0	7418700				FxQuanXiDiBu				1				
741871			0	-1				1	0	7418710	7418720			FxQuanXiCaoZuo01Red				1				
741872			0	-1				1	0	7418720	7418710			FxQuanXiCaoZuo01Blue				1				
741873			0	-1				1	0	7418730	7418740			FxQuanXiJianTouAn02				1				
741874			0	-1				1	0	7418740	7418730			FxQuanXiJianTouLiang02				1				
741875			0	-1				1	0	7418750	7418760			FxQuanXiJianTouAn01				1				
741876			0	-1				1	0	7418760	7418750			FxQuanXiJianTouLiang01				1				
741877			0	-1				1	0	7418770	7418780			FxQuanXiJianTouAn04				1				
741878			0	-1				1	0	7418780	7418770			FxQuanXiJianTouLiang04				1				
741879			0	-1				1	0	7418790	7418800			FxQuanXiJianTouAn03				1				
741880			0	-1				1	0	7418800	7418790			FxQuanXiJianTouLiang03				1				
741881			0	-1				1	0	7418810	7418820			FxQuanXiRoomJianTouRed02				1				
741882			0	-1				1	0	7418820	7418810			FxQuanXiRoomJianTouBlue02				1				
741883			0	-1				1	0	7418830	7418840			FxQuanXiRoomJianTouRed01				1				
741884			0	-1				1	0	7418840	7418830			FxQuanXiRoomJianTouBlue01				1				
741885			0	-1				1	0	7418850	7418860			FxQuanXiRoomJianTouRed04				1				
741886			0	-1				1	0	7418860	7418850			FxQuanXiRoomJianTouBlue04				1				
741887			0	-1				1	0	7418870	7418880			FxQuanXiRoomJianTouRed03				1				
741888			0	-1				1	0	7418880	7418870			FxQuanXiRoomJianTouBlue03				1				
741889			0	-1				1	0	7418890				FxQuanXiRoomN01				1				
741890			0	-1				1	0	7418900				FxQuanXiRoomN02				1				
741891			0	-1				1	0	7418910				FxQuanXiRoomN03				1				
741892			0	-1				1	0	7418920				FxQuanXiRoomN04				1				
741893			0	-1				1	0	7418930			741893000					1				
741894			0	1				1	0	7418940	7418700|7418710|7418720|7418730|7418740|7418750|7418760|7418770|7418780|7418790|7418800|7418810|7418820|7418830|7418840|7418850|7418860|7418870|7418880|7418890|7418900|7418910|7418920|7418930	7418700|7418710|7418720|7418730|7418740|7418750|7418760|7418770|7418780|7418790|7418800|7418810|7418820|7418830|7418840|7418850|7418860|7418870|7418880|7418890|7418900|7418910|7418920|7418930						1				
741895			0	-1				1	0	7418950			741895000					1				
741896			0	-1				1	0	7418960				FxTDSummonPoint01				1				
741897			0	2				1	0	7418970			741897000					1				
741898			0	2				1	0	7418980			741898000					1				
741899			0	-1				1	0	7418990			741899000					1				
741900			0	-1				1	0	7419000			741900000					1				
741901			0	1				1	0	7419010	7418990|7419000	7418990|7419000						1				
741902			0	-1				1	0	7419020			741902000					1				
741903			0	-1				1	0	7419030			741903000					1				
741904			0	0.5				1	0	7419040			741904000									
741905			0	-1				1	0	7419050			741905000									
741906			0	-1				1	0	7419060			741906000					1				
741907			0	-1				1	0	7419070			741907000									
741908			0	-1				1	0	7419080			741908000									
741909			0	-1				1	0	7419090			741909000									
741910			0	-1				1	0	7419100			741910000									
741911			0	-1				1	0	7419110	7102330	7102330	741911000									
741912			0	-1				1	0	7419120				FxFireflyShader				1				
741913			0	-1				1	0	7419130				FxFireflyLightBall				1				
741914			0	-1				1	0	7419140				FxFireflyLight01				1				
741915			0	-1				1	0	7419150				FxShadow				1				
741916			0	-1				-1	0	7419160	7419160			FxBottle02				1				
741917			0	-1				1	0	7419170			741917000					1				
741918			0	-1				1	0	7419180				FxDarkEnvironment				1				
741919			0	-1				1	0	7419190			741919000					1				
741920			0	-1				1	0	7419200			741920000					1				
741921			0	-1				1	0	7419210			741921000									
