Id	Name	Desc	Delay	Duration	EffectType	AffixId	GroupIds	Limit	Cd	Kind	Cover	Mutex	Magic	Effect	EffectJoint	TriggerMagic	TriggerInterval	TriggerOnAdd	Icon	DyingRemove
110817			0	1.4				1	0	1108170			110817000							
110819			0	1.4	8			1	0	1108190|8	1108190	10|15	110819000	FxTongyongBati	HitCase			1		
110823			0	0.3				1	0	1108230	1108230		110823000					1		
110824			0	0				1	0	1108240	1108230							1		
110825			0	0				1	0	1108250	1108190							1		
110826			0	1.4				1	0	1108260			110826000							
110827			0	1.4				1	0	1108270			110827000							
110828			0	1.4				1	0	1108280			110828000							
110829			0	1.4				1	0	1108290			110829000							
110836			0	0.8				1	0	1108360	1108360		110836000					1		
110837			0	0.8				1	0	1108370	1108370		110837000					1		
110840			0	-1				1	0	1108400			110840000							
110841			0	-1				1	0	1108410			110841000							
110843			0	-1				1	0	1108430				FxR3LunaAtk40scene	Root			1		
110844			0	-1				1	0	1108440			110844000							
110845			0	0				1	0	1108450										
110846			0	-1				1	0	1108460	1108460		110846000							
110848			0	0				1	0	1108480	1108460							1		
110849			0	-1				1	0	1108490			110849000							
110852			0	0.2				1	0	1108520	1108520		110852000					1		
110853			0	0.3	8			1	0	1108530|8	1108530	10|15	110853000	FxTongyongBati	HitCase			1		
110854			0.3	0				1	0	1108540			110854000							
110857			0	2.9				1	0	1108570|402			110857000							
110858			0	3				1	0	1108580|1	1108580		110858000							
110861			0	0.3				1	0	1108610			110861000					1		
110862			0	0.65				1	0	1108620			110862000							
110863			0	-1				1	0	1108630	1108620		110863000					1		
110864			0	0				1	0	1108640	1108610|1108620							1		
110865			0	0				1	0	1108650	1108610|1108620|1108630							1		
110866			0	0.1				1	0	1108660			110866000					1		
110867			0	-1				1	0	1108670	1108620		110867000					1		
110868			0	-1				1	0	1108680			110868000							
110869			0	-1				1	0	1108690			110869000							
110870			0	3.95				1	0	1108700|401			110870000							
110871			0	-1				1	0	1108710|403			110871000							
110876			0	0.8				1	0	1108760	1108760		110876000					1		
110877			0	0				1	0	1108770	1108760									
110879			0	0				1	0	1108790										
110880			0	-1				1	0	1108800			110880000							
110881			0	-1				1	0	1108810			110881000							
110882			0	-1				1	0	1108820|105|100|6			110882000							
110883			0	0				1	0	1108830										
110884			0	0				1	0	1108840										
110885			0	0				1	0	1108850										
110886			0	0				1	0	1108860										
110887			0	0				1	0	1108870										
110889			0	-1				1	0	1108890|411			110889000	FxR3LunaPinzhiGuadianBip001LForearm	Bip001LForearm					
110890			0	-1				1	0	1108900			110890000							
110892			0	-1				1	0	1108920										
110893			0	-1				1	0	1108930			110893000							
110897			0	0.2				1	0	1108970|101|100|6			110897000							
