Id	Name	Desc	Delay	Duration	EffectType	AffixId	GroupIds	Limit	Cd	Kind	Cover	Mutex	Magic	Effect	EffectJoint	TriggerMagic	TriggerInterval	TriggerOnAdd	Icon	DyingRemove	EndMagic	ShowType
100000			0	3				1	0	1000000			100000000									
100001			0	2.5				1	0	1000010	3|401|402	3|401|402	100001000									
100003			0	-1				1	0	1000030|10011			100003000									
100004			0	-1				1	0	1000040|10021			100004000									
100005			0	0				1	0	1000050	1000900|1000910	1000900|1000910										
100006			0	0.8				1	0	1000060			100006000									
100007			0	2.5				1	0	1000070			100007000									
100008			0	-1				1	0	1000080		4										
100009			0	0				1	0	1000090	1000080|1000360|1000370	1000080|1000360|1000370										
100011			0	10				1	0	1000110			100011000									
100012			0	-1				1	0	1000120			100012000									
100013			0	0				1	0	1000130	1000120	1000120										
100014			0	2				1	0	1000140				FxDead	Root							
100015			0	0				1	0	1000150	1000110											
100016			1	1.5				1	0	1000160			100016000									
100017			0	-1				1	0	1000170			100017000									
100018			0	-1				1	0	1000180			100018000									
100019			0	-1				1	0	1000190|1000193			100019000									
100020			0	-1				1	0	1000200			100020000									
100021			0	3				1	0	1000210			100021000	FxBuffZhansha	Root							
100026			0	-1				1	0	1000260			100026000									
100027			0	1.5				1	0	1000270				FxBorn01	Root							
100028			0	0.2				1	0	1000280	1000280			FxTongyongHit	Root							
100033			0	0.5				1	0	1000330			100033000									
100038			0	2	8			1	0	1000380|8	1000380	10|15	100038000	FxTongyongBati	Root			1				
100039			0	2	9			1	0	1000390|9|8	1000390	5|10|15|200	100039000	FxTongyongWudi	Root			1				
100040			0	0.1				1	0	1000400|1000403	1000190	1000190										
100041			0	-1				1	0	1000410	1000410		100041000								199944	
100042			0	0				1	0	1000420	1000410											
100043			0	1				1	0	1000430				FxJiasu01	Root							
100044			0	-1				1	0	1000440			100044000	FxJiasu02	Root							
100045			0	0				1	0	1000450	1000440											
100046			0	-1				1	0	1000460			100046000									
100047			0	0.5				1	0	1000470												
100048			0	0				1	0	1000480	1000470	1000470										
100049			0	-1				1	0	1000490			100049000									
100050			0	-1				1	0	1000500			100050000									
100051			0	-1				1	0	1000510			100051000									
100052			0	-1				1	0	1000520			100052000									
100053			0	-1				1	0	1000530			100053000									
100054			0	-1				1	0	1000540			100054000					1				
