Id	Name	Desc	Delay	Duration	EffectType	AffixId	GroupIds	Limit	Cd	Kind	Cover	Mutex	Magic	Effect	EffectJoint	TriggerMagic	TriggerInterval	TriggerOnAdd	Icon	DyingRemove
7001				-1									70010							
7002				-1									70020							
7003				-1									70030							
7005				-1									70050							
7008				-1									70080							
7007				-1									70070							
7012				-1									70120							
7006				-1									70060							
7004				-1									70040							
7023				-1									70230							
7011				-1									70110							
7009				-1									70090							
7010				-1									70100							
7102				-1									71020							
7112				-1									71120							
7022				-1									70220							
7032				-1									70320							
7104				-1									71040							
7014				-1									70140							
7015				-1									70150							
7103				-1									71030							
7107				-1									71070							
7109				-1									71090							
7202				-1									72020							
7203				-1									72030							
7311				-1									73110							
7306				-1									73060							
