Id	Name	Desc	Delay	Duration	EffectType	AffixId	GroupIds	Limit	Cd	Kind	Cover	Mutex	Magic	Effect	EffectJoint	TriggerMagic	TriggerInterval	TriggerOnAdd	Icon	DyingRemove
774001			0	-1				1	0	7740010			774001000							
774002			0	-1				1	0	7740020			774002000							
774003			0	-1				1	0	7740030			774003000							
774004			0	-1				1	0	7740040			774004000							
774005			0	-1				1	0	7740050			774005000							
774006			0	-1				1	0	7740060			774006000							
774007			0	-1				1	0	7740070			774007000							
774008			0	-1				1	0	7740080			774008000							
774009			0	-1				1	0	7740090			774009000							
774010			0	-1				1	0	7740100			774010000							
774011			0	-1				1	0	7740110			774011000							
774012			0	-1				1	0	7740120			774012000							
774013			0	-1				1	0	7740130			774013000							
774014			0	-1				1	0	7740140			774014000							
774015			0	-1				1	0	7740150			774015000							
774016			0	-1				1	0	7740160			774016000							
774017			0	-1				1	0	7740170			774017000							
774018			0	-1				1	0	7740180			774018000							
774019			0	-1				1	0	7740190			774019000							
774020			0	-1				1	0	7740200			774020000							
774021			0	-1				1	0	7740210			774021000							
774022			0	-1				1	0	7740220			774022000							
774023			0	-1				1	0	7740230			774023000							
774024			0	-1				1	0	7740240			774024000							
774025			0	-1				1	0	7740250			774025000							
774026			0	-1				1	0	7740260			774026000							
774027			0	-1				1	0	7740270			774027000							
774028			0	-1				1	0	7740280			774028000							
774029			0	-1				1	0	7740290			774029000							
774030			0	-1				1	0	7740300			774030000							
774031			0	-1				1	0	7740310			774031000							
774032			0	-1				1	0	7740320			774032000							
774033			0	-1				1	0	7740330			774033000							
774034			0	0.1				1	0	7740340										
774035			0	-1				1	0	7740350			774035000							
774037			0	5				5	0	7740370			774037000							
774038			0	-1				1	0	7740380			774038000							
774039			0	-1	111			1	0	7740390|111|110|100|6	7740390	7740390	774039000	FxEquipHudun	HitCase					
774040			0	10				1	0	7740400			774040000	FxTongyongJiagong	HitCase					
774041			0	-1				1	0	7740410			774041000							
774042			0	-1	111			1	0	7740420|111|110|100|6	7740420	7740420	774042000	FxEquipHudun	HitCase					
774043			0	10				1	0	7740430			774043000	FxTongyongJiagong	HitCase					
774044			0	-1				1	0	7740440			774044000							
774045			0	-1	111			1	0	7740450|111|110|100|6	7740450	7740450	774045000	FxEquipHudun	HitCase					
774046			0	10				1	0	7740460			774046000	FxTongyongJiagong	HitCase					
774047			0	-1				1	0	7740470			774047000							
774048			0	-1	111			1	0	7740480|111|110|100|6	7740480	7740480	774048000	FxEquipHudun	HitCase					
774049			0	10				1	0	7740490			774049000	FxTongyongJiagong	HitCase					
775100			0	-1				1	0	7751000			775100000							
775102			0	-1				1	0	7751020			775102000							
775104			0	0				1	0	7751040			775104000					1		
775105			0	-1	6			1	0	7751050|8	7751050	10|15	775105000	FxTongyongBati	HitCase			1		1
775106			0	-1				1	0	7751060|6			775106000					1		1
775107			0	-1				1	0	7751070			775107000							
775108			0	-1	101			-1	0	7751080|101|100|6			775108000	FxTongyongJiagong	HitCase					
775109			0	-1				1	0	7751090			775109000							
775110			0	-1				1	0	7751100			775110000							
775112			0	-1				1	0	7751120			775112000							
775113			0	-1				1	0	7751130			775113000							
775114			0	8	111			1	0	7751140|111|110|100|6	7751140		775114000	FxEquipHudun	HitCase			1		
775115			0	-1				1	0	7751150			775115000							
775117			0	-1				1	0	7751170			775117000							
775120			0	-1				1	0	7751200			775120000							
775121			0	10	202			1	0	7751210|202|200|5			775121000	FxTongyongJianfang	HitCase			1		
775122			0	10	202			1	0	7751220|202|200|5			775122000	FxTongyongJianfang	HitCase			1		
775125			0	-1				1	0	7751250			775125000							
775127			0	-1				1	0	7751270			775127000							
775128			0	10				1	0	7751280	7751280			FxPet3HeonAtk11HuoBiaoji	MarkCase			1		
775129			0	10				1	0	7751290	7751290			FxPet3HeonAtk11LeiBiaoji	MarkCase			1		
775130			0	-1				1	0	7751300			775130000							
