Id	Name	Desc	Delay	Duration	EffectType	AffixId	GroupIds	Limit	Cd	Kind	Cover	Mutex	Magic	Effect	EffectJoint	TriggerMagic	TriggerInterval	TriggerOnAdd	Icon	DyingRemove
93220096			2	-1									93220097					1		
93220098			2	-1									93220099					1		
93220094			2	-1									93220095					1		
93220092			2	-1									93220093					1		
93240096			1.1	-1									93240097					1		
93240098			1.1	-1									93240099					1		
93240094			1.1	-1									93240095					1		
93240092			1.1	-1									93240093					1		
93290096			1.1	-1									93290097					1		
93290098			1.1	-1									93290099					1		
93290094			1.1	-1									93290095					1		
93290092			1.1	-1									93290093					1		
93330096			1.1	-1									93330097					1		
93330098			1.1	-1									93330099					1		
93330094			1.1	-1									93330095					1		
93330092			1.1	-1									93330093					1		
