Id	Name	Desc	Delay	Duration	EffectType	AffixId	GroupIds	Limit	Cd	Kind	Cover	Mutex	Magic	Effect	EffectJoint	TriggerMagic	TriggerInterval	TriggerOnAdd	Icon	DyingRemove	EndMagic	ShowType
742700			0	-1				1	0	7427000			742700000									
742701			0	-1				1	0	7427010			742701000									
742702			0	-1				1	0	7427020			742702000									
742703			0	-1				1	0	7427030			742703000									
742704			0	-1				1	0	7427040			742704000									
742705			0	-1				1	0	7427050			742705000									
742706			0	-1				1	0	7427060			742706000									
742707			0	-1				1	0	7427070			742707000									
742708			0	-1				1	0	7427080			742708000									
742709			0	-1				1	0	7427090			742709000									
742710			0	-1				1	0	7427100			742710000									
742711			0	-1				1	0	7427110			742711000									
742712			0	-1				1	0	7427120			742712000									
742713			0	-1				1	0	7427130			742713000									
742714			0	-1				1	0	7427140			742714000									
742715			0	-1				1	0	7427150			742715000									
742716			0	-1				1	0	7427160			742716000									
742717			0	-1				1	0	7427170			742717000									
742718			0	-1				1	0	7427180			742718000									
742719			0	-1				1	0	7427190			742719000									
742720			0	-1				1	0	7427200			742720000									
742721			0	-1	101			-1	0	7427210|101|100|6			742721000	FxTongyongJiagong	HitCase							
742722			0	-1				1	0	7427220			742722000									
742723			0	-1		720011		1	0	7427230			742723000									
742724			0	-1				1	0	7427240			742724000									
742725			0	1.5				1	0	7427250												
742726			0	1.5				1	0	7427260												
742727			0	1.5				1	0	7427270												
742728			0	1.5				1	0	7427280												
742729			0	-1				1	0	7427290				FxRuodianShang2	Root							
742731			0	1				1	0	7427310				FxRuodianjipoShang2	Root							
742732			0	-1				1	0	7427320				FxRuodianXia2	Root							
742734			0	1				1	0	7427340				FxRuodianjipoXia2	Root							
742735			0	-1				1	0	7427350				FxRuodianZuo2	Root							
742737			0	1				1	0	7427370				FxRuodianjipoZuo2	Root							
742738			0	-1				1	0	7427380				FxRuodianYou2	Root							
742740			0	1				1	0	7427400				FxRuodianjipoYou2	Root							
742741			0	-1				100	0	7427410			742741000									
742742			0	0				1	0	7427420			742742000					1				
