Id	Name	SkillType	CastTime	AfterTime	Animation	StandStage	CastMagicIds	FinalMagicIds	Cd	DistNoTarget	SkillMoveType	DistAbort	SkillMoveTrackDistance	MissileLockTarget	SkillFaceType	DodgeLimitTime	SkillPriority	Snapshot	SkillAnimationPriority	CoexistSkills
909801	普攻1-抖抖抖起手		1.137	0.93	Attack01			909829		10	6		0		4					
909802	普攻2-盾牌冲锋		0.3	1.867	Attack02			909829|909832		10	6		0		4					
909803	普攻3-盾牌上挑		1	1.333	Attack03			909829		10	6		0		4					
909804	普攻4-下砸		2.333	0	Attack04			909829		10	6		0		4					
909805	开车车start		0.9	0	Attack05		909817			10	6		0		4					
909806	开车车loop		999	0	Attack06			909832		10	6		0		4					
909807	开车车end		0.1	1.567	Attack07			909829		10	6		0		4					
909808	盾牌跳砸Start		0.5	0.367	Attack08					10	6		0		4					
909809	盾牌跳砸end		0.633	1	Attack09					10	6		0		4					
909810	旋转挥击		2.5	0	Attack10			909829		10	6		0		4					
909811	跳跃砸地		3.333	0	Attack11			909829		10	6		0		4					
909812	故障start复刷关		2.167	0	Attack18		909818			10	6		0		4					
909813	后跳·一脉相承		1.067	2	Attack12			909829		10	6		0		4					
909814	蓄能激光		2.4	0	Attack13			909829		10	6		0		4					
909815	慢速旋转挥击		3.167	0	Attack23			909829		10	6		0		4					
909816	防御姿态start		1.067	0	Attack14		909835			10	6		0		4					
909817	防御姿态loop		1.467	0	Attack15					10	6		0		4					
909818	防御姿态end①		1.333	0	Attack16		909826	909836|909829		10	6		0		4					
909819	防御姿态end②		1.667	0	Attack17		909826	909836|909829		10	6		0		4					
909820	故障start		2.167	0	Attack18		909818|909820			10	6		0		4					
909821	故障loop		999	0	Attack19					10	6		0		4					
909822	故障end		1.467	0	Attack21		909819			10	6		0		4					
909823	移动盾牌上挑		1	1.333	Attack03			909829		10	6		0		4					
909824	防御姿态loop2		1.467	0	Attack15					10	6		0		4					
930101	憨憨手刀攻击		1.6	1.467	Attack01					10	6		0		4					
930102	手刀连击		2.5	0	Attack11					10	6		0		4					
930103	清洁模式in		1.333	0	Attack02		930122			10	6		0		4					
930104	清洁模式loop		999	0	Attack21		930159|930161|930204|930166	930155|930160|930162|930167|930207		10	6		0		4					
930105	清洁模式out		1	0	Attack22			930155		10	6		0		4					
930106	不稳定的水枪		6.867	0	Attack03					10	6		0		4					
930107	吹泡泡		4.167	0	Attack04		930163			10	6		0		4					
930108	绕圈拖地in		2	0	Attack51					10	6		0		4					
930109	绕圈拖地loop		999	0	Attack52					10	6		0		4					
930110	绕圈拖地out		2	0	Attack53					10	6		0		4					
930111	直线扫地in		1.6	0	Attack54					10	6		0		4					
930112	直线扫地loop		999	0	Attack55					10	6		0		4					
930113	直线扫地out		1.933	0	Attack56					10	6		0		4					
930114	水面移动		999	0	Attack60					10	6		0		4					
930115	右水面跳出		1.833	0	Attack61		930158|930159|930161	930160|930162		10	6		0		4					
930116	右手射击in		0.5	0	Attack62					10	6		0		4					
930117	右手射击loop		999	0	Attack63					10	6		0		4					
930118	右手射击out		0.667	0	Attack64			930151		10	6		0		4					
930119	左手射击in		0.5	0	Attack65					10	6		0		4					
930120	左手射击loop		999	0	Attack66					10	6		0		4					
930121	左手射击out		0.667	0	Attack67			930153		10	6		0		4					
930122	左水面跳出		1.833	0	Attack61		930158|930159|930161	930160|930162		10	6		0		4					
930123	躺着不动		999	0	Attack99					10	6		0		4					
930124	左水面跳出（远）		1.833	0	Attack61		930158|930159|930161	930160|930162		10	6		0		4					
930125	右水面跳出（远）		1.833	0	Attack61		930158|930159|930161	930160|930162		10	6		0		4					
930201	后跳甩尾		2.067	0	Attack01					10	6		0		4					
930202	反身尾巴下砸		2	1.167	Attack02			930206|930223		10	6		0		4					
930203	派生二连尾刀		2.5	0	Attack03		930205|930222	930206|930223		10	6		0		4					
930204	派生甩尾剑气		3.1	0	Attack04		930205|930222	930206|930223		10	6		0		4					
930205	体操		3.133	0	Attack05					10	6		0		4					
930206	琥珀射线in		1.467	0	Attack61		930226			10	6		0		4					
930207	琥珀射线loop		999	0	Attack62					10	6		0		4					
930208	琥珀射线out		0.967	0	Attack63					10	6		0		4					
930209	一刀两断		5.167	0	Attack07		930221|930218	930207		10	6		0		4					
930210	头撞		3	0	Attack08					10	6		0		4					
930211	吐口水		1.667	0	Attack09					10	6		0		4					
930212	趴船		2.333	0	Attack20					10	6		0		4					
930213	被踢		0.833	0	Attack21					10	6		0		4					
930214	攻击in		1.033	0	Attack22					10	6		0		4					
930215	攻击loop		999	0	Attack23					10	6		0		4					
930216	攻击out		1.133	0	Attack24			930220		10	6		0		4					
930217	高台攻击		1.667	0	Attack09					10	6		0		4					
930218	船上被踩		1.967	0	Hit71					10	6		0		4					
930301	普攻拳		1.652	0.815	Attack01		930314	930316		10	6		0		4					
930302	普攻脚		2.546	1.254	Attack02		930315	930315		10	6		0		4					
930303	肩肘冲撞		3	1	Attack03		930314	930316		10	6		0		4					
930304	飞天		1.333	0	Attack04					10	6		0		4					
930305	下砸		1.36	0.507	Attack05		930301|930310	930302|930310|930311		10	6		0		4					
930306	手强化		1	0.733	Attack06			930334		10	6		0		4					
930307	大强化		2	1.433	Attack07			930334		10	6		0		4					
930308	接勾拳的闪现		0.5	0	Attack08		930319|930311	930320|930311		10	6		0		4					
930309	强化拳		1.652	0.815	Attack01					10	6		0		4					
