Id	Name	SkillType	CastTime	AfterTime	Animation	StandStage	CastMagicIds	FinalMagicIds	Cd	DistNoTarget	SkillMoveType	DistAbort	SkillMoveTrackDistance	MissileLockTarget	SkillFaceType	DodgeLimitTime	SkillPriority	Snapshot	SkillAnimationPriority	CoexistSkills
110701	普攻1（突进）	1	0.5	2.467	Attack01					10	2		0	0	0					
110702	普攻1	1	0.5	2.467	Attack01					10	2		0	0	0					
110703	普攻2	1	0.8	2.267	Attack02		838241			10	2		1	0	0					
110704	普攻3	1	0.75	1.517	Attack03					10	2		2	0	0					
110705	普攻4	1	0.733	1.8	Attack04		110791|110792|110793|100090	110794		10	2		1	0	4					
110706	普攻5	1	1.1	2.367	Attack05		838247	838248		10	2		1	0	0					
110707	普攻6	1	1.5	2.6	Attack06			838246		10	1		2	0	0					
110708	红球1消	11	0.55	2.017	Attack13		838240	838239|838244		10	1		2	0	0					
110709	红球2消	12	0.55	2.017	Attack13		838240	838239|838244		10	1		2	0	0					
110710	红球3消	13	1.2	2.267	Attack11		110705|110707|838240	110794|110786|838244		10	1		2	0	0					
110711	红球追击	41	0.7	0.967	Attack12		110703|838214|838226|110785	110786		10	1		2	0	0					
110712	蓝球1消	21	0.5	1.967	Attack21					10	1		2	0	0					
110713	蓝球2消	22	0.5	1.967	Attack21					10	1		2	0	0					
110714	蓝球3消	23	0.5	1.967	Attack21		110703|110707			10	1		2	0	0					
110715	蓝球追击	42	0.4	2.133	Attack22		110705|838214|838226|110785	110786		10	1		2	0	0					
110716	黄球1消	31	0.55	1.917	Attack31		100090	110794		10	2		1	0	0					
110717	黄球2消	32	0.55	1.917	Attack31		100090	110794		10	2		1	0	0					
110718	黄球3消	33	0.55	1.917	Attack31		100090|110703|110705	110794		10	2		1	0	0					
110719	黄球追击	43	0.7	2.333	Attack32		110707|100090|838214|838226|110785	110794|110786		10	2		1	0	0					
110720	大招	2	2.3	0.9	Attack51		110703|110705|110707|100091	100092		10	1		2	0	0					
110721	大招结束	2	0	1.667			110709			10	1		2	0	0					
110722	分支1	1	0.5	1.733	Attack46					10	1		2	0	0					
110723	分支2开始	1	0.55	1.017	Attack47		110711|110712|838230			10	1		2	0	0					
110724	分支2循环	1	0.48	1.32	Attack48		110712|110769|838230	110766|110767		10	1		2	0	0					
110725	分支2循环	1	0.48	1.32	Attack48		110712|110769|838230	110766|110767		10	1		2	0	0					
110726	分支2循环	1	0.48	1.32	Attack48		110712|110769|838230	110766|110767		10	1		2	0	0					
110727	分支2结束	1	0.5	2.4	Attack49		110712|838230	110713		10	1		2	0	0					
110728	QTE技能	7	2.3	0	AttackQte		100091	100092|838244		10	1		1	0	0					
110729	出场技	3	0.7	2.333	Attack32		838237			10	1		2	0	0					
110730	左闪	5	0.3	1.733	Move1		100090	100094		10	1		2	0	0	0.3				
110731	右闪	5	0.32	1.45	Move2		100090	100094		10	1		2	0	0	0.35				
110732	前闪	5	0.3	1.733	Move1		100090	100094		10	1		2	0	0	0.3				
110733	后闪	6	0.35	1.45	Move2		100090	100094		10	1		2	0	0	0.35				
110734	出生技能	4	0	3.2	Born					10	2		2	0	0					
110735	胜利1	8	999	0	Win		100091	100094		10	1		2	0	0					
110736	胜利2	8	999	0	Win		100091	100094		10	1		2	0	0					
110737	交互动作	9	0	100	Save					10	1		2	0	0					
110738	普攻1ex（突进）	1	0.5	2.467	Attack01					10	1		1	0	0					
110739	普攻1ex	1	0.5	2.467	Attack01					10	1		1	0	0					
110740	普攻2ex	1	0.8	2.267	Attack02		838241	838245		10	1		1	0	0					
110741	普攻3ex	1	0.75	1.517	Attack03					10	1		2	0	0					
110742	普攻4ex	1	0.733	1.8	Attack04		110791|110792|110793|100090|838229	110794		10	1		1	0	0					
110743	普攻5ex	1	1.1	2.367	Attack05		838247	838248		10	1		1	0	0					
110744	普攻6ex	1	1.5	2.6	Attack06					10	1		2	0	0					
110745	钩锁	1	1.8	2.3						10	1		2	0	0					
110746	蓝球追击	9	1.3	0	Attack22					10	1		2	0	0					
838201	持续攻击敌方	1	0.5	0						10	2		2	0	0					
838202	持续攻击敌方【ss被动】	1	0.5	0						10	2		2	0	0					
