Id	Name	SkillType	CastTime	AfterTime	Animation	StandStage	CastMagicIds	FinalMagicIds	Cd	DistNoTarget	SkillMoveType	DistAbort	SkillMoveTrackDistance	MissileLockTarget	SkillFaceType	DodgeLimitTime	SkillPriority	Snapshot	SkillAnimationPriority	CoexistSkills
932201	回旋后撤		2.5	0	Attack01			930719		10	6		0		4					
932202	环形摆锤		3.3	0	Attack02			930719		10	6		0		4					
932203	电针		2.1	0	Attack03			930719		10	6		0		4					
932204	冲撞		1.15	0.5	Attack04			930719		10	6		0		4					
932205	倒地loop	9	9999	100	Lieonfloor					10	2				0					
932401	单脚-双手：前扑		1.4	0	Attack01			930719		10	6		0		4					
932402	单脚-双手：后跳		1.23	0	Attack02			930719		10	6		0		4					
932403	双手-单脚：小型撞击		3.8	0	Attack03			930719		10	6		0		4					
932404	游荡：后空翻		1.47	0	Walkb			930719		10	6		0		4					
932405	游荡：左空翻		1.47	0	Walkl			930719		10	6		0		4					
932406	游荡：右空翻		1.47	0	Walkr			930719		10	6		0		4					
932407	游荡：双手向前1秒		1	0	Attack04			930719		10	6		0		4					
932408	游荡：双手向前2秒		2	0	Attack04			930719		10	6		0		4					
932409	游荡：双手向前3秒		3	0	Attack04			930719		10	6		0		4					
932410	游荡：双手向后1秒		1	0	Attack04			930719		10	6		0		4					
932411	游荡：双手向后2秒		2	0	Attack04			930719		10	6		0		4					
932412	游荡：双手向后3秒		3	0	Attack04			930719		10	6		0		4					
932901	攻击：原地回旋		1.5	0.3	Attack01			930719		10	6		0		4					
932902	攻击：双角戳刺		3.25	0.4	Attack02			930719		10	6		0		4					
932903	攻击：剪刀前插		3.6	0.87	Attack03			930719		10	6		0		4					
932904	攻击：车轮猛砍	50	6.47	0	Attack04			930719		10	6		0		4					
932905	游荡：跪地loop		9999	0	Attack05			930719		10	6		0		4					
933301	攻击：双手重击		3.6	0	Attack01			930719		10	6		0		4					
933302	攻击：单手二连		3.33	0	Attack02			930719		10	6		0		4					
933303	攻击：单手后撤		0.7	0.5	Attack03			930719		10	6		0		4					
933304	表演：单手loop		9999	0	Attack04			930719		10	6		0		4					
933305	表演：单手loop-in		0.5	1	Attack05			930719		10	6		0		4					
933306	表演：单手loop-out		1.46	0.5	Attack06			930719		10	6		0		4					
933307	攻击：双手loop-in		0.5	1	Attack07			930719		10	6		0		4					
933308	表演：双手loop-out		1.83	0.5	Attack08			930719		10	6		0		4					
933309	表演：单手-双手连接		0.83	0	Attack09			930719		10	6		0		4					
933310	表演：三角板打飞		3.63	0	Attack10			930719		10	6		0		4					
933311	攻击：双手后撤		0.53	0.5	Attack11			930719		10	6		0		4					
933312	攻击：突刺	50	2.06	0	Attack12			930719		10	6		0		4					
933319	关卡表演：左牵手站立loop		9999	0	Attack19					10	6		0		4					
933320	关卡表演：右牵手站立loop		9999	0	Attack20					10	6		0		4					
933321	关卡表演：左牵手走路loop		9999	0	Attack21					10	6		0		4					
933322	关卡表演：右牵手走路loop		9999	0	Attack22					10	6		0		4					
933323	关卡表演：面朝上倒地loop		9999	0	Attack23					10	6		0		4					
933324	关卡表演：面朝上倒地起身		2.9	0	Attack24					10	6		0		4					
933325	关卡表演：面朝下倒地loop		9999	0	Attack25					10	6		0		4					
933326	关卡表演：面朝下倒地起身		2	0	Attack26					10	6		0		4					
933327	关卡表演：芭蕾舞loop		9999	0	Attack27					10	6		0		4					
933328	关卡表演：芭蕾舞loop回战斗待机		3.83	0	Attack28					10	6		0		4					
933329	关卡表演：蹲地loop		9999	0	Attack29					10	6		0		4					
933330	关卡表演：蹲地loop回战斗待机		3.63	0	Attack30					10	6		0		4					
