Id	Name	SkillType	CastTime	AfterTime	Animation	StandStage	CastMagicIds	FinalMagicIds	Cd	DistNoTarget	SkillMoveType	DistAbort	SkillMoveTrackDistance	MissileLockTarget	SkillFaceType	DodgeLimitTime	SkillPriority	Snapshot	SkillAnimationPriority	CoexistSkills
931101	冲刺攻击		2.3	1.7	Attack01		931111	931112		10	6				4					
931102	远程发波		2	1	Attack02					10	6				4					
931103	悠悠球三连弹		4.2	1	Attack03		931111	931112		10	6				4					
931104	特殊游荡		0	4.6	Attack04					10	6				4					
931105	倒地	9	9999	100	Hitdown					10	2				0					
931401	扫堂腿		2.2	0.2	Attack01		931429|931432			10	6			0	4					
931402	旋风腿		3.1	0.9	Attack02		931429|931432|777341	777342		10	6			0	4					
931403	贴山靠		1	1.2	Attack03					10	6			0	4					
931404	三连拳		2.5	1.9	Attack04		931430|931431			10	6			0	4					
931405	左掏耳朵		0.8	1	Attack05					10	6			0	4					
931406	右掏耳朵		0.8	2	Attack06					10	6			0	4					
931407	劈脑门转身斩		2.9	1.6	Attack07					10	6			0	4					
931408	旋风腿拼刀反馈		1	2	Attack31		777343			10	6			0	4					
931409	左飞斧		2	1.3	Attack09			931426		10	6			0	4					
931410	右飞斧		2.5	0.5	Attack10			931426		10	6			0	4					
931411	力劈华山	50	2.5	1.1	Attack11		777341	931432|931431|931426|931408|200844|777342		10	6			0	4					
931412	弹吉他2		2.9	1	Attack25					10	6			0	4					
931413	寄鹰回旋后退		1.2	0.5	Attack19					10	6			0	4					
931414	弹吉他		0	999	Attack24					10	6			0	4					
931415	滑跪		2.2	1.8	Attack26					10	6			0	4					
931416	关卡用表演		2.5	1.9	Attack04		931430|931431			10	6			0	4					
931417	固定Pose表演		0.3	1	Attack98					10	2				0					
