Id	Name	SkillType	CastTime	AfterTime	Animation	StandStage	CastMagicIds	FinalMagicIds	Cd	DistNoTarget	SkillMoveType	DistAbort	SkillMoveTrackDistance	MissileLockTarget	SkillFaceType	DodgeLimitTime	SkillPriority	Snapshot	SkillAnimationPriority	CoexistSkills
130501	普攻1	1	0.55	1.95	Attack01		130540|130553			10	2		2	0	0					
130502	普攻2	1	0.55	2	Attack02		130553			10	2		2	0	0					
130503	普攻3	1	0.55	2.2	Attack03		130553			10	2		2	0	0					
130504	普攻4	1	0.95	2.6	Attack04		130553			10	2		3	0	0					
130505	普攻5	1	0.5	2.55	Attack05		130553			10	2		2	0	0					
130506	狩猎模式-过渡	41	0.4	0	Attack57		130544|139501|130577|139514|139515|139561|139517	139512		10	2		2	0	2					
130507	冰风回旋-红球1消	11	0.75	1.85	Attack11		130554			10	5		2	0	0					
130508	冰风回旋-红球2消	12	0.75	1.85	Attack11		139533			10	5		2	0	0					
130509	冰风回旋-红球3消	13	0.75	1.85	Attack11		130555			10	5		2	0	0					
130510	回头望月-蓝球1消	21	0.85	1.55	Attack21		130554			10	2		0	0	4					
130511	回头望月-蓝球2消	22	0.85	1.55	Attack21		139533			10	2		0	0	4					
130512	回头望月-蓝球3消	23	0.85	1.55	Attack21		130555			10	2		0	0	4					
130513	飘霜魅影-黄球1消	31	0.6	1.2	Attack31		130554|130541|130542			10	2		1	0	5					
130514	飘霜魅影-黄球2消	32	0.6	1.2	Attack31		139533|130541|130542			10	2		1	0	5					
130515	飘霜魅影-黄球3消	33	0.6	1.2	Attack31		130555|130541|130542			10	2		1	0	5					
130516	QTE技能	7	1.1	0	AttackQte		100091|130555	100092		10	2		2	0	0					
130517	闪避	5	0.4	1.6	Move1		100090	100094|138547		10	2		2	0	0	0.4				
130518	默认向后闪避	6	0.4	2.35	Move2		100090	100094|138547		10	2		2	0	0	0.4				
130519	大招-履霜冰至	2	1.6	1	Attack41		100091|130514	100092		10	2		2	0	5					
130520	胜利1	8	100	0	Win					10	2		2	0	0					
130521	胜利2	8	100	0	Win					10	2		2	0	0					
130522	出生技能	4	5	0	Born					10	2		2	0	0					
130523	交互动作	9	0	100	Save					10	2		2	0	0					
130524	出场技	3	0.75	1.85	Attack11		130555			10	2		2	0	0					
130525	普攻1（突进）	1	0.55	1.95	Attack01		130540|130553			10	2		2	0	0					
130526	前闪见切（废弃）	51	1.2	2.4	Attack56		100091|130569|130578|130545	100092		10	6		2	0	4					
130527	后闪见切（废弃）	52	1.2	2.4	Attack56		100091|130569|130578|130545	100092		10	6		2	0	4					
130528	处决	53	2	1.8	Executioner03		139541|139542|100091|130553	139593|100092		10	5		2	0	4					
130529	残月飞霜-二段大后	41	2	1.6	Attack56		100091|130560|130545|130530|130569|130578|130545|130553	100092		10	6		2	0	4					
130530	弦月飞霜-核心被动	41	1.1	1.8	Attack59		100091|130569|130578|130545|138524|138525|130553	100092		10	6		3	0	4	0.3				
130531	非满蓄力收割	41	0.7	1.8	Attack60		100091	100092		10	6		2	0	4					
130532	蓄力回归过渡	41	0	1	Attack60		130569|130545			10	2		2	0	0					
130533	狩猎模式-常规闪现	42	0.15	0	Move2		139517|777328|100091|139541|139542	100092		10	4		2	0	2	0.4				
130534	前闪见切闪现	51	1.5	0	Attack51		139517|777328|100091|130544|139501|139514|139515|130553|138542	100092|138546		10	5		2	0	3	0.4				
130535	后闪见切闪现	52	1.5	0	Attack51		139517|777328|100091|130544|139501|139514|139515|130553|138542	100092|138546		10	5		2	0	3	0.4				
130536	狩猎模式-向后闪现	41	0.5	0	Attack51		139517|777328|139559|139560|100091	100092		10	4		2	0	2	0.5				
130537	狩猎模式-循环	41	1	0	Attack51		777328	139520		10	4		2	0	2					
130538	狩猎模式-左	41	2	0	Attack52		777328			10	4		2	0	2					
130539	狩猎模式-右	41	2	0	Attack53		777328			10	4		2	0	2					
130540	狩猎模式-前	41	2	0	Attack54		777328			10	4		2	0	2					
130541	狩猎模式-后	41	2	0	Attack55		777328			10	4		2	0	2					
