Id	Name	SkillType	CastTime	AfterTime	Animation	StandStage	CastMagicIds	FinalMagicIds	Cd	DistNoTarget	SkillMoveType	DistAbort	SkillMoveTrackDistance	MissileLockTarget	SkillFaceType	DodgeLimitTime	SkillPriority	Snapshot	SkillAnimationPriority	CoexistSkills
110401	普攻1	1	0.55	2.45	Attack01					10	2		2	0	0					
110402	普攻2	1	0.65	2.35	Attack02					10	2		2	0	0					
110403	普攻3	1	0.8	2.6	Attack03					10	2		2	0	0					
110404	普攻4	1	0.75	1.5	Attack04					10	2		2	0	0					
110405	普攻5	1	1.1	2.4	Attack05					10	2		2	0	0					
110406	普攻突进	1	0.55	2.45	Attack01					10	2		2	0	0					
110407	红球1消	11	0.8	2.1	Attack11					10	2		2	0	0					
110408	红球2消	12	0.8	2.1	Attack11					10	2		2	0	0					
110409	红球3消	13	0.8	2.1	Attack11					10	2		2	0	0					
110410	蓝球1消	21	0.5	2	Attack21		110436	110437		10	2		2	0	0					
110411	蓝球2消	22	0.5	2	Attack21		110436	110437		10	2		2	0	0					
110412	蓝球3消	23	0.5	2	Attack21		110436	110437		10	2		2	0	0					
110413	黄球1消	31	0.7	2.25	Attack31					10	2		2	0	0					
110414	黄球2消	32	0.7	2.25	Attack31					10	2		2	0	0					
110415	黄球3消	33	0.7	2.25	Attack31					10	2		2	0	0					
110416	出场技	3	0.7	2.25	Attack31		110431|110433			10	2		2	0	0					
110417	QTE技能	7	1.85	0	AttackQte		100091|110431|110432	100092|110479|110431|110433		10	2		2	0	0					
110418	闪避	5	0.4	0.7	Move1		100090	100094		10	2		2	0	0	0.4				
110419	默认向后闪避	6	0.5	2.5	Move2		100090	100094		10	2		2	0	0	0.5				
110420	大招	44	0.6	3.4	Attack51		100091|110433|110434|110437	100092|110429		10	2		2	0	0					
110421	胜利1	8	100	0	Win		110431|110433			10	2		2	0	0					
110422	胜利2	8	100	0	Win		110431|110433			10	2		2	0	0					
110423	交互动作	9	0	100	Save					10	2		2	0	0					
110424	出生技能	4	0	4.6	Born					10	2		2	0	0					
110425	普攻1（爪）	1	0.5	3.1	Attack01					10	2		2	0	0					
110426	普攻2（爪）	1	0.75	2.3	Attack02					10	2		2	0	0					
110427	普攻3（爪）	1	0.75	1.11	Attack03					10	2		2	0	0					
110428	普攻4（爪）	1	0.75	2.75	Attack04					10	2		2	0	0					
110429	普攻5（爪）	1	0.75	2.5	Attack05					10	2		2	0	0					
110430	普攻6（爪）	1	0.6	2.5	Attack06		110430	110431		10	4		2	0	0					
110431	普攻突进（爪）	1	0.5	3.1	Attack01					10	2		2	0	0					
110432	普攻突进Ex（爪）	1	0.75	2.75	Attack04					10	2		2	0	0					
110433	红球1消（爪）	11	0.9	3.1	Attack11			110431		10	2		2	0	0					
110434	红球3消（爪）	13	0.9	3.1	Attack11			110431		10	2		2	0	0					
110435	蓝球1消（爪）	21	0.5	3.5	Attack21					10	2		2	0	0					
110436	蓝球3消（爪）	23	0.5	3.5	Attack21					10	2		2	0	0					
110437	黄球1消（爪）	31	0.65	3.35	Attack31		110430	110431		10	2		0	0	5					
110438	黄球3消（爪）	33	0.65	3.35	Attack31		110430	110431		10	2		0	0	5					
110439	出场技	3	0.65	3.35	Attack31		110430|110432	110431		10	2		0	0	5					
110440	QTE技能	7	1.85	0	AttackQte		100091|110431|110432	100092|110479|110431|110433		10	2		2	0	0					
110441	闪避（爪）	5	0.4	1.5	Move1		100090	100094		10	2		2	0	0	0.4				
110442	默认向后闪避（爪）	6	0.4	3	Move2		100090	100094		10	2		2	0	0	0.4				
110443	大招（爪）	2	0.6	2.1	Attack51		100091|110434|110436|110449	100092		10	2		2	0	0					
110444	胜利1	8	100	0	Win		110431|110433			10	2		2	0	0					
110445	胜利2	8	100	0	Win		110431|110433			10	2		2	0	0					
110446	交互动作（爪）	9	0	100	Save					10	2		2	0	0					
110447	处决技	51	2.1	2	Executioner01					10	2		0	0	0					
110448	处决技2	51	1.5	10	Executioner02		700027	700031		10	2		0	0	0	0.25				
110449	前闪见切（强化可转向）	51	2.86	1.907	Executioner01			200810|930160|930162|930719|119457|119460		10	6		2	0	4					
110450	后闪见切（强化可转向）	52	2.7	1.6	Executioner02			200810|930160|930162|930719|119457|119460		10	6		2	0	4					
110451	处决（强化有aoe）	53	2.83	2.037	Executioner03			200810|930719|119457|119460		10	2		2	0	0					
110452	前闪见切	51	2.86	1.907	Executioner01			200810|930160|930162|930719|119457|119460		10	6		2	0	4					
110453	后闪见切	52	2.7	1.6	Executioner02			200810|930160|930162|930719|119457|119460		10	6		2	0	4					
110454	处决	53	2.83	2.037	Executioner03			200810|930719|119457|119460		10	2		2	0	0					
