Id	Name	SkillType	CastTime	AfterTime	Animation	StandStage	CastMagicIds	FinalMagicIds	Cd	DistNoTarget	SkillMoveType	DistAbort	SkillMoveTrackDistance	MissileLockTarget	SkillFaceType	DodgeLimitTime	SkillPriority	Snapshot	SkillAnimationPriority	CoexistSkills
131101	普攻1	1	0.25	2.583333333	Attack01					10	2		2	0	0					
131102	普攻2	1	0.75	3.416666667	Attack02					10	2		2	0	0					
131103	普攻3	1	0.95	3.25	Attack03					10	2		2	0	0					
131104	普攻4	1	0.95	4.35	Attack04			131165|131143		10	2		2	0	0					
131105	普攻5	1	0.55	4.216666667	Attack05					10	2		2	0	0					
131106	普攻突进	1	0.25	3.116666667	Attack06					10	2		2	0	0					
131107	技能占位7		0	1	Attack06					10	2		2	0	0					
131108	技能占位8		0	1	Attack06					10	2		2	0	0					
131109	技能占位9		0	1	Attack06					10	2		2	0	0					
131110	技能占位10		0	1	Attack06					10	2		2	0	0					
131111	红球1消	11	0.85	3.483333333	Attack11			131128		50	2		2	0	4					
131112	红球2消	12	0.85	3.483333333	Attack11			131128		50	2		2	0	4					
131113	红球3消	13	1.3	3.366666667	Attack12		131102|131126|131127|100042|139180|138102	131102|131128|138103|138107		50	2		2	0	4					
131114	红球3消派生	41	1.2	3	Attack13		131115|131126|131127|100042|139180	131115|131128		50	5		2	0	4					
131115	技能占位15		0	1	Attack06					10	2		2	0	0					
131116	技能占位16		0	1	Attack06					10	2		2	0	0					
131117	技能占位17		0	1	Attack06					10	2		2	0	0					
131118	技能占位18		0	1	Attack06					10	2		2	0	0					
131119	技能占位19		0	1	Attack06					10	2		2	0	0					
131120	技能占位20		0	1	Attack06					10	2		2	0	0					
131121	蓝球1消	21	0.8	3.033333333	Attack21			131143		10	2		2	0	4					
131122	蓝球2消	22	0.8	3.033333333	Attack21			131143		10	2		2	0	4					
131123	蓝球3消	23	0.8	3.033333333	Attack21		131104|138102	131104|131143|138103		10	2		2	0	4					
131124	蓝球3消派生1	42	0.75	3.083333333	Attack22		138102	131143|138103		10	5		2	0	4					
131125	技能占位25		0	1	Attack06					10	2		2	0	0					
131126	技能占位26		0	1	Attack06					10	2		2	0	0					
131127	技能占位27		0	1	Attack06					10	2		2	0	0					
