Id	Name	SkillType	CastTime	AfterTime	Animation	StandStage	CastMagicIds	FinalMagicIds	Cd	DistNoTarget	SkillMoveType	DistAbort	SkillMoveTrackDistance	MissileLockTarget	SkillFaceType	DodgeLimitTime	SkillPriority	Snapshot	SkillAnimationPriority	CoexistSkills
110801	普攻1	1	0.5	1.65	Attack01					10	5		2	0	4					
110802	普攻2	1	0.7	1.65	Attack02					10	5		2	0	4					
110803	普攻3	1	0.7	1.35	Attack03					10	5		2	0	4					
110804	普攻4	1	0.9	2.05	Attack04					10	5		2	0	4					
110805	普攻5	1	0.8	1.95	Attack05					10	5		2	0	4					
110806	普攻6	1	0.35	2.45	Attack06					10	5		2	0	4					
110807	红球1消	11	0.95	2.45	Attack11		110819	110825		10	5		2	0	4					
110808	红球2消	12	0.95	2.45	Attack11		110819	110825		10	5		2	0	4					
110809	红球3消	13	0.95	2.45	Attack11		110819	110825		10	5		2	0	4					
110810	蓝球1消	21	0.5	1.75	Attack21			110824		10	5		2	0	4					
110811	蓝球2消	22	0.5	1.75	Attack21			110824		10	5		2	0	4					
110812	蓝球3消	23	0.5	1.75	Attack21			110824		10	5		2	0	4					
110813	黄球1消	31	1.1	1.15	Attack31		110819	110825		10	5		2	0	4					
110814	黄球2消	32	1.1	1.15	Attack31		110819	110825		10	5		2	0	4					
110815	黄球3消	33	1.1	1.15	Attack31		110819	110825		10	5		2	0	4					
110816	QTE技能	7	1.1	0	AttackQte		100091	100092		10	2		2	0	0					
110817	闪避1	5	0.4	1.6	Move1		100090	100094		10	2		2	0	0	0.5				
110818	默认向后闪避	6	0.4	1.55	Move2		100090	100094		10	2		2	0	0	0.5				
110819	大招	2	3	0	Attack51		100091	100092		10	5		2	0	4					
110820	被动弹道存放		0	1						10	2		2	0	0					
110821	胜利1	8	100	1	Win					10	2		2	0	0					
110822	胜利2	8	100	1						10	2		2	0	0					
110823	出生技能	4	4.85	0	Born					10	2		2	0	0					
110824	交互动作	9	0	100	Save					10	2		2	0	0					
110825	出场技	3	0.5	1.75	Attack21					10	2		2	0	0					
110826	被动攻击1	41	0.5	2	Attack41					10	2		2	0	5					
110827	被动攻击2	41	0.5	2.45	Attack42					10	2		2	0	5					
110828	被动攻击3	41	0.75	1.55	Attack43					10	2		2	0	5					
110829	被动攻击4	41	0.5	3.2	Attack44					10	2		2	0	5					
110830	进入被动	41	0.5	1.05	Attack40		110876	110866|110864|110877		10	2		2	0	0					
110831	普攻1（位移）	1	0.5	1.65	Attack01					10	5		2	0	4					
110832	普攻1（闪避后）	1	0.6	1.35	Attack08					10	2		2	0	4					
110833	被动一般红球	41	0.8	2.4	Attack14		110819	110825		10	2		2	0	4					
110834	被动爆发红球	41	1.3	2.15	Attack15		110819	110825		10	2		2	0	4					
110835	被动攻击5	41	0.8	2	Attack45					10	2		2	0	5					
110836	被动攻击6	41	0.8	2.1	Attack46					10	2		2	0	5					
