Id	Name	SkillType	CastTime	AfterTime	Animation	StandStage	CastMagicIds	FinalMagicIds	Cd	DistNoTarget	SkillMoveType	DistAbort	SkillMoveTrackDistance	MissileLockTarget	SkillFaceType	DodgeLimitTime	SkillPriority	Snapshot	SkillAnimationPriority	CoexistSkills
844001	「手冢领域」		4.53	0.437	Attack01		844096			10	6		0		4					
844002	「手冢领域」弹刀最终击预备顺时针		1.1	0.15	Attack02		844015|844096			10	6		0		4					
844003	「手冢领域」弹刀最终击预备逆时针		1.1	0.15	Attack03		844015|844096			10	6		0		4					
844004	「手冢领域」弹刀顺时针反击		2.35	0.15	Attack04		844013|844096	844014		10	6		0		4					
844005	「手冢领域」弹刀逆时针反击		2.35	0.15	Attack05		844013|844096	844014		10	6		0		4					
844006	「手冢领域」弹刀最终击		1.667	0.466	Attack06			844016		10	6		0		4					
844007	「手冢领域」最终击瘫痪中		5.4	9999	Attack52		844097|844043	844019|844066|844067|844068|844088		10	6		0		1					
844008	「手冢领域」学习版		4.53	0.437	Attack01			844122		10	6		0		4					
844009	「手冢领域」弹刀变招以头抢地		2.4	0.26	Attack09		844014	844097		10	6		0		4					
844010	横移		1.4	0.533	Attack10					10	6		0		4					
844011	后跳		1.7	0.967	Attack11					10	6		0		4					
844012	结网上天		3	9999	Attack12		844043	844019|844066|844067|844068|844088		10	6		0		4					
844013	下落回中		1.7	0	Attack13		844097	844019|844088		10	6		0		4					
844014	雷狼龙背砸		5.2	0.367	Attack14					10	6		0		4					
844015	地面打弹弓		4.1	0.2	Attack15			844019		10	6		0		4					
844016	捕食		1.7	0.333	Attack16					10	2		4		4					
844017	横移吐痰		1.8	0.533	Attack17					10	6		0	1	4					
844018	后跳吐痰		1	0.5	Attack38					10	6		0	1	4					
844019	sheer heart attack		4	0.367	Attack19					10	6		0		0					
844020	「手冢领域」学习版弹刀最终击预备		1.1	0.15	Attack02		844125			10	6		0		4					
844021	「手冢领域」学习版弹刀最终击		1.667	0.466	Attack06			844016		10	6		0		4					
844022	「手冢领域」最终击瘫痪短		4.567	9999	Attack53		844097|844043	844019|844066|844067|844068|844088		10	6		0		1					
844023	「手冢领域」最终击瘫痪长		7.233	9999	Attack54		844097|844043	844019|844066|844067|844068|844088		10	6		0		1					
844024	「手冢领域」最终击瘫痪短无位移		4.567	9999	Attack53		844097|844043	844019|844066|844067|844068|844088		10	6		0		1					
844025	「手冢领域」最终击瘫痪中无位移		5.4	9999	Attack52		844097|844043	844019|844066|844067|844068|844088		10	6		0		1					
844026	「手冢领域」最终击瘫痪长无位移		7.233	9999	Attack54		844097|844043	844019|844066|844067|844068|844088		10	6		0		1					
844027	死亡动作		2.367	9999	Death		844067|844068|844071|844083|844088			10	0		0		0					
844028	出生动作		7.467	0	Attack28					10	0				1					
844029	蛇皮走位		1.5	9999	Attack29		844043	844066|844067|844088		10	6		0		4					
844030	弹刀高机动		3.5	9999	Attack30		844097|844043	844019|844066|844067|844088		10	6		0		4					
844031	体操		4.633	1.4	Attack31		844010|844013|844096	844014|844066|844068		10	6		0		4					
844032	体操弹刀		1	1.833	Attack32		844046	844014|844066|844068		10	6		0		4					
844033	体操弹刀最终击		1.667	0.466	Attack06			844047		10	6		0		4					
844035	「手冢领域」学习版嘲讽动作		1.833	0.234	Attack47					10	0				1					
844036	「铁虫丝技」命中派生		2	0.333	Attack36		844096	844019|844053		10	6		0		4					
844037	「铁虫丝技」弹刀空中打弹弓		6	0	Attack37		844096	844019|844097		10	6		0		4					
844038	「铁虫丝技」		1	0.5	Attack38		844052	844066|844068		10	6		0	1	4					
844039	「铁虫丝技」侧闪版		1.8	0.533	Attack17		844052	844066|844068		10	6		0	1	4					
844043	「狮子破戒僧」瘫痪		8.8	9999	Attack49		844043	844019|844066|844067|844068|844088		10	6		0		0					
844044	「狮子破戒僧」		10.1	0.667	Attack44		844065	844019|844122|844066|844068		10	6		0		4					
844045	「狮子破戒僧」学习版瘫痪		6.5	9999	Attack45		844043	844019|844066|844067|844068|844088		10	6		0		0					
844046	「狮子破戒僧」学习版		7.833	0.667	Attack46		844065	844019|844122|844066|844068		10	6		0		4					
