Id	Name	SkillType	CastTime	AfterTime	Animation	StandStage	CastMagicIds	FinalMagicIds	Cd	DistNoTarget	SkillMoveType	DistAbort	SkillMoveTrackDistance	MissileLockTarget	SkillFaceType	DodgeLimitTime	SkillPriority	Snapshot	SkillAnimationPriority	CoexistSkills
110101	普攻1	1	0.5	1	Attack01					10	2		2	0	0					
110102	普攻2	1	0.85	1.5	Attack02					10	2		2	0	0					
110103	普攻3	1	0.75	1.7	Attack03					10	2		2	0	0					
110104	普攻4	1	0.7	1.45	Attack04					10	2		2	0	0					
110105	普攻5	1	1	1.6	Attack05					10	2		2	0	0					
110106	普攻6	1	1.45	1.45	Attack06					10	2		2	0	0					
110107	红球1消	11	1.2	1.8	Attack11					7	2		2	0	0					
110108	红球2消	12	1.2	1.8	Attack11					7	2		2	0	0					
110109	红球3消	13	1.2	1.8	Attack11					7	2		2	0	0					
110110	蓝球1消	21	0.8	1.2	Attack21					10	2		2	0	0					
110111	蓝球2消	22	0.8	1.2	Attack21					10	2		2	0	0					
110112	蓝球3消	23	0.8	1.2	Attack21					10	2		2	0	0					
110113	黄球1消	31	1.1	1.6	Attack31					10	2		2	0	0					
110114	黄球2消	32	1.1	1.6	Attack31					10	2		2	0	0					
110115	黄球3消	33	1.1	1.6	Attack31					10	2		2	0	0					
110116	大招	2	2.2	1.7	Attack51		100091	100092		10	2		2	0	0					
110117	闪避	5	0.5	1.3	Move1		100090	100094		10	2		2	0	0	0.5				
110118	默认向后闪避	6	0.6	1.7	Move2		100090	100094		10	2		2	0	0	0.5				
110119	出生动作	4	3.5	0	Born					10	2		2	0	0					
110120	出场技	3	1.1	1.6	Attack31			110161		10	2		2	0	0					
110121	胜利	8	100	0	Win					10	2		2	0	0					
110122	胜利2	8	100	0	Win2					10	2		2	0	0					
110123	援助技能	7	1.7	0	AttackQte		100091	100092|110192		10	2		2	0	0					
110124	交互技能	9	0	100	Save					10	2		2	0	0					
110125	治疗（关卡用）	9	1	0.5	Attack01					10	2		2	0	0					
101701	普通攻击1	1	0.55	1.05	Attack01					10	2		2	0	0					
101702	普通攻击2	1	0.5	0.5	Attack02					10	2		2	0	0					
101703	普通攻击3	1	0.95	0.7	Attack03					10	2		2	0	0					
101704	普通攻击4	1	1.5	1	Attack04					10	2		2	0	0					
101705	红球1消	11	1	1.1	Attack11		101798	101799		10	2		2	0	0					
101706	红球2消	12	1	1.1	Attack11		101798	101799		10	2		2	0	0					
101707	红球3消	13	1	1.1	Attack11		101798	101799		10	2		2	0	0					
101708	蓝球1消	21	0.7	0.7	Attack21					10	2		2	0	0					
101709	蓝球2消	22	0.7	0.7	Attack21					10	2		2	0	0					
101710	蓝球3消	23	0.7	0.7	Attack21					10	2		2	0	0					
101711	黄球1消	31	0.65	1.35	Attack31		101798|101770	101799|101771		10	2		2	0	5					
101712	黄球2消	32	0.65	1.35	Attack31		101798|101770	101799|101771		10	2		2	0	5					
101713	黄球3消	33	0.65	1.35	Attack31		101798|101770	101799|101771		10	2		2	0	5					
101714	出生动作	4	0	2.6	Born					10	2		2	0	0					
101715	出场技	3	1	1.1	Attack11					10	2		2	0	0					
101716	大招	2	4.9	0	Attack51		100091	100092		10	2		2	0	0					
101717	胜利1	8	100	0	Win					10	2		2	0	0					
101718	胜利2	8	100	0	Win2					10	2		2	0	0					
101719	QTE技能	7	2	0	AttackQte		100091	100092|101739		10	2		2	0	0					
101720	闪避	5	0.5	0.5	Move1		100090	100094		10	2		2	0	0	0.5				
101721	默认向后闪避	6	0.5	0.6	Move2		100090	100094		10	2		2	0	0	0.5				
101722	交互动作	9	0	100	Save					10	2		2	0	0					
101723	激光普攻1	1	0.55	1.5	Attack01					10	2		2	0	0					
101724	激光普攻2	1	0.5	0.5	Attack02					10	2		2	0	0					
101725	激光普攻3	1	0.95	1.2	Attack03					10	2		2	0	0					
101726	激光普攻4	1	1.5	1.2	Attack04					10	2		2	0	0					
101727	激光红球1	11	1	1.1	Attack11		101798	101799		10	2		2	0	0					
101728	激光红球2	12	1	1.1	Attack11		101798	101799		10	2		2	0	0					
101729	激光红球3	13	1	1.1	Attack11		101798	101799		10	2		2	0	0					
101730	激光黄球1	31	0.65	1.35	Attack31		101798|101770	101799|101771		10	2		2	0	4					
101731	激光黄球2	32	0.65	1.35	Attack31		101798|101770	101799|101771		10	2		2	0	4					
101732	激光黄球3	33	0.65	1.35	Attack31		101798|101770	101799|101771		10	2		2	0	4					
101733	普通攻击1（突进版）	1	0.55	1.5	Attack01					10	2		2	0	0					
101734	激光普攻1（突进版）	1	0.55	1.5	Attack01					10	2		2	0	0					
111701	快速激光1	21	0.9	0	Attack01					10	2		2	0	4					
111702	快速激光2	22	0.9	0	Attack01					10	2		2	0	4					
111703	快速激光3	23	0.9	0	Attack01					10	2		2	0	4					
111704	蓄能激光1	21	1.35	0	Attack02					10	2		2	0	4					
111705	蓄能激光2	22	1.35	0	Attack02					10	2		2	0	4					
111706	蓄能激光3	23	1.35	0	Attack02					10	2		2	0	4					
111707	出生	4	1.1	0	Born					10	2		2	0	0					
111708	死亡	4	1.15	0	Death					10	2		2	0	0					
111709	强化快速激光1	21	0.9	0	Attack01					10	2		2	0	4					
111710	强化快速激光2	22	0.9	0	Attack01					10	2		2	0	4					
111711	强化快速激光3	23	0.9	0	Attack01					10	2		2	0	4					
111712	强化蓄能激光1	21	1.35	0	Attack02					10	2		2	0	4					
111713	强化蓄能激光2	22	1.35	0	Attack02					10	2		2	0	4					
111714	强化蓄能激光3	23	1.35	0	Attack02					10	2		2	0	4					
