Id	Name	SkillType	CastTime	AfterTime	Animation	StandStage	CastMagicIds	FinalMagicIds	Cd	DistNoTarget	SkillMoveType	DistAbort	SkillMoveTrackDistance	MissileLockTarget	SkillFaceType	DodgeLimitTime	SkillPriority	Snapshot	SkillAnimationPriority	CoexistSkills
996101	测试怪物单位G016的技能1		0	1						10	2		2							
996102	关卡用·轻甩/扔	9	1	0	Attack96					10	2		2							
996103	关卡用·走停	9	0	999	Attack91					10	2		2							
996104	关卡用·打响指	9	4	0	Attack99					10	2		2							
996105	关卡用·坐到地上	9	9999	0	Attack94					10	2		2							
996106	关卡用·从地上起身	9	2.2	0	Attack95					10	2		2							
996107	关卡用·蓄力	9	2.3	0	Attack97					10	2		2							
996108	关卡用·蓄力甩/扔	9	2.6	0	Attack98					10	2		2							
996109	受伤步行	9	9999	0	Attack38					10	6		0		4					
996110	跳跃	9	0.7	1	Attack03					10	5		2		3					
996111	Q版蓝球	9	3	0	Attack01					10	5		2		3					
996112	Run	9	3	0	Attack48					10	5		2		3					
996113	前冲·跳跃	9	0.7	1	Attack03					10	5		2		3					
996114	前冲·Q版蓝球	9	3	0	Attack01					10	5		2		3					
996115	前冲	9	0.3	0	Attack15					10	2		2							
996116	Q版红球	9	0.4	1	Attack42					10	2		2							
996117	Q版黄球	9	0.4	0	Attack31					10	5		2		3					
996118	Q版70-啊箭		10	0	Attack02					10	2		2		4					
996119	Q版70-滑铲攻击		20	0	Attack42					10	6		2		4					
996120	Q版红球-普通攻击版本	9	0.3	1	Attack15					10	5		2		3					
996121	嘲讽	9	9999	1	Attack06					10	2		2							
996122	跳斩	9	1	1	Attack15					10	6		2		4					
996123	红眼前冲	9	1.3	1	Attack15					10	2		2							
960112	Run	9	9999	0	Run					10	2		2							
