Id	Name	SkillType	CastTime	AfterTime	Animation	StandStage	CastMagicIds	FinalMagicIds	Cd	DistNoTarget	SkillMoveType	DistAbort	SkillMoveTrackDistance	MissileLockTarget	SkillFaceType	DodgeLimitTime	SkillPriority	Snapshot	SkillAnimationPriority	CoexistSkills
111201	轻普攻1	1	0.7	1.53	Attack01					10	2		2	0	1					
111202	轻普攻2	1	0.9	1.6	Attack02					10	2		2	0	1					
111203	轻普攻3	1	0.6	3.3	Attack03					10	2		2	0	1					
111204	轻普攻4	1	0.8	2.7	Attack04					10	2		2	0	1					
111205	轻普攻5	1	0.9	2.2	Attack05					10	2		2	0	1					
111206	轻普攻6	1	1	2.86	Attack06					10	2		2	0	0					
111291	轻普攻1突进版	1	0.7	1.53	Attack10					10	2		2	0	1					
111207	红球1	11	0.8	3.16	Attack11					10	2		2	0	1					
111208	红球2	12	0.8	3.16	Attack11					10	2		2	0	1					
111209	红球3	13	0.8	3.16	Attack11		111202|111209|111205	111204		10	2		2	0	1					
111210	蓝球1	21	0.8	2.3	Attack21					10	2		2	0	4					
111211	蓝球2	22	0.8	2.3	Attack21					10	2		2	0	4					
111212	蓝球3	23	0.8	2.3	Attack21		111202|111209|111205	111204		10	2		2	0	4					
111213	黄球1	31	1	1.93	Attack31					10	5		2	0	4					
111214	黄球2	32	1	1.93	Attack31					10	5		2	0	4					
111215	黄球3	33	1	1.93	Attack31		111202|111209|111205	111204		10	5		2	0	4					
111216	重击1	1	0.5	2.83	Attack41		111202|111205	111204		10	2		2	0	1					
111217	重击2	1	0.5	3.467	Attack42		111202|111205	111204		10	2		2	0	1					
111218	重击3	1	0.85	2.783	Attack43		111202|111205	111204		10	2		2	0	1					
111219	爆发动作	1	0.5	1.5	Attack44		111202|111205	111204		10	2		2	0	0					
111220	闪避	5	0.35	2.15	Move1		100090	100094		10	2		2	0	0	0.5				
111221	后闪	6	0.5	2.63	Move2		100090	100094		10	2		2	0	0	0.5				
111222	大招	2	3.1	1.33	Attack51		111225|111217|111218|111219|908896|908895			10	2		2	0	0					
111223	红球3消无盾	13	0.8	3.16	Attack11					10	2		2	0	1					
111224	蓝球3消无盾	23	0.8	2.3	Attack21					10	2		2	0	4					
111225	黄球3消无盾	33	1	1.93	Attack31					10	5		2	0	1					
111226	出生动作	4	0	3.2	Born		111228			10	2		2	0	0					
111227	出场技	3	1	1.93	Attack31					10	2		2	0	1					
111228	交互动作	9	0	100	Save					10	2		2	0	0					
111229	胜利1	8	100	0	Win		111229			10	2		2	0	0					
111230	胜利2	8	100	0	WIn2		111229			10	2		2	0	0					
111231	QTE	7	2.9	0	AttackQte		100091	100092		10	2		2	0	1					
