Id	Name	SkillType	CastTime	AfterTime	Animation	StandStage	CastMagicIds	FinalMagicIds	Cd	DistNoTarget	SkillMoveType	DistAbort	SkillMoveTrackDistance	MissileLockTarget	SkillFaceType	DodgeLimitTime	SkillPriority	Snapshot	SkillAnimationPriority	CoexistSkills
500101	普攻	1	0.3	0.1	Attack15					10	5		2	0	4					
500102	蓝球	21	0.7	0.7	Attack21					10	2		2	0	0					
500103	黄球	31	0.7	0.9	Attack31					6	2		2	0	0					
500104	大招	2	4.85	0	Attack51		100091	100092		10	5		2	0	0					
500105	登场动作	4	0	3	Born					10	2		2	0	0					
500106	强化普攻	1	0.3	0	Attack15					10	5		2	0	4					
500107	出场技	3	0.7	0.9	Attack31					10	2		2	0	0					
500108	胜利	8	100	0	Win					10	2		2	0	0					
500109	胜利2	8	100	0	Win2					10	2		2	0	0					
500110	红球	11	1.3	0	Attack14		501043	501044		10	5		2	0	4					
500111	闪避	5	0.4	0.3	Move1		100090	100094|501034		10	2		2	0	0	0.4				
500112	默认向后闪避	6	0.4	0.3	Move2		100090	100094|501034		10	2		2	0	0	0.4				
500113	强化黄球	31	0.7	0.9	Attack31					6	2		2	0	0					
500114	强化蓝球	21	0.7	0.7	Attack21					10	2		2	0	0					
500115	强化红球	11	1.2	0.1	Attack14		501043	501044|501052		10	5		2	0	4					
500116	强化大招	2	4.85	0	Attack51		100091	100092		10	5		2	0	0					
500117	长按普攻2	1	1.7	0	Attack15		501053			10	5		2	0	4					
500118	长按强化普攻2	1	1.7	0	Attack15		501053			10	5		2	0	4					
500119	交互动作	9	0	100	Save					10	2		2	0	0					
500201	强化蓝球1消	21	1	0.9	Attack21					10	2		2	0	0					
500202	强化加特林普攻	1	2.1	0.6	Attack41		502021|502035	502022|502036		10	2		2	0	0					
500203	强化加特林普攻2	1	1.5	0.7	Attack42		502021|502035	502022|502036		10	2		2	0	0					
500204	强化大招	2	3.7	0	Attack51		100091	100092		10	2		2	0	0					
500205	散弹普攻	1	0.65	0	Attack12					10	5		2	0	4					
500206	蓝球1消	21	1	0.9	Attack21					10	2		2	0	0					
500207	黄球1消	31	0.6	0.9	Attack31					10	5		2	0	4					
500208	出生动作	4	0	3.15	Born					10	2		2	0	0					
500209	出场技	3	0.6	0.9	Attack31					10	2		2	0	0					
500210	大招	2	3.7	0	Attack51		100091	100092		10	2		2	0	0					
500211	胜利	8	100	0	Win					10	2		2	0	0					
500212	胜利2	8	100	0	Win2					10	2		2	0	0					
500213	援助技能	7	2.3	0	AttackQte		100091	100092		10	2		2	0	0					
500214	闪避	5	0.4	0.4	Move1		100090	100094		10	2		2	0	0	0.4				
500215	默认向后闪避	6	0.4	0.5	Move2		100090	100094		10	2		2	0	0	0.4				
500216	加特林普攻	1	1.6	0.6	Attack41		502021|502035	502022|502036		10	2		2	0	0					
500217	加特林普攻2	1	1	0.7	Attack42		502021|502035	502022|502036		10	2		2	0	0					
500218	交互动作	9	0	100	Save					10	2		2	0	0					
500219	红球1消	11	0	0.9	Standchange					10	2		2	0	0					
500301	普通攻击1	1	0.5	0.9	Attack01					10	2		2	0	0					
500302	普通攻击2	1	0.5	1.1	Attack02					10	2		2	0	0					
500303	普通攻击3	1	0.7	0.8	Attack03					10	2		2	0	0					
500304	普通攻击4	1	0.7	0.9	Attack04					10	2		2	0	0					
500305	普通攻击5	1	0.9	0.8	Attack05					10	2		2	0	0					
500306	红球3消	13	0.5	0.7	Attack11					10	2		2	0	0					
500307	蓝球3消	23	0.5	0.9	Attack21					10	2		2	0	0					
500308	黄球3消	33	0.6	0.8	Attack31					10	2		2	0	0					
500309	大招	2	3.2	0	Attack51		100091	100092		10	2		2	0	0					
500310	*普通攻击1	1	0.5	0.9	Attack01					10	5		2	0	0					
500311	*普通攻击2	1	0.5	1.1	Attack02					10	5		2	0	0					
500312	*普通攻击3	1	0.7	0.8	Attack03					10	5		2	0	0					
500313	*普通攻击4	1	0.7	0.9	Attack04					10	5		2	0	0					
500314	*普通攻击5	1	0.9	0.8	Attack05					10	5		2	0	0					
500315	*红球3消	13	0.5	0.7	Attack11					10	2		2	0	0					
500316	*蓝球3消	23	0.5	0.9	Attack21					10	2		2	0	0					
500317	*黄球3消	33	0.6	0.8	Attack31					10	2		2	0	0					
500318	*大招	2	3.2	0	Attack51		100091	100092		10	2		2	0	0					
500319	闪避	5	0.4	1	Move1		100090|501062|501091	100094|100015|100303|100304		10	5		2	0	0	0.5				
500320	默认闪避	6	0.4	1.2	Move2		100090|501062|501091	100094|100015|100303|100304		10	5		2	0	0	0.5				
500321	交互	9	0	100	Save					10	2		2	0	0					
500322	胜利	8	100	0	Win					10	2		2	0	0					
500323	胜利	8	100	0	Win2					10	2		2	0	0					
500324	出生	4	0	3.2	Born					10	2		2	0	0					
500401	普攻1	1	0.55	1.25	Attack01		500417			10	5		2	0	4					
500402	普攻2	1	0.55	1.5	Attack02					10	5		2	0	4					
500403	普攻3	1	0.95	2.3	Attack03					10	5		2	0	4					
500404	普攻4	1	0.5	2.6	Attack04					10	5		2	0	4					
500405	普攻5	1	0.95	1.55	Attack05					10	5		2	0	4					
500406	普攻6	1	1.05	1.95	Attack06					10	5		2	0	4					
500407	普攻1（突进）	1	0.55	1.25	Attack01		500417			10	5		2	0	4					
