Id	Name	SkillType	CastTime	AfterTime	Animation	StandStage	CastMagicIds	FinalMagicIds	Cd	DistNoTarget	SkillMoveType	DistAbort	SkillMoveTrackDistance	MissileLockTarget	SkillFaceType	DodgeLimitTime	SkillPriority	Snapshot	SkillAnimationPriority	CoexistSkills
102401	杖普攻1（追击）	1	0.5	2.7	Attack01					10	2		1	0	0					
102402	杖普攻2	1	0.6	2.2	Attack02					10	2		1	0	0					
102403	杖普攻3	1	1	2.2	Attack03					10	1		2	0	0					
102404	杖普攻4	1	1.8	2.7	Attack04			102485|108464		10	1		2	0	0					
102405	杖普攻5	1	1.5	2.3	Attack05		108458	102485		10	2		-2	0	4					
102406	剑普攻1（追击）	1	0.5	2.25	Attack06		108458			10	2		2	0	0					
102407	剑普攻2	1	1.1	2.2	Attack07		108458			10	2		3	0	0					
102408	剑普攻3	1	0.9	2.3	Attack08		108458			10	2		2	0	0					
102409	剑普攻4	1	1.4	2.8	Attack09		108458			10	2		2	0	0					
102410	剑普攻5	1	1.4	2.45	Attack10		108458			10	2		2	0	0					
102411	红1	11	0.75	0.7	Attack11			109403		10	2		2	0	0					
102412	红2	12	0.75	0.7	Attack11			109403		10	2		2	0	0					
102413	红3	13	1.2	0.8	Attack12			109403		10	2		1	0	1					
102414	蓝1	21	0.8	2.1	Attack21					10	1		2	0	2					
102415	蓝2	22	0.8	2.1	Attack21					10	1		2	0	2					
102416	蓝3	23	0.8	2.1	Attack21		108458			10	1		2	0	2					
102417	黄1	31	1.1	1.5	Attack31					10	1		2	0	0					
102418	黄2	32	1.1	1.5	Attack31					10	1		2	0	0					
102419	黄3	33	1.1	1.5	Attack31					10	1		2	0	0					
102420	剑舞空1	1	1	1	Attack53		108418	102485|108424		10	2		2	0	2					
102421	剑舞空2	1	1	1	Attack54		108419	102485|108425		10	2		2	0	2					
102422	剑舞空3废弃	1	1	1			108420	102485|108426		10	2		2	0	0					
102423	剑舞空4	1	0.9	2	Attack56		108421	102485|108427		10	2		2	0	1					
102424	前闪	5	0.4	2.3	Move1		100090|108441	100094		10	2		2	0	0	0.4				
102425	后闪	6	0.4	2	Move2		100090|108441	100094		10	2		2	0	0	0.4				
102426	前闪见切	1	1.3	3.3	Attack42		108416|108422|108451|108458	109403|108428		10	2		1	0	4					
102427	后闪见切	1	1.65	3.3	Attack43		108416|108422|108451|108458	109403|108428		10	2		1	0	1					
102428	4消	41	1.1	2.4	Attack13		109423|109420	109403|108476		10	2		3	0	1					
102429	5消	41	1.1	2.4	Attack13		109423|109420	109403|108476		10	2		3	0	1					
102430	占位		0	1						10	2		2	0	0					
102431	占位		0	1						10	2		2	0	0					
102432	6消	41	1.1	2.4	Attack13		109423|109420	109403|108476		10	2		3	0	1					
102433	6消分身	41	1.1	2	Attack15		109420	109403		10	2		3	0	1					
102434	必杀1	2	1.85	0.3	Attack41		100091|108445	109403|100092|108408|108445|109463|109461|109462|108408		10	2		2	0	0					
102435	必杀2	2	4	2	Attack51		100091|108431|108416	109403|100092|102485|109417|109464|119316		10	2		2	0	0					
102436	出生技能	4	0	4.9	Born					10	2		2	0	0					
102437	支援杖	7	1.4	2.8	Attack05		100091	100092		10	2		2	0	2					
102438	出场杖	3	1.2	2	Attack12			109403		10	2		3	0	1					
102439	交互动作	9	0	100	Save					10	2		2	0	0					
102440	胜利1	8	999	0	Win					10	2		2	0	0					
102441	主动超算前闪	44	0.7	1	Attack40		100091|109472|108415|109473	100092		10	2		2	0	4					
102442	主动超算后闪	44	0.7	1	Attack49		100091|109472|108415|109473	100092		10	2		2	0	4					
102443	胜利2	8	999	0	Win					10	2		2	0	1					
102444	支援剑	7	1.4	2	Attack10		100091	100092		10	2		2	0	0					
102445	出场剑	1	0.5	2.25	Attack06					10	2		1	0	0					
102446	普攻1无目标版本	1	0.5	2	Attack06					10	2		1	0	0					
102447	下车	9	1.1	1.25	Attack97			854166		10	6		2	0	4					
102448	骑车	9	999	0	Attack98					10	6		2	0	4					
102449	上车	9	1.5	0	Attack99					10	6		2	0	4					
102450	半蹲-起身	9	1.5	0	Attack79					10	2		2	0	0					
102451	半蹲-击倒	9	2.5	0	Attack80					10	2		2	0	0					
102452	半蹲-循环	9	9999	0	Attack86					10	2		2	0	0					
102453	跳跃	9	2	0	Attack87					10	2		2	0	0					
102454	高举提灯-开始	9	2	0	Attack81					10	2		2	0	0					
102455	高举提灯-循环	9	9999	0	Attack82					10	2		2	0	0					
102456	高举提灯-左顾右盼	9	4.6	0	Attack83					10	2		2	0	0					
102457	高举提灯-收回	9	2.2	0	Attack84					10	2		2	0	0					
102458	中举提灯	9	5.5	0	Attack85					10	2		2	0	0					
102459	出生技能2-特效皮专用	4	0	7.2	Born		108503	108504		10	2		2	0	0					
