Id	Name	SkillType	CastTime	AfterTime	Animation	StandStage	CastMagicIds	FinalMagicIds	Cd	DistNoTarget	SkillMoveType	DistAbort	SkillMoveTrackDistance	MissileLockTarget	SkillFaceType	DodgeLimitTime	SkillPriority	Snapshot	SkillAnimationPriority	CoexistSkills
930501	突刺		1.6	1	Attack01					10	7				4					
930502	横扫		1.6	1	Attack02					10	7				4					
930503	扔枪		4	0	Attack03		930521	930512		10	7				4					
930504	列阵-找队长		999	0	Attack04		930502|930503|930604	930504|930505|930605		10	7				4					
930505	列阵-准备		999	0	Attack05					10	7				4					
930506	列阵-前进开始		5	0	Attack06		930521			10	7				4					
930507	列阵-前进循环		999	0	Attack07		930502|930503	930504|930505		10	6				4					
930508	列阵-前进结束		1.8	0	Attack08					10	7				4					
930509	列阵-扔枪		4	0	Attack09			930512		10	7				4					
930510	列阵-击飞		2	0	Attack16					10	6				4					
930511	僵尸-奔跑		999	0	Attack11					10	6				4					
930512	僵尸-原地攻击		3.6	0	Attack12					10	7				4					
930513	僵尸-爬坡		999	0	Attack13					10	6				4					
930514	僵尸-扒着墙		999	0	Attack14					10	7				4					
930515	僵尸-待机		999	0	Attack15					10	7				4					
930516	专门装子弹		999	0	Attack15					10	7				4					
930517	僵尸-击倒		1.5	0	Hitdown					10	7				4					
930518	僵尸-保持倒地		999	0	Lieonfloor					10	7				4					
930519	僵尸-起身		1	0	Standup					10	7				4					
930601	列阵-指令		12	0	Attack06					10	7				4					
930602	列阵-准备		5	0	Attack07					10	7				4					
930603	列阵-前进开始		5	0	Attack08					10	7				4					
930604	列阵-前进循环		999	0	Attack09		930502|930503	930504|930505		10	6				4					
930605	列阵-前进结束		1.2	1.1	Attack04			930603		10	7				4					
930606	列阵-后撤		999	0	Attack05		930502|930503|930604	930504|930505|930605		10	7				4					
930607	列阵-击飞		2	0	Attack16					10	6				4					
930608	列阵-指挥扔枪		5	0	Attack11					10	7				4					
930609	普通攻击1		2	0.3	Attack01					10	7				4					
930610	普通攻击2		1.7	0.3	Attack02					10	7				4					
930611	三连击		3.2	0.4	Attack03					10	6				4					
930612	跳劈		1.2	1.1	Attack04					10	7				4					
976001	技能1-蓄力激光炮		1	0	Stand2					10	5				4					
976002	向左移动		999	0	Walkl					10	7				4					
976003	向右移动		999	0	Walkr					10	7				4					
976101	技能1		0.5	0	Stand2					10	0				4					
976102	wlx的通用子弹		1	0	Stand2					10	0				0					
976201	技能1		5	0	Stand2					10	0				4					
930801	左爪三连		6.5	0	Attack01		930845	930828|930829|930830|930847		10	6				4					
930802	左爪二连		4.8	0	Attack02		930845	930828|930829|930830|930847		10	6				4					
930803	右爪三连		5.3	0	Attack03		930845	930828|930829|930830|930847		10	6				4					
930804	右爪二连		5.1	0	Attack04		930845	930828|930829|930830|930847		10	6				4					
930805	黑洞-吸入		7	0	Attack05					10	6				4					
930806	黑洞-入嘴咀嚼		5	0	Attack06			930535|930587		10	6				4					
930807	喷火		5.8	0	Attack07		930845	930828|930829|930830|930847		10	6				4					
930808	【二形态】升空		13	0	Attack08					10	6				4					
930809	【二形态】高空飞行（高空待机）		999	0	Attack09		930844			10	6				4					
930810	【二形态】高空吼叫（纯表演）		20	0	Attack10					10	7				4					
930811	【二形态】俯冲（喷火）		20	0	Attack11					10	6				4					
930812	【二形态】追踪地火		20	0	Attack10					10	6				4					
930813	【二形态】悬浮火球		20	0	Attack10					10	6				4					
930814	【二形态】瞄准流星		20	0	Attack10					10	6				4					
930815	【二形态】龙累了，龙说毁灭吧		999	0	Attack12					10	6				4					
930816	【二形态】旋转技能衔接		1.1	0	Attack54					10	6				4					
930817	待定		1	0	Stand2					10	6				4					
930818	待定		1	0	Stand2					10	6				4					
930819	待定		1	0	Stand2					10	6				4					
930820	待定		1	0	Stand2					10	6				4					
930821	【三阶段】左爪三连虚弱		8.1	0	Attack21		930845	930828|930829|930830|930847		10	6				4					
930822	【三阶段】左爪二连虚弱		6.3	0	Attack13		930845	930828|930829|930830|930847		10	6				4					
930823	【三阶段】右爪三连虚弱		5.9	0	Attack14		930845	930828|930829|930830|930847		10	6				4					
930824	【三阶段】右爪二连虚弱		4.7	0	Attack15		930845	930828|930829|930830|930847		10	6				4					
930825	【三阶段】开场俯冲坠机		5.4	0	Attack16		930579	930847		10	6				4					
930826	【三阶段】吼叫放技能-流星		4.5	0	Attack18		930845	930828|930829|930830|930847		10	6				4					
930827	【三阶段】吼叫放技能-地火		10	0	Attack18					10	6				4					
930828	【三阶段】吼叫放技能-龙蛋（待定）		10	0	Attack18					10	6				4					
930829	【三阶段】虚张声势哑火坠机		8.7	0	Attack17			930828|930829|930830|930847		10	6				4					
930830	【三阶段】吼叫放技能（肢体表演）		4.5	0	Attack18					10	6				4					
930831	左转-待机技能		999	0	Run					10	6				4					
930832	右转-待机技能		5	0	Attack20					10	6				4					
930833	前进-追击玩家		1	0	Stand2					10	6				4					
