Id	Name	SkillType	CastTime	AfterTime	Animation	StandStage	CastMagicIds	FinalMagicIds	Cd	DistNoTarget	SkillMoveType	DistAbort	SkillMoveTrackDistance	MissileLockTarget	SkillFaceType	DodgeLimitTime	SkillPriority	Snapshot	SkillAnimationPriority	CoexistSkills
130401	普攻1	1	0.5	0.85	Attack01			130482		10	2		1	0	0					
130402	普攻2	1	0.8	1.6	Attack02			130482		10	2		1	0	0					
130403	普攻3	1	0.7	1.3	Attack03			130482		10	2		1	0	0					
130404	普攻4	1	1.2	2.5	Attack04			130482		10	2		1	0	0					
130405	普攻5	1	0.7	1.1	Attack05			130482		10	2		1	0	1					
130406	普攻6	1	1.25	1.5	Attack07			130482		10	3		0	0	1					
130407			0	1						10	2		1	0	0					
130408	普攻追击	1	0.5	0.85	Attack01			130482		10	2		1	0	1					
130409	踏雪前	41	0.6	1.4			100090|130454|130455|138440	100094|139402|130494		10	2		1	0	0					
130410	踏雪后	41	0.6	1.4	Attack41		100090|130454|130455|138440	100094|139402|130494		10	2		1	0	4					
130411	前闪	5	0.35	2.6	Move1		100090	100094|130482		10	2		1	0	0	0.35				
130412	后闪	6	0.45	2.3	Move2		100090	100094|130482		10	2		1	0	0	0.45				
130413	普攻7	1	0	1	Attack07					10	2		1	0	0					
130414	红球1	11	0.6	1.7	Attack11					10	1		1	0	0					
130415	红球2	12	0.6	1.7	Attack11					10	1		1	0	0					
130416	红球3	13	0.6	1.7	Attack11		130442|130443	130444		10	1		1	0	0					
130417	红球派生1	42	0.6	2	Attack12		130442|130443|130445|139489	130444|139490		10	2		1	0	1					
130418	红球派生2	42	0.8	2	Attack13		130442|130443|130445|139489	130444|139490		10	2		1	0	1					
130419	红球派生3	42	0.8	1.4	Attack14		130442|130443|130445|139489	130482|130444|139490		10	2		1	0	1					
130420	蓝球1	21	1.3	2.2	Attack06					10	2		1	0	2					
130421	蓝球2	22	1.3	2.2	Attack06					10	2		1	0	2					
130422	蓝球3	23	1.3	2.2	Attack06		130442|130443	130444		10	2		1	0	2					
130423	蓝球派生1	42	1	1.3	Attack22		130442|130443|130445|139489	130444|139490		10	2		1	0	1					
130424	蓝球派生2	42	0.8	1.2	Attack23		130442|130443|130445	130444		10	2		1	0	1					
130425	蓝球派生3	42	0.6	1.4	Attack24		130442|130443|130445|139489	130444|130457|139490		10	1		0	0	1					
130426	黄球1	31	0.6	1.5	Attack31					10	2		1	0	0					
130427	黄球2	32	0.6	1.5	Attack31					10	2		1	0	0					
130428	黄球3	33	0.6	1.5	Attack31		130442|130443	130444		10	2		1	0	0					
130429	黄球派生1	42	0.5	2.1	Attack32		130442|130443|130445|139489	130444|139490		10	2		1	0	0					
130430	黄球派生2	42	0.7	1.4	Attack33		130442|130443|130445|139489	130444|139490		10	2		1	0	0					
130431	黄球派生3	42	0.6	2.6	Attack34		130442|130443|130445|139489	130444|130457|139490		10	2		-3	0	0					
130432	必杀开启	2	1.8	1.3	Attack51		100091|138440	100092|139402		10	2		1	0	0					
130433			0	1						10	2		1	0	0					
130434	真必杀释放	2	3.2	2	Attack52		100091|130459|139492	100092|139402		10	2		1	0	2					
130435	处决见切前闪	51	2.8	1.35	Executioner01		139478			10	6		1	0	4					
130436	处决见切后闪	52	2.8	1.35	Executioner02		139478			10	2		-5	0	4					
130437	真处决	53	3	0.85	Executioner03		139478	139477|139497		10	2		1	0	0					
130438	出生	4	3.65	1	Born		130492			10	2		1	0	0					
130439	结算	8	100	0	Win		130491			10	2		1	0	0					
130440	结算2	8	100	0	Win2					10	2		1	0	0					
130441	QTE技能	7	1.5	0.8	AttackQte		100091|138439	100092		10	2		1	0	0					
130442	出场技	3	0.6	1.6	Attack11		130442|130443	130444		10	2		1	0	0					
130443	交互动作	9	0	100	Save					10	2		1	0	0					
130444	钩锁1起跳	9	0	100	Attack91					10	2		1	0	0					
130445	钩锁2空中持续	9	0	100	Attack92					10	2		1	0	0					
130446	钩锁3落地1	9	0	100	Attack93					10	2		1	0	0					
130447	钩锁4落地2重	9	0	100	Attack94					10	2		1	0	0					
130448	钩锁5小跳完整	9	0	100	Attack95					10	2		1	0	0					
130449	钩锁6拉拽loop	9	0	100	Attack96					10	2		1	0	0					
130450	钩锁7拉回	9	0	100	Attack97					10	2		1	0	0					
130451	SSSP处决	53	3	0.85	Executioner03			139477|139497		10	5		1	0	0					
139401	回旋厄持续回旋		999	1	Attack01					10	2		1	0	0					
139402	回旋厄向玩家回弹		5	1	Attack01					10	3		0	0	1					
139403	回旋厄向目标方向冲		2	1	Attack01					10	1		1	0	0					
139404	回旋厄原地停留		2	1	Attack01					10	2		1	0	0					
139405	回旋厄被弹至延长线		5	1	Attack01			139466		10	2		0	0	0					
139406	踏雪丢镖（飞的远）		4	1	Attack01					10	1		1	0	0					
139407	回旋厄向玩家跟随		5	1	Attack01					10	6		1	0	2					
139408	QTE向目标攻击		3	1	Attack01					10	3		0	0	2					
