Id	Name	SkillType	CastTime	AfterTime	Animation	StandStage	CastMagicIds	FinalMagicIds	Cd	DistNoTarget	SkillMoveType	DistAbort	SkillMoveTrackDistance	MissileLockTarget	SkillFaceType	DodgeLimitTime	SkillPriority	Snapshot	SkillAnimationPriority	CoexistSkills
113201	普攻1	1	0.5	2.3	Attack01					10	2		2	0	0					
113202	普攻2	1	0.5	1.8	Attack02					10	2		2	0	0					
113203	普攻3	1	0.75	2	Attack03			113262		10	2		2	0	0					
113204	普攻4	1	1.25	1.95	Attack04					10	2		2	0	0					
113205	普攻5	1	0.9	2.8	Attack05			113262		10	2		2	0	0					
113206	红球1消	11	1.2	1.5	Attack11			113262		10	2		2	0	0					
113207	红球2消	12	1.2	1.5	Attack11			113262		10	2		2	0	0					
113208	红球3消	13	1.2	1.5	Attack11			113262		10	2		2	0	0					
113209	蓝球1消	21	1	2.2	Attack21			113262		10	2		2	0	0					
113210	蓝球2消	22	1	2.2	Attack21			113262		10	2		2	0	0					
113211	蓝球3消	23	1	2.2	Attack21			113262		10	2		2	0	0					
113212	黄球1消	31	0.7	2.7	Attack31		113223	113262|113265		10	2		0	0	5					
113213	黄球2消	32	0.7	2.7	Attack31		113223	113262|113265		10	2		0	0	5					
113214	黄球3消	33	0.7	2.7	Attack31		113223	113262|113265		10	2		0	0	5					
113215	QTE技能	7	1.95	0	AttackQte					10	2		2	0	0					
113216	闪避	5	0.4	1.85	Move1			113262		10	2		2	0	0	0.4				
113217	默认向后闪避	6	0.4	1.6	Move2			113262		10	2		2	0	0	0.4				
113218	大招	2	0.4	5.55	Attack51					10	2		2	0	0					
113219	胜利1	8	100	1						10	2		2	0	0					
113220	胜利2	8	100	1						10	2		2	0	0					
113221	出生技能	4	0	3.8	Born					10	2		2	0	0					
113222	交互动作	9	1	1	Save					10	2		2	0	0					
113223	出场技	3	1.25	1.95	Attack21			113262		10	2		2	0	0					
113224	普攻1（突进）	1	0.5	2.3	Attack01					10	2		0	0	1					
113225	等待	9	999	0	Attack54					10	2		2	0	0					
123201	普攻1	1	0.5	2.3	Attack01			478165		10	2		2	0	0					
123202	普攻2	1	0.5	1.8	Attack02			478165		10	2		2	0	0					
123203	普攻3	1	0.75	2	Attack03			103262|478165		10	2		2	0	0					
123204	普攻4	1	1.25	1.95	Attack04			478165		10	2		2	0	0					
123205	普攻5	1	0.9	2.8	Attack05			103262|478165		10	2		2	0	0					
123206	红球1消	11	1.2	1.5	Attack11			103262|478165		10	2		2	0	0					
123207	红球2消	12	1.2	1.5	Attack11			103262|478165		10	2		2	0	0					
123208	红球3消	13	1.2	1.5	Attack11			103262|478165		10	2		2	0	0					
123209	蓝球1消	21	1	2.2	Attack21			103262|478165		10	2		2	0	0					
123210	蓝球2消	22	1	2.2	Attack21			103262|478165		10	2		2	0	0					
123211	蓝球3消	23	1	2.2	Attack21			103262|478165		10	2		2	0	0					
123212	黄球1消	31	0.7	2.7	Attack31		103223	103262|103265|478165		10	2		0	0	5					
123213	黄球2消	32	0.7	2.7	Attack31		103223	103262|103265|478165		10	2		0	0	5					
123214	黄球3消	33	0.7	2.7	Attack31		103223	103262|103265|478165		10	2		0	0	5					
123215	QTE技能	7	1.5	0	AttackQte		100091	100092|103284|478165		10	2		2	0	0					
123216	闪避	5	0.4	1.85	Move1		100090	103262|100094|478165		10	2		2	0	0	0.4				
123217	默认向后闪避	6	0.4	1.95	Move2		100090	103262|100094|478165		10	2		2	0	0	0.4				
123218	大招	41	0.6	2.7	Attack51		100091	103262|103276|103277|100092|478165		10	2		2	0	0					
123219	胜利1	8	100	1	Win					10	2		2	0	0					
123220	胜利2	8	100	1	Win					10	2		2	0	0					
123221	出生技能	4	0	2.75	Born					10	2		2	0	0					
123222	交互动作	9	0	100	Save					10	2		2	0	0					
123223	出场技	3	1	2.2	Attack21			103262		10	2		2	0	0					
123224	普攻1（突进）	1	0.5	2.3	Attack01			478165		10	2		0	0	1					
123225	普攻3（突进）	1	0.55	1.8	Attack53			103262|478165		10	2		2	0	0					
123226	潜行开启主动技能	46	9999	0	Save					10	2		2	0	0					
123227	潜行关闭主动技能	46	0.5	0	Save					10	2		2	0	0					
123228	潜行刺杀	9	3.8	0	Attack10			763097		10	2		2	0	0					
123229	滑翔	9	4	0	Attack60		100091	100092		10	2		2	0	1					
123251	普攻1（冰）	1	0.5	1.9	Attack01			103284|478165		10	2		2	0	0					
123252	普攻2（冰）	1	0.75	1.9	Attack02			478165		10	2		2	0	0					
123253	普攻3（冰）	1	0.6	2.1	Attack03			103262|478165		10	2		2	0	0					
123254	普攻4（冰）	1	0.75	1.6	Attack04			478165		10	2		2	0	0					
123255	普攻5（冰）	1	1	2.6	Attack05			103284|103262|478165		10	2		2	0	0					
123256	红球1消（冰）	11	1	2.1	Attack11			103262|103265|478165		10	2		2	0	0					
123257	红球2消（冰）	12	1	2.1	Attack11			103262|103265|478165		10	2		2	0	0					
123258	红球3消（冰）	13	1	2.1	Attack11			103262|103265|478165		10	2		2	0	0					
123259	蓝球1消（冰）	21	0.85	1.35	Attack21			103262|478165		10	2		2	0	0					
123260	蓝球2消（冰）	22	0.85	1.35	Attack21			103262|478165		10	2		2	0	0					
123261	蓝球3消（冰）	23	0.85	1.35	Attack21			103262|478165		10	2		2	0	0					
123262	黄球1消（冰）	31	0.6	1.75	Attack31		103223|848009	103262|103265|478165|848193		10	2		0	0	5					
123263	黄球2消（冰）	32	0.6	1.75	Attack31		103223|848009	103262|103265|478165|848193		10	2		0	0	5					
123264	黄球3消（冰）	33	0.6	1.75	Attack31		103223|848009	103262|103265|478165|848193		10	2		0	0	5					
123265	闪避（冰）	5	0.4	1.5	Move1		100090	103262|100094|478165		10	2		2	0	0	0.45				
123266	默认向后闪避（冰）	6	0.4	1.6	Move2		100090	103262|100094|478165		10	2		2	0	0	0.45				
123267	大招（冰）	2	4	1.45	Attack51		100091|848011	103290|103277|103269|100092|113268|478165|848012		10	2		2	0	0					
123268	出场技（冰）	3	0.85	1.35	Attack21			103262		10	2		2	0	0					
123269	普攻1（突进）（冰）	1	0.5	1.95	Attack01			103284|478165		10	2		0	0	1					
123270	小大招1（冰）	2	1.2	1.8	Attack52		100091	103290|103277|103269|100092|478165|848008		10	2		2	0	0					
123271	小大招2（冰）	2	1.2	1.8	Attack52		100091	103290|103277|103269|100092|478165|848008		10	2		2	0	0					
123272	小大招3（冰）	2	1.2	1.8	Attack52		100091	103290|103277|103269|100092|478165|848008		10	2		2	0	0					
123273	胜利1	8	100	0	Win					10	2		2	0	0					
123274	胜利2	8	100	0	Win					10	2		2	0	0					
123275	交互动作	9	0	100	Save					10	2		2	0	0					
123276	QTE技能	7	1.95	0	AttackQte		100091	100092|103284|478165		10	2		2	0	0					
123277	普攻3(突进）（冰）	1	0.6	2.1	Attack03			103262|478165		10	2		0	0	1					
123278	被处决	66	5.85	0	Attack84					10	2		2	0	1					
123279	切换状态机过渡技能	66	0.1	0	Stand2					10	2		2	0	1					
