Id	Name	SkillType	CastTime	AfterTime	Animation	StandStage	CastMagicIds	FinalMagicIds	Cd	DistNoTarget	SkillMoveType	DistAbort	SkillMoveTrackDistance	MissileLockTarget	SkillFaceType	DodgeLimitTime	SkillPriority	Snapshot	SkillAnimationPriority	CoexistSkills
120301	普攻1	1	0.7	3.067	Attack01					10	2		2	0	0					
120302	普攻2	1	0.6	3.133	Attack02					10	2		2	0	0					
120303	普攻3	1	0.9	2.567	Attack03					10	2		2	0	0					
120304	普攻4	1	1	2.6	Attack04					10	2		2	0	0					
120305	普攻5	1	0.9	3.333	Attack05					10	2		2	0	0					
120306	普攻6	1	0.7	6.167	Attack06					10	2		2	0	0					
120307	普攻7	1	1.3	6.2	Attack07					10	2		2	0	0					
120308	普攻Ex	1	1.4	6.1	Attack08		120343	120344		10	2		2	0	0					
120309	红球1消	11	0.5	2.5	Attack11					10	2		2	0	0					
120310	红球2消	12	0.5	2.5	Attack11					10	2		2	0	0					
120311	红球3消	13	0.5	2.5	Attack11					10	2		2	0	0					
120312	蓝球1消	21	1.2	2.067	Attack21					10	2		2	0	0					
120313	蓝球2消	22	1.2	2.067	Attack21					10	2		2	0	0					
120314	蓝球3消	23	1.2	2.067	Attack21					10	2		2	0	0					
120315	黄球1消	31	0.5	2.5	Attack31					10	2		2	0	0					
120316	黄球2消	32	0.5	2.5	Attack31					10	2		2	0	0					
120317	黄球3消	33	0.5	2.5	Attack31					10	2		2	0	0					
120318	出场技	3	0.8	5.467	Attack43					10	2		2	0	0					
120319	QTE技能	7	3.2	0.8	AttackQte		100091	100092		10	2		2	0	2					
120320	闪避	5	0.45	1.75	Move1		100090|120346	100094		10	2		2	0	0	0.45				
120321	默认向后闪避	6	0.45	1.75	Move2		100090|120346	100094		10	2		2	0	0	0.45				
120322	大招起手	2	1.1	2.367	Attack51		120157	120158		10	2		2	0	0					
120323	胜利1	8	100	0	Win		120502			10	2		2	0	0					
120324	胜利2	8	100	0	Win		120502			10	2		2	0	0					
120325	交互动作	9	0	100	Save		100090	100094		10	2		2	0	0					
120326	出生技能	4	0	4.6	Born		120501			10	2		2	0	0					
120327	冲刺攻击	1	0.8	5.467	Attack43					10	2		2	0	0					
120328	大招骇入	2	2.167	0	Attack52		100090|120108|120506	100092		10	2		2	0	0					
120329	大招爆炸	2	1.2	0.9	Attack53		100090	100092		10	2		2	0	0					
120330	核心技能	4	0	0						10	2		2	0	0					
120331	大招起手【无小游戏】	2	1.1	2.367	Attack51		120157|120506	120158		10	2		2	0	0					
120332	大招骇入【无小游戏】	2	2.167	0	Attack52		100090|120108	100092		10	2		2	0	0					
120333	大招爆炸【无小游戏】	2	1.2	0.9	Attack53		100090	100092		10	2		2	0	0					
120501	Podb-红球1消	11	1.6	0	Attack02					10	0		2	0	0					
120502	Podb-红球2消	12	1.6	0	Attack02					10	0		2	0	0					
120503	Podb-红球3消	13	1.6	0	Attack02					10	0		2	0	0					
120504	Podb-蓝球1消	21	1.8	0	Attack05					10	0		2	0	0					
120505	Podb-蓝球2消	22	1.8	0	Attack05					10	0		2	0	0					
120506	Podb-蓝球3消	23	1.8	0	Attack05					10	0		2	0	0					
120507	Podb-黄球1消	31	1.4	0	Attack03					10	0		2	0	0					
120508	Podb-黄球2消	32	1.4	0	Attack03					10	0		2	0	0					
120509	Podb-黄球3消	33	1.4	0	Attack03					10	0		2	0	0					
120510	Podb-核心1消	41	1.5	0	Attack02					10	0		2	0	0					
120511	Podb-核心2消	42	1.5	0	Attack02					10	0		2	0	0					
120512	Podb-核心3消	43	1.5	0	Attack02					10	0		2	0	0					
