Id	Name	SkillType	CastTime	AfterTime	Animation	StandStage	CastMagicIds	FinalMagicIds	Cd	DistNoTarget	SkillMoveType	DistAbort	SkillMoveTrackDistance	MissileLockTarget	SkillFaceType	DodgeLimitTime	SkillPriority	Snapshot	SkillAnimationPriority	CoexistSkills
470001	4-1：石化面朝自身八米内目标持续6秒，易伤20		0	1						10	2		2	0	0					
470014	4-1：石化面朝自身八米内目标持续6秒，易伤20		0	1						10	2		2	0	0					
470017	5-1：激光		0	1						10	2		2	0	0					
470018	5-2：激光		0	1						10	2		2	0	0					
470019	5-3：激光		0	1						10	2		2	0	0					
470020	5-4：激光		0	1						10	2		2	0	0					
470501	普攻1	1	1.5	1.8	Attack01					10	2		2	0	0					
470502	stun	1	4	0	Stun					10	2		2	0	0					
470503	闪避	5	0.5	0.8	Move1		100090	100094|100015|100303|100304		10	2		2	0	0	0.5				
470504	默认向后闪避	6	0.5	0.8	Move2		100090	100094|100015|100303|100304		10	2		2	0	0	0.5				
470505	出生	4	0	3.2	Stand2					0	2		2	0	0					
470506	交互动作	9	0	100	Save					10	2		2	0	0					
470507	QTE	7	2.2	0	AttackQte		100091	100092		10	2		2	0	0					
470508	胜利	8	100	0	Win					10	2		2	0	0					
470509	胜利2	8	100	0	Win					10	2		2	0	0					
470601	招式一·出招·前劈，前摇太大，砸地没感觉	10	1.5	1.9	Attack01		470607	470691		10	6		0	0	0					
470602	招式一·变招·顶肺，	20	1.6	1.3	Attack23		470608			10	6		0	0	0					
470603	前闪	5	1	1.4	Attack03		909570			10	6		0	0	0					
470604	招式三·出+C26:V26招·大回旋-普攻1	1	0.8	0.6	Attack24			470689		10	6		0	0	0					
470605	短闪		2.6	0	Attack05					10	6		0	0	0					
470606	招式三·变招二·小转前跳-普攻2	1	1.7	0	Attack25					10	6		0	0	0					
470607	后闪		3.167	0	Attack07			909563		10	6		0	0	0					
470608	招式五·出招·蓄力		1.667	0	Attack08		909583	909567|909582		10	6		0	0	0					
470609	招式三·变招二·下砸-普攻2	1	1	1.8	Attack26					10	6		0	0	0					
470610	招式五·变招二·取消释放		0.9	0	Attack10					10	6		0	0	0					
470611	招式五·变招三·后跳继续		1.6	0	Attack11					10	6		0	0	0					
470612	招式五·变招四·二连跳斩·可接顶肺		2.2	1.6	Attack12					10	6		0	0	0					
470613	招式五·变招五·踩地出墙		1.25	0	Attack13			470689		10	6		0	0	0					
470614	招式六·出招·弧形突进		1.667	0	Attack14			909565		10	6		0	0	0					
470615	招式六·变招·二连跳斩·可接顶肺		1.2	1.7	Attack15		470607			10	6		0	0	0					
470616	招式五·出招变招·短前摇		0.433	0	Attack16					10	6		0	0	0					
470617	招式七·跳砸·可接顶肺 大招		1.8	1	Attack27					10	6		0	0	0					
470618	招式八·嘲讽回复霸体		4.533	0	Attack18		470699			10	6		0	0	0					
470619	剧情出场	3	0	0	Stand1					10	6		0	0	0					
470620	招式九·抓技开始		0.9	0	Attack20			843121|909571		10	6		0	0	0					
470621	招式九·抓技失败		1.367	0	Attack21		843126			10	6		0	0	0					
470622	招式九·抓技成功		2.4	0	Attack22		843126			10	6		0	0	0					
470623	顶肺强化	20	1.3	1.5	Attack28		470608			10	6		0	0	0					
470624	踩地出墙强化		1.25	0	Attack13			470689		10	6		0	0	0					
470625	普攻1命中敌人 冲锋		0.8	0.6	Attack24			909563		10	6		0	0	0					
