Id	Name	SkillType	CastTime	AfterTime	Animation	StandStage	CastMagicIds	FinalMagicIds	Cd	DistNoTarget	SkillMoveType	DistAbort	SkillMoveTrackDistance	MissileLockTarget	SkillFaceType	DodgeLimitTime	SkillPriority	Snapshot	SkillAnimationPriority	CoexistSkills
130301	普攻1	1	0.55	2	Attack01					10	2		2	0	0					
130302	普攻2	1	0.75	2	Attack02					10	2		2	0	0					
130303	普攻3	1	0.55	2.3	Attack03					10	2		2	0	0					
130304	普攻4	1	0.6	2.2	Attack04					10	2		2	0	0					
130305	普攻（强化）	43	0.7	1.5	Attack05					10	2		2	0	0					
130306	速攻1	1	0.4	0						10	2		2	0	0					
130307	速攻2	1	0.4	0						10	2		2	0	0					
130308	速攻3	1	0.4	0						10	2		2	0	0					
130309	速攻4	1	0.4	0						10	2		2	0	0					
130310	速攻强化攻击	43	0.65	0						10	2		2	0	0					
130311	红球1 后撤版	11	1	1.4	Attack11					10	6		2	0	0					
130312	红球2 后撤版	12	1	1.4	Attack11					10	6		2	0	0					
130313	红球3 后撤版	13	1	1.4	Attack11		130340			10	6		2	0	0					
130314	蓝球1	21	0.5	2.6	Attack21					10	5		2	0	0					
130315	蓝球2	22	0.5	2.6	Attack21					10	5		2	0	0					
130316	蓝球3	23	0.5	2.6	Attack21					10	5		2	0	0					
130317	黄球1	31	0.85	1.5	Attack31					10	5		2	0	0					
130318	黄球2	32	0.85	1.5	Attack31					10	5		2	0	0					
130319	黄球3	33	0.85	1.5	Attack31					10	5		2	0	0					
130320	浮空反击	42	0.55	1.65	Attack44		130389|130390|139316|130362|100090	100094		10	2		2	0	1	0.4				
130321	地面反击		0.65	1.6	Attack43		130362|139316			10	2		2	0	2					
130322	地面起跳（方向）	41	0.4	0	Attack41		130389|130390|130396|130397|139316|100090	130367|130398|100094		10	5		2	0	4	0.4				
130323	地面起跳（无方向）	41	0.4	0	Attack41		130389|130390|130396|130397|139316|100090	130367|130398|100094		10	6		2	0	0	0.4				
130324	大招结束爆炸	2	2.6	0.85	Attack51		130398|130367|100091|139388	100092|139347		10	3		0	0	4					
130325	闪避	5	0.4	1.8	Move1		100090	100094		10	2		2	0	0	0.4				
130326	默认闪避	6	0.5	1.8	Move2		100090	100094		10	2		2	0	0	0.5				
130327	大招开启	2	1	3	Attack56		130389|130390|130396|130397|130388|100090|138329|138339			10	2		2	0	1					
130328	浮空反击2阶	42	0.6	1.65	Attack44		130389|130390|139316|130362			10	2		2	0	2					
130329	浮空反击终极	45	0.75	1.6	Attack43		130389|130390|139316|130362|100090	100094		10	2		2	0	0	0.5				
130330	胜利1	8	100	1	Win		138301|139330|130367	138302		10	2		2	0	0					
130331	胜利2	8	100	1			138301|139330|130367	138302		10	2		2	0	0					
130332	出生技能	4	0	4.5	Born		138301	138302		10	2		2	0	0					
130333	大招	2	0.5	1.5						10	2		2	0	0					
130334	关卡-蹲下走出去回头		999	0	Attack96					10	2		2	0	0					
130335	关卡-蹲下走出去回头后回来		999	0	Attack97					10	2		2	0	0					
130336	关卡-四处张望		9.4	0	Attack98					10	2		2	0	0					
130337	关卡-蹲下张望		8.167	0	Attack99					10	2		2	0	0					
130338	红球1 原地版	11	0.8	0.9	Attack58					10	6		2	0	0					
130339	红球2 原地版	12	0.8	0.9	Attack58					10	6		2	0	0					
130340	红球3 原地版	13	0.8	0.9	Attack58		130340			10	6		2	0	0					
130341	交互动作	9	0	100	Save					10	2		2	0	0					
130342	QTE技能	7	2	0	Attack42		100091	100092		10	2		2	0	0					
130343	出场技	3	0.8	0.9	Attack58		130340			10	2		2	0	0					
139301	红色模块激光	1	0.68	0.1	Attack01					10	2		2	0	2					
139302	蓝球冲刺start		0.3	0	Attack04					10	2		2	0	1					
139303	蓝球冲刺		1.2	0	Attack05					10	2		1	0	2					
139304	6星武器激光炮		4	0.1	Attack02			139334		10	2		2	0	2					
139305	黄球拳头		1	0.7	Attack03					10	2		2	0	2					
139306	胜利1		100	1	Win		139334|138301	138302		10	2		2	0	0					
139307	胜利2		100	1			139334|138301	138302		10	2		2	0	0					
139308	出生技能		4.5	0	Born		138301	138302		10	2		2	0	0					
139309	待机巡逻		13	0	Attack41					10	2		2	0	0					
139310	回到21号怀抱		1.3	0	Attack05					10	2		1	0	2					
139311	立场波		1	0.7	Attack03		139328	139330		10	2		2	0	0					
139312	后撤步		1	0.4	Attack07			139334		10	2		2	1	2					
139313	大招投影		4	0	Attack09					10	2		2	0	0					
139314	冲锋无伤害		1.2	0	Attack05					10	2		2	0	0					
139315	传送到21号		0	1						10	2		2	0	0					
139316	巡逻1		0	4.5	Attack42					10	2		2	0	0					
139317	巡逻2		0	2.5	Attack43					10	2		2	0	0					
139318	巡逻3		0	2.5	Attack44					10	2		2	0	0					
138301	信标区域4s		0	1						10	2		2	0	0					
138302	信标区域6s		0	1						10	2		2	0	0					
138303	信标区域8s		0	1						10	2		2	0	0					
138304	QTE区域		0	1						10	2		2	0	0					
137301	矩阵下落		0	1						10	2		2	0	0					
137302	能量激发		0	1						10	2		2	0	0					
137303	21号能量矩阵的技能3		0	1						10	2		2	0	0					
