Id	Name	SkillType	CastTime	AfterTime	Animation	StandStage	CastMagicIds	FinalMagicIds	Cd	DistNoTarget	SkillMoveType	DistAbort	SkillMoveTrackDistance	MissileLockTarget	SkillFaceType	DodgeLimitTime	SkillPriority	Snapshot	SkillAnimationPriority	CoexistSkills
991101	默认技能勿删		0	0	Stand2					10	2				0					
991120	人物自飞机登场		4	0	Attack01					10	0				0					
991121	空中支援1-3		4	0	Attack02					10	0				0					
991130	飞机降落		4	0	Attack03					10	0				0					
991131	空中支援1-3		3	0	Attack04					10	1				1					
991132	被刺杀动作（近）-匹配阿尔法		4	0	Attack55					10	2				0					
991133	被刺杀动作（远）-匹配阿尔法		5	0	Attack54					10	2				0					
991134	交互动作（前）		1.75	0	Attack51					10	2				0					
991135	交互动作（中）		9999	0	Attack52					10	2				0					
991136	交互动作（后）		2.2	0	Attack53					10	2				0					
991142	从运输机登场动作		4.5	0	Attack50					10	2				0					
991137	被刺杀动作（近）-匹配阿尔法		3	0	Attack20					10	2				0					
991138	被刺杀动作（远）-匹配阿尔法		5	0	Attack19					10	2				0					
991139	交互动作（前）		1.56	0	Attack15					10	2				0					
991140	交互动作（中）		9999	0	Attack16					10	2				0					
991141	交互动作（后）		1.67	0	Attack17					10	2				0					
991143	从运输机登场动作		4.7	0	Attack18					10	2				0					
991144	走停		999	0	Stand2					10	2				0					
991145	走停		999	0	Stand2					10	2				0					
991201	直升机技能1		2	0	Attack01					10	2				0					
991202	直升机技能2		6.5	0	Attack02					10	2				0					
991203	直升机技能3		4	0	Attack03					10	2				0					
991204	直升机技能4		9	0	Attack04					10	2				0					
991205	直升机技能5		16	0	Attack05					10	2				0					
991206	直升机技能6		3	0	Attack06					10	2				0					
