Id	Name	SkillType	CastTime	AfterTime	Animation	StandStage	CastMagicIds	FinalMagicIds	Cd	DistNoTarget	SkillMoveType	DistAbort	SkillMoveTrackDistance	MissileLockTarget	SkillFaceType	DodgeLimitTime	SkillPriority	Snapshot	SkillAnimationPriority	CoexistSkills
997101	左手前刺		1.3	0	Attack01					10	2		2		4					
997102	右手勾拳		1.3	0	Attack02					10	2		2		4					
997103	泰山压顶		2.9	0	Attack03					10	2		0		4					
997104	攻击前摇6		0.6	0	Attack04					10	2		2		4					
997105	蓄能攻击6		3	0	Attack05					10	2		2		4					
997106	释放攻击6		1.8	0	Attack06					10	2		2		4					
997107	技能前摇8		1.3	0	Attack07					10	2		2		4					
997108	连续发射8		3	0	Attack08					10	2		2		4					
997109	大炮球		1.7	0	Attack09					10	2		2		4					
997110	左脚踩地板		1.9	0	Attack16					10	2		2		4					
997111	右脚踹		1.5	0	Attack17					10	2		2		4					
997112	黄球测试		1.8	0	Attack11					10	2		2		4					
997113	黄球测试		1.8	0	Attack11					10	2		2		4					
997114	黄球测试		1.8	0	Attack11					10	2		2		4					
997115	环绕球		1.7	0	Attack09					10	2		2		4					
997151	格挡无敌-玩家操作		1	0.3	Attack07					10	5		2		0					
997152	格挡无敌-玩家操作		1	0.3	Attack07					10	5		2		0					
997155	左手前刺		0.9	0.8	Attack01					10	2		2		4					
997156	右手勾拳		0.8	0.5	Attack02					10	2		2		4					
997157	天残脚-玩家操作		0.9	1	Attack16					10	2		2		4					
997158	右脚踹		1	0.3	Attack17					10	2		2		4					
997161	机枪咚咚咚-玩家操作		2.3	0.7	Attack08					10	2		2		1					
997162	大炮球-玩家操作		1.3	0.4	Attack09					10	2		2		4					
997163	泰山压顶-玩家操作		1.7	1.2	Attack03			700249		10	5		2		3					
997164	机枪咚咚咚-玩家操作		3	0	Attack08					10	2		2		4					
997165	大炮球-玩家操作		1.7	0	Attack09					10	2		2		4					
997166	天残脚-玩家操作		1.9	0	Attack16					10	2		2		4					
997171	泰山压顶-玩家操作		2.9	0	Attack03					10	2		2		4					
905001	释放激光加血区域		5.1	0	Attack01			905052		10	2		2		4					
905002	变形三角机关		3.3	0	Attack02					10	2		2		4					
905003	三角顺时针		999	0	Attack03					10	6		2		4					
905004	三角逆时针		999	0	Attack04					10	6		2		4					
905005	三角复原		1.66	0	Attack05			905052|905061		10	2		2		4					
905006	变成喷子喷射墙体		2.5	0	Attack06					10	2		2		4					
905007	键盘侠一直喷射		1	0	Attack07					10	2		2		4					
905008	安静复原		1.56	0	Attack08			700249		10	2		2		4					
905009	启动让敌人隐形		1.83	0	Attack09					10	2		2		4					
905010	隐形转换运行		999	0	Attack10			905047		10	2		2		4					
905011	隐形回复常态		1.46	0	Attack11			905052|905061		10	2		2		4					
905012	变成跟随物品		2	0	Attack12					10	2		2		4					
905013	跟随物		999	0	Attack13					10	2		2		4					
905014	变回原状		2.3	0	Attack14					10	2		2		4					
905051	表演用召怪		2.5	0	Attack06			905035		10	2		2		2					
905052	表演用恢复		1.56	0	Attack08					10	2		2		2					
997301	变形铁三角		1.83	0	Attack02					10	2		2		4					
997302	铁三角顺时针		999	0	Attack03					10	6		2		4					
997303	铁三角逆时针		999	0	Attack04					10	6		2		4					
904701	追踪者戳刺		1.7	0	Attack01					10	2		2							
904702	追踪者挠爪		1.9	0	Attack02					10	2		2							
904703	追踪者跳砸		1.4	0	Attack04			730045		10	2		0							
904704	追踪者插地		3.73	0	Attack05					10	2		2							
904801	重构保安射击		2.4	0	Attack01					10	2		2		4					
904802	重构保安旋转		4	0	Attack02					10	1		2							
904803	重构保安开炮		2.9	0	Attack03					10	2		2	1	4					
904901	侦查机撞击		1.87	0	Attack01					10	4		2							
904902	侦查机声波		1.83	0	Attack02					10	2		2							
904903	侦查机开炮		2.83	0	Attack03					10	2		2		4					
906001	车外跳上车顶专用		3.73	0	Attack01			906107		10	1		2		4					
906002	倒吊在高度1处的loop		999	0	Attack02					10	2		2							
906003	从高度1跳下来		1.03	0	Attack03			906107		10	2		2							
906004	倒吊在高度2处的loop		999	0	Attack04					10	2		2							
906005	从高度2跳下来		1.03	0	Attack05			906107		10	2		2							
906006	侧身在高度3处的loop		999	0	Attack06					10	2		2							
906007	从高度3跳下来		0.96	0	Attack07			906107		10	1		2		4					
906008	平地分解loop		999	0	Attack08					10	2		2							
906009	平地分解out		1.13	0	Attack09			906004		10	2		2							
906011	竖劈		2.93	0	Attack11					10	3		2		4					
906012	跳劈		2.83	0	Attack12					10	3		2		4					
906013	冲刺-in		1.66	0	Attack13					10	1		2		4					
906014	冲刺-loop		999	0	Attack14					10	1		2		4					
906015	冲刺-out		1.1	0	Attack15			906010		10	1		2		4					
906021	瘫痪-in		1.13	0	Attack21					10	2		2							
906022	瘫痪-loop		999	0	Attack22					10	2		2							
906023	瘫痪-out		1.1	0	Attack23			906004|906007		10	2		2							
906024	瘫痪-loop		999	0	Attack22					10	2		2							
906101	车外跳上车顶专用		3.73	0	Attack01			906107		10	1		2		4					
906102	倒吊在高度1处的loop		999	0	Attack02					10	2		2							
906103	从高度1跳下来		0.96	0	Attack03			906107|906006		10	2		2							
906104	倒吊在高度2处的loop		999	0	Attack04					10	2		2							
906105	从高度2跳下来		0.96	0	Attack05			906107|906006		10	2		2							
906106	侧身在高度3处的loop		999	0	Attack06					10	2		2							
906107	从高度3跳下来		0.96	0	Attack07			906107|906006		10	1		2		4					
906108	平地分解loop		999	0	Attack08					10	2		2							
906109	平地分解out		0.76	0	Attack09			906004		10	2		2							
906111	技能1-向前喷火		2.56	0	Attack11					10	0		2		4					
906112	技能2-跳起来喷火		4.13	0	Attack12					10	1		2		4					
906113	救援技能-治疗友军		4	0	Attack13			700271|906112		10	1		2		4					
906121	瘫痪-in		1.13	0	Attack21					10	2		2							
906122	瘫痪-loop		999	0	Attack22					10	2		2							
906123	瘫痪-out		1.1	0	Attack23			906004|906007		10	2		2							
906161	技能1-向前喷火		2.56	0	Attack11					10	0		2		4					
906201	车外跳上车顶专用		3.73	0	Attack01			906107		10	1		2		4					
906202	倒吊在高度1处的loop		999	0	Attack02					10	2		2							
906203	从高度1跳下来		1	0	Attack03			906107		10	2		2							
906204	倒吊在高度2处的loop		999	0	Attack04					10	2		2							
906205	从高度2跳下来		1.06	0	Attack05			906107		10	2		2							
906206	侧身在高度3处的loop		999	0	Attack06					10	2		2							
906207	从高度3跳下来		1.4	0	Attack07			906107		10	1		2		4					
906208	平地巡逻loop		999	0	Attack08					10	6		2		4					
906209	平地巡逻out		1.03	0	Attack09			906004		10	2		2							
906211	发射一发		2.56	0	Attack11					10	1		2		4					
906212	响尾蛇导弹发射		3.33	0	Attack12					10	3		2		4					
906213	发射一发		2.56	0	Attack11					10	1		2		4					
906214	响尾蛇导弹发射		3.33	0	Attack12					10	3		2		4					
906221	瘫痪-in		1.13	0	Attack21					10	2		2							
906222	瘫痪-loop		999	0	Attack22					10	2		2							
906223	瘫痪-out		1.1	0	Attack23			906004|906007		10	2		2							
906301	车外跳上车顶专用		2.23	0	Attack01			906107		10	6		2		4					
906302	吊灯loop1		999	0	Attack02					10	2		2							
906303	吊灯变蜘蛛1		2.43	0	Attack03			906107		10	2		2							
906304	吊灯loop2		999	0	Attack04					10	2		2							
906305	车厢出生		13.033	0	Attack05			906107|900007		10	2		2							
906306	吊灯变蜘蛛2		2.43	0	Attack06			906107		10	2		2							
906321	左勾拳		2.83	0	Attack21					10	2		2							
906322	右勾拳		3.3	0	Attack22					10	2		2							
906323	左右勾拳		5.46	0	Attack23					10	2		2							
906325	站起来捶地		2.67	0	Attack25					10	6		0		4					
906326	边走边锤		4	0	Attack26					10	6		0		4					
906328	锤累了恢复原状		2.33	0	Attack28			906337		10	2		2							
906331	佛山无影脚启动-钻人		2.33	0	Attack31			906107		10	6		0		4					
906332	佛山无影脚-钻人		999	0	Attack32					10	6		0		4					
906333	佛山无影脚收功-钻人		3.63	0	Attack33			906316|906337		10	2		2							
906335	远程狙击一发子弹		3.3	0	Attack30					10	2		2							
906341	变形-跳起来		2.46	0	Attack41			906337|906107		10	2		2							
906342	闪亮的灯球之死		5.66	0	Attack42					10	2		2							
906352	小跳1m		0.8	0	Attack52					10	2		2							
906353	小跳2m		0.93	0	Attack53					10	2		2							
906354	小跳3m		1.1	0	Attack54					10	2		2							
906355	小跳4m		1.26	0	Attack55					10	2		2							
906361	变成绕着玩家喷激光loop		0.7	0	Attack63					10	6		0		4					
906362	变成绕着玩家喷激光in		1.1	0	Attack62					10	2		2							
906363	变成绕着玩家喷激光loop		999	0	Attack63					10	6		0		4					
906364	变成绕着玩家喷激光out		2.7	0	Attack64			906337		10	2		2							
906365	变形-跳起来		3.56	0	Attack65			906337|906107		10	6		0		4					
906367	烧胎准备飞驰in		2.1	0	Attack67					10	6		0		4					
906368	烧胎准备飞驰loop		999	0	Attack68					10	6		0		4					
906369	烧胎准备飞驰out		1.5	0	Attack69			906337		10	2		2							
906370	烧胎准备高速飞驰loop		999	0	Attack70					10	6		0		4					
906371	烧胎后变身机械形态		1.53	0	Attack71			906337		10	6		0		4					
906372	向后发射散弹		2.36	0	Attack72					10	2		2							
906373	弹反in		0.96	0	Attack73					10	2		2							
906374	弹反loop		999	0	Attack74					10	6		0		4					
906375	弹反out		1.03	0	Attack75			906337		10	2		2							
906381	闪亮的灯球之死		5.13	0	Attack81					10	2		2							
906401	双手砸地		3.967	0	Attack01					10	6		0		4					
906402	左侧直拳		4.733	0	Attack02					10	6		0		4					
906403	扔石头		5.7	0	Attack03					10	6		2		4					
906404	跳跃冲拳		7.333	0	Attack04					10	2		0		4					
906405	愤怒回旋冲拳		8.933	0	Attack05					10	2		0		4					
906406	出生动作		3.367	0	Attack06					10	2		0		4					
906407	双手砸地		3.967	0	Attack01					10	6		0		4					
906408	扔石头		5.7	0	Attack03			301103		10	6		2		4					
906461	自控-双手砸地		2.467	1.5	Attack01					10	2		2							
906462	自控-传送用站立		1	0	Stand					10	2		2							
906463	自控-双手砸地		2.467	1.5	Attack01					10	2		2							
906464	自控-双手砸地		2.467	1.5	Attack01					10	2		2							
906470	falldown		0.633	0	Falldown					10	2		2							
906471	standup		1.3	0	Standup					10	2		2							
906501	车轮滚滚in		0.7	0	Attack01					10	2		2		1					
906502	车轮滚滚loop		999	0	Attack02					10	6		0		4					
906503	车轮滚滚out		2.1	0	Attack03					10	2		2							
906504	超级无敌回旋镖		7.833	0	Attack04					10	2		2		1					
906505	横向侧头杀		2.967	0	Attack05					10	6		2		4					
906506	竹蜻蜓		2.4	1	Attack06					10	6		0		4					
906507	出生动作		2.133	0	Attack07					10	6		0		4					
906508	车轮滚滚in		0.7	0	Attack01					10	2		2		1					
906509	车轮滚滚loop		999	0	Attack02					10	6		0		4					
906510	车轮滚滚out		2.1	0	Attack03					10	2		2							
906511	超级无敌回旋镖		7.833	0	Attack04					10	2		2		1					
906512	横向侧头杀		2.967	0	Attack05					10	6		2		4					
906561	自控-向前丢飞镖		1.9	1.067	Attack05					10	3		2		2					
906562	自控-传送用站立		1	0	Stand					10	2		2							
906563	自控-向前丢飞镖-bug阻挡专用		1.9	1.067	Attack05					10	3		2		2					
906564	自控-向前丢飞镖-bug阻挡专用		1.9	1.067	Attack05					10	3		2		2					
906565	车轮滚滚in		0.7	0	Attack01					10	2		2		1					
906566	领头轮舞滚滚loop		999	0	Attack02					10	6		0		4					
906567	车轮滚滚out		2.1	0	Attack03					10	2		2							
906568	跟随者滚滚loop		999	0	Attack02					10	6		0		4					
906570	领头表演轮舞滚滚loop		999	0	Attack02					10	6		0		4					
906701	有花·三连击		3.333	0	Attack01					10	6		2		4					
