Id	Name	SkillType	CastTime	AfterTime	Animation	StandStage	CastMagicIds	FinalMagicIds	Cd	DistNoTarget	SkillMoveType	DistAbort	SkillMoveTrackDistance	MissileLockTarget	SkillFaceType	DodgeLimitTime	SkillPriority	Snapshot	SkillAnimationPriority	CoexistSkills
931001	藤蔓穿刺		1.22	1	Attack01					3	0		2		4					
931002	藤蔓地波		2.13	0	Attack02					10	0		2		4					
931003	拔地而起		1.22	0	Attack03					10	6		2		4					
931004	劈砍二连		2	0.1	Attack04					10	6		2		4					
931005	砸地		1.8	0.2	Attack05					10	6		2		4					
931006	精灵炮击		4	0	Attack06		745190			10	6		2		4					
931007	树人冲锋-蓄力		0.8	0	Attack07					10	0		2		4					
931008	树人冲锋-冲锋		9999	0	Attack71					10	6		2	1	4					
931009	树人冲锋-刹车		1	0.1	Attack72			700031		10	4		2	0	0					
931010	树人冲锋-撞墙		1.4	0.06	Hit1			700031		10	0		2		0					
931011	树人冲锋-眩晕		3	0	Stun					10	0		2		0					
931012	招魂		2.16	0	Attack08					10	6		2		4					
931013	锤击大地		3.15	0	Attack09					10	6		2		4					
931014	扎根		0	0	Attack99					10	0		2		4					
931601	“嘿”帮小弟 肾击		1	1.3	Attack01					10	6		2		4					
931602	“嘿”帮小弟 肾击（狠人版）		1	1	Attack11					10	6		2		4					
931603	“嘿”帮小弟 肾击（投掷）		1.6	3.4	Attack12					10	6		2		4					
931604	“嘿”帮小弟 鸡尾酒炸弹		1.7	1	Attack02					10	6		2		4					
931605	“嘿”帮小弟 鸡尾酒投掷成功		2.7	0	Attack21					10	6		2		4					
931606	“嘿”帮小弟 鸡尾酒自爆		1.4	5.6	Attack22			745253		10	6		2		4					
931607	“嘿”帮小弟 战舞开始		3.6	0.2	Attack03					10	0		2		4					
931608	“嘿”帮小弟 战舞持续		0.53	0	Attack32		745273			10	0		2		4					
931609	“嘿”帮小弟 磕头求饶		5	0	Attack04					10	0		2		4					
931610	“嘿”帮小弟 应援		1.57	0	Attack05					10	0		2		4					
931611	“嘿”帮小弟 演出1 磕头循环		0.5	0	Attack41					10	0		2		4					
931612	“嘿”帮小弟 演出2 下跪捶腿		4	0.43	Attack97					10	0		2		4					
931613	“嘿”帮小弟 演出3 捶腿循环		2	0	Attack98					10	0		2		4					
931801	狙击射击		2.16	1	Attack01		930719			10	6		2		4					
931802	后跳下落		1.43	1	Attack02		930719			10	6		2		4					
931803	闪避反击（左滚）		3	1	Attack03		930719			10	6		2		4					
931804	闪避反击（右跳）		3	1	Attack31		930719			10	6		2		4					
931805	嘲讽攻击		3	0.83	Attack04		745372|745903|930719	745373		10	6		2		4					
931806	移动射击-射击		3	1	Attack05		745350|745903|930719			10	0		2		4					
931807	移动射击-前走		3	1						10	0		2		4					
931808	移动射击-后走		3	1						10	0		2		4					
931809	移动射击-左走		3	1						10	0		2		4					
931810	移动射击-右走		3	1						10	0		2		4					
931811	榴弹礼炮蓄力		1.1	0.5	Attack06		930719			10	6		2		4					
931812	榴弹礼炮发射		3	1	Attack61		930719			10	0		2		4					
931813	榴弹礼炮结束		3	1	Attack62		930719			10	0		2		4					
931814	榴弹礼炮发射2		3	1	Attack63		930719			10	0		2		4					
931815	残血瘫痪（表演用）		3	1	Attack90		930719			10	0		2		4					
931901	正义背刺-起		999	0	Attack01			745325		10	6		2	1	4					
931902	正义背刺-推		0.2	0	Attack12		745325	745312|745325		10	0		2		4					
931903	正义背刺-跑		1.4	0	Attack11		745325			10	0		2		4					
931904	电击起搏		1.5	1.5	Attack02		745327			10	0		2		4					
931905	凌空射击		2	2	Attack03		745336			10	0		2		4					
931906	滞空射击		2.2	3.3	Attack04					10	0		2		4					
931907	精密维修（表演用）		3	0	Attack05					10	0		2		4					
931908	广域维修		3.4	0	Attack06		745348			10	6		2		4					
931909	电击起搏2		1.5	1.5	Attack02					10	0		2		4					
932101	狙击射击		2.16	1	Attack01					10	1		2		4					
932102	后跳下落		1.43	1	Attack02					10	0		2		4					
932103	闪避反击（左滚）		3	1	Attack03					10	0		2		4					
932104	闪避反击（右跳）		3	1	Attack31					10	0		2		4					
932105	嘲讽攻击		3	1	Attack04					10	6		2		4					
932106	榴弹礼炮蓄力		3	1	Attack06					10	0		2		4					
932107	榴弹礼炮发射		3	1	Attack61					10	0		2		4					
932108	榴弹礼炮结束		3	1	Attack62					10	0		2		4					
932109	榴弹礼炮发射2		3	1	Attack63					10	0		2		4					
932110	残血瘫痪（表演用）		3	1	Attack90					10	0		2		4					
932301	乱披风剑法		1	2	Attack01			930719		10	6		2		4					
932302	死亡凝视		2.3	3.7	Attack02			930719		10	6		2		4					
932303	飞踢-蓄力		1.5	0.2	Attack03			930719		10	6		2		4					
932304	飞踢-空中		2	1	Attack31					10	6		2		4					
932305	飞踢-命中		1	0.6	Attack04			745915		10	6		2		4					
932306	飞踢-未命中		3	1	Attack06			745915		10	6		2		4					
932307	乱披风剑法-（威力加强版）		3	1	Attack07		930719	930719		10	6		2		4					
932308	死亡凝视-（威力加强版）		2.3	3.7	Attack21		930719	930719		10	6		2		4					
932501	激光射击		1.5	1.3	Attack03		932398	932508		10	6		2		4					
932502	激光横扫（右左）		3.3	1	Attack02		932398	932508		10	6		2		4					
932503	高能激光		2.8	1	Attack03		932398	932508		10	6		2		4					
932504	蓄力斩击		3.7	2.2	Attack04		932398	932536|932399		10	6		2		4					
932505	拼刀反弹		1.6	1	Attack05		932399			10	6		2		4					
932506	左横扫		5.8	1	Attack06		932398	932533		10	6		2		4					
932507	右横扫		5.6	0.4	Attack07		932398			10	6		2		4					
932508	定海神针		3	3	Attack08		932398			10	6		2		4					
932509	防御反击		4.3	0.7	Attack09		932398			10	6		2		4					
932510	王之宝库		6	1	Stand2		932398			10	6		2		4					
932511	拜年剑法		3	1	Attack03		932399			10	6		2		4					
932512	立地成盒		3	1	Attack03		932399			10	6		2		4					
932513	十字围杀		6	1	Attack03		932399			10	6		2		4					
932514	左右横扫连击		7	0.9	Attack14		932398			10	6		2		4					
932515	三连斩		6.5	1	Attack15		932398			10	6		2		4					
932516	定海神针（加强版）		12	1	Attack16		932398			10	6		2		4					
932517	定海神针（截停）		9.4	1	Attack17		932398			10	0		2		0					
932518	锁定玩家		1	0	Stand2					10	6		2		4					
932519	拔刀		3	1	Attack93		932398			10	6		2		4					
932520	颜色转换专用动作		1.6	1	Attack90		932398	932508		10	6		2		4					
932521	三阶段激光射击		3	1	Attack31		932398			10	6		2		4					
932522	三阶段高能激光		6	1	Attack32		932398			10	6		2		4					
932523	格挡瘫痪		3	1	Attack91		932399			10	0		2		0					
932524	备用技能特效		21	1	Stand2		932399			10	0		2		0					
932525	超能激光（二转三，用）		999	1	Stand2		932398	932508		10	6		2		4					
932526	超能激光（一转二，用）		999	1	Stand2		932398	932508		10	6		2		4					
932527	瘫痪状态		999	1	Stun		932399			10	6		2		4					
932528	三层十字围杀技能		999	1	Stand2		932399			10	6		2		4					
932529	拼刀瘫痪		999	1	Attack51		932399			10	6		2		4					
932530	拼刀回复		2	0	Attack52		932399			10	6		2		4					
932531	左横扫（测试骨骼偏移）		5.8	1	Attack06		932398	932533		10	6		2		4					
932532	信号灯残影的技能32		0	1						10	2		2							
932533	信号灯残影的技能33		0	1						10	2		2							
932534	信号灯残影的技能34		0	1						10	2		2							
932535	信号灯残影的技能35		0	1						10	2		2							
932536	信号灯残影的技能36		0	1						10	2		2							
932537	信号灯残影的技能37		0	1						10	2		2							
932538	信号灯残影的技能38		0	1						10	2		2							
932539	信号灯残影的技能39		0	1						10	2		2							
932540	信号灯残影的技能40		0	1						10	2		2							
933101	散魂铁爪		3	0	Attack01		933100|933104|933140|930719			10	6		2		4					
933102	散魂铁爪-瘫痪		2.7	0	Attack02		933100|933140|930719			10	6		2		4					
933103	增肌模式		4.3	0.2	Attack03		933101|933141|930719			10	6		2		4					
933104	前跳		1.4	0	Attack04		933100|933140|930719			10	6		2		4					
933105	后跳		1.5	0	Attack05		933100|933140|930719			10	6		2		4					
933106	横扫连段		2.6	0.4	Attack06		933100|933140|930719			10	6		2		4					
933107	饿虎扑羊		3.2	0.2	Attack07		933100|933140|930719			10	6		2		4					
933108	转身扑击		2.9	0	Attack08		933100|933140|930719			10	6		2		4					
933109	侧身爪		2.2	0	Attack09		933100|933140|930719	933187		10	6		2		4					
933110	飞刃血爪		2.3	0	Attack10		933100|933140|930719			10	6		2		4					
933111	肉弹战车-前滚		3.6	0.1	Attack21		933101|933141|933131|930719			10	6		2		4					
